"Original","Part of","Count","File","Volume","Game","Level"
"GOOD","","1","Cloistered Cleric","","Pathfinder","3"
"CHAOTIC","","1","Cloistered Cleric","","Pathfinder","3"
"LAWFUL","","1","Cloistered Cleric","","Pathfinder","3"
"Level","","5","Cloistered Cleric","","Pathfinder","3"
"PREPARED SPELLS","","2","Cloistered Cleric","","Pathfinder","3"
"Domain Spell","","9","Cloistered Cleric","","Pathfinder","3"
"+2 to skill checks, caster level checks and saving throwsif pertaining to glyphs, runes and other writing.","","1","Cloistered Cleric","","Pathfinder","3"
"Can make knowledge checks untrained.","","1","Cloistered Cleric","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Cloistered Cleric","","Pathfinder","3"
"Knowledge bonus","","1","Cloistered Cleric","","Pathfinder","3"
"WIS","","2","Cloistered Cleric","","Pathfinder","3"
"Concentration","","1","Cloistered Cleric","","Pathfinder","3"
"Cleric|Level","","3","Cloistered Cleric","","Pathfinder","3"
"CHA","","2","Cloistered Cleric","","Pathfinder","3"
"WILL","WILL SAVE DC","1","Cloistered Cleric","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","1","Cloistered Cleric","","Pathfinder","3"
"Cleric Level","","2","Cloistered Cleric","","Pathfinder","3"
"ALLIES","","1","Cloistered Cleric","","Pathfinder","3"
"d6","","1","Cloistered Cleric","","Pathfinder","3"
"Misc","","3","Cloistered Cleric","","Pathfinder","3"
"(Round up)","","1","Cloistered Cleric","","Pathfinder","3"
"ENERGY","ENERGY|ROLL","1","Cloistered Cleric","","Pathfinder","3"
"ROLL","ENERGY|ROLL","1","Cloistered Cleric","","Pathfinder","3"
"BREADTH OF KNOWLEDGE","","1","Cloistered Cleric","","Pathfinder","3"
"VERBAL INSTRUCTIONS","","1","Cloistered Cleric","","Pathfinder","3"
"WELL-READ","","1","Cloistered Cleric","","Pathfinder","3"
"CHANNEL ENERGY","","1","Cloistered Cleric","","Pathfinder","3"
"SPELLS","","1","Cloistered Cleric","","Pathfinder","3"
"DOMAIN","","1","Cloistered Cleric","","Pathfinder","3"
"Evil Cleric","","1","Cloistered Cleric","","Pathfinder","3"
"Inflict Wounds","","1","Cloistered Cleric","","Pathfinder","3"
"Cure Wounds","","1","Cloistered Cleric","","Pathfinder","3"
"Channel Negative Energy","","1","Cloistered Cleric","","Pathfinder","3"
"Good Cleric","","1","Cloistered Cleric","","Pathfinder","3"
"Channel Positive Energy","","1","Cloistered Cleric","","Pathfinder","3"
"OF","","1","Cloistered Cleric","","Pathfinder","3"
"CLOISTERED|CLERIC","","1","Cloistered Cleric","","Pathfinder","3"
"4d8","","1","Cloistered Cleric","","Pathfinder","3"
"3d8","","1","Cloistered Cleric","","Pathfinder","3"
"2d8","","1","Cloistered Cleric","","Pathfinder","3"
"1d8","","1","Cloistered Cleric","","Pathfinder","3"
"Mass Spell Level","","1","Cloistered Cleric","","Pathfinder","3"
"Bonus Spells","","1","Cloistered Cleric","","Pathfinder","3"
"WIS - 12","","1","Cloistered Cleric","","Pathfinder","3"
"WIS - 8","","1","Cloistered Cleric","","Pathfinder","3"
"WIS - 4","","1","Cloistered Cleric","","Pathfinder","3"
"Base|Spells","","1","Cloistered Cleric","","Pathfinder","3"
"Spells|per day","","1","Cloistered Cleric","","Pathfinder","3"
"Spell|Save DC","","1","Cloistered Cleric","","Pathfinder","3"
"Spell Level","","1","Cloistered Cleric","","Pathfinder","3"
"+ Level","","4","Cloistered Cleric","","Pathfinder","3"
"Heal / Harm","","1","Cloistered Cleric","","Pathfinder","3"
"Critical Wounds","","1","Cloistered Cleric","","Pathfinder","3"
"Serious Wounds","","1","Cloistered Cleric","","Pathfinder","3"
"Moderate Wounds","","1","Cloistered Cleric","","Pathfinder","3"
"Light Wounds","","1","Cloistered Cleric","","Pathfinder","3"
"Uses|per day","","2","Cloistered Cleric","","Pathfinder","3"
"Granted Power","","2","Cloistered Cleric","","Pathfinder","3"
"DC","","2","Cloistered Cleric","","Pathfinder","3"
"Today","","1","Cloistered Cleric","","Pathfinder","3"
"CHANNEL","CHANNEL|PER DAY","1","Cloistered Cleric","","Pathfinder","3"
"PER DAY","CHANNEL|PER DAY","1","Cloistered Cleric","","Pathfinder","3"
"CURE / INFLICT","","1","Cloistered Cleric","","Pathfinder","3"
"Domain","","1","Cloistered Cleric","","Pathfinder","3"
"Caster|Level","","2","Crusader","","Pathfinder","3"
"EVIL","","1","Crusader","","Pathfinder","3"
"GOOD","","1","Crusader","","Pathfinder","3"
"CHAOTIC","","1","Crusader","","Pathfinder","3"
"LAWFUL","","1","Crusader","","Pathfinder","3"
"ft","30 ft","1","Crusader","","Pathfinder","3"
"CHANNEL","CHANNEL|RANGE","1","Crusader","","Pathfinder","3"
"RANGE","CHANNEL|RANGE","1","Crusader","","Pathfinder","3"
"Radius centred|on the Cleric","","1","Crusader","","Pathfinder","3"
"PREPARED SPELLS","","2","Crusader","","Pathfinder","3"
"Domain Spell","","9","Crusader","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Crusader","","Pathfinder","3"
"WIS","","2","Crusader","","Pathfinder","3"
"Concentration","","1","Crusader","","Pathfinder","3"
"Cleric|Level","","2","Crusader","","Pathfinder","3"
"CHA","","2","Crusader","","Pathfinder","3"
"WILL","WILL|SAVE DC","1","Crusader","","Pathfinder","3"
"SAVE DC","WILL|SAVE DC","1","Crusader","","Pathfinder","3"
"d6","","1","Crusader","","Pathfinder","3"
"Misc","","3","Crusader","","Pathfinder","3"
"(Round up)","","1","Crusader","","Pathfinder","3"
"(Round down)","","1","Crusader","","Pathfinder","3"
"ENERGY","ENERGY|ROLL","1","Crusader","","Pathfinder","3"
"ROLL","ENERGY|ROLL","1","Crusader","","Pathfinder","3"
"CHANNEL ENERGY","","1","Crusader","","Pathfinder","3"
"BONUS FEATS","","1","Crusader","","Pathfinder","3"
"SPELLS","","1","Crusader","","Pathfinder","3"
"DOMAIN","","1","Crusader","","Pathfinder","3"
"Evil Cleric","","1","Crusader","","Pathfinder","3"
"Inflict Wounds","","1","Crusader","","Pathfinder","3"
"Cure Wounds","","1","Crusader","","Pathfinder","3"
"Channel Negative Energy","","1","Crusader","","Pathfinder","3"
"Good Cleric","","1","Crusader","","Pathfinder","3"
"Channel Positive Energy","","1","Crusader","","Pathfinder","3"
"Crusader|Level","","1","Crusader","","Pathfinder","3"
"OF","","1","Crusader","","Pathfinder","3"
"(CLERIC)","","1","Crusader","","Pathfinder","3"
"CRUSADER","","1","Crusader","","Pathfinder","3"
"4d8","","1","Crusader","","Pathfinder","3"
"3d8","","1","Crusader","","Pathfinder","3"
"2d8","","1","Crusader","","Pathfinder","3"
"1d8","","1","Crusader","","Pathfinder","3"
"Mass Spell Level","","1","Crusader","","Pathfinder","3"
"Bonus Spells","","1","Crusader","","Pathfinder","3"
"WIS - 12","","1","Crusader","","Pathfinder","3"
"WIS - 8","","1","Crusader","","Pathfinder","3"
"WIS - 4","","1","Crusader","","Pathfinder","3"
"Base|Spells","","1","Crusader","","Pathfinder","3"
"Spells|per day","","1","Crusader","","Pathfinder","3"
"Spell|Save DC","","1","Crusader","","Pathfinder","3"
"Spell Level","","1","Crusader","","Pathfinder","3"
"Level","","3","Crusader","","Pathfinder","3"
"+ Level","","4","Crusader","","Pathfinder","3"
"Heal / Harm","","1","Crusader","","Pathfinder","3"
"Critical Wounds","","1","Crusader","","Pathfinder","3"
"Serious Wounds","","1","Crusader","","Pathfinder","3"
"Moderate Wounds","","1","Crusader","","Pathfinder","3"
"Light Wounds","","1","Crusader","","Pathfinder","3"
"Uses|per day","","2","Crusader","","Pathfinder","3"
"Granted Power","","2","Crusader","","Pathfinder","3"
"DC","","2","Crusader","","Pathfinder","3"
"Today","","1","Crusader","","Pathfinder","3"
"CHANNEL","CHANNEL|PER DAY","1","Crusader","","Pathfinder","3"
"PER DAY","CHANNEL|PER DAY","1","Crusader","","Pathfinder","3"
"CURE / INFLICT","","1","Crusader","","Pathfinder","3"
"Domain","","1","Crusader","","Pathfinder","3"
"Caster|Level","","2","Divine Strategist","","Pathfinder","3"
"EVIL","","1","Divine Strategist","","Pathfinder","3"
"GOOD","","1","Divine Strategist","","Pathfinder","3"
"CHAOTIC","","1","Divine Strategist","","Pathfinder","3"
"LAWFUL","","1","Divine Strategist","","Pathfinder","3"
"Level","","5","Divine Strategist","","Pathfinder","3"
"Cleric|Level","","4","Divine Strategist","","Pathfinder","3"
"USES","USES|PER DAY","1","Divine Strategist","","Pathfinder","3"
"PER DAY","USES|PER DAY","1","Divine Strategist","","Pathfinder","3"
"CASTING","CASTING|BONUS","1","Divine Strategist","","Pathfinder","3"
"BONUS","CASTING|BONUS","1","Divine Strategist","","Pathfinder","3"
"ALLIES’|INITIATIVE","ALLIES’|INITIATIVE|BONUS","1","Divine Strategist","","Pathfinder","3"
"BONUS","ALLIES’|INITIATIVE|BONUS","1","Divine Strategist","","Pathfinder","3"
"INITIATIVE","INITIATIVE|BONUS","1","Divine Strategist","","Pathfinder","3"
"BONUS","INITIATIVE|BONUS","1","Divine Strategist","","Pathfinder","3"
"PREPARED SPELLS","","2","Divine Strategist","","Pathfinder","3"
"Domain Spell","","9","Divine Strategist","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Divine Strategist","","Pathfinder","3"
"WIS","","2","Divine Strategist","","Pathfinder","3"
"Concentration","","1","Divine Strategist","","Pathfinder","3"
"TACTICAL EXPERTISE","","1","Divine Strategist","","Pathfinder","3"
"CASTER SUPPORT","","1","Divine Strategist","","Pathfinder","3"
"MASTER TACTITIAN","","1","Divine Strategist","","Pathfinder","3"
"SPELLS","","1","Divine Strategist","","Pathfinder","3"
"DOMAIN","","1","Divine Strategist","","Pathfinder","3"
"Divine|Strategist|Level","","1","Divine Strategist","","Pathfinder","3"
"OF","","1","Divine Strategist","","Pathfinder","3"
"(CLERIC)","","1","Divine Strategist","","Pathfinder","3"
"DIVINE|STRATEGIST","","1","Divine Strategist","","Pathfinder","3"
"4d8","","1","Divine Strategist","","Pathfinder","3"
"3d8","","1","Divine Strategist","","Pathfinder","3"
"2d8","","1","Divine Strategist","","Pathfinder","3"
"1d8","","1","Divine Strategist","","Pathfinder","3"
"Mass Spell Level","","1","Divine Strategist","","Pathfinder","3"
"Bonus Spells","","1","Divine Strategist","","Pathfinder","3"
"WIS - 12","","1","Divine Strategist","","Pathfinder","3"
"WIS - 8","","1","Divine Strategist","","Pathfinder","3"
"WIS - 4","","1","Divine Strategist","","Pathfinder","3"
"Base|Spells","","1","Divine Strategist","","Pathfinder","3"
"Spells|per day","","1","Divine Strategist","","Pathfinder","3"
"Spell|Save DC","","1","Divine Strategist","","Pathfinder","3"
"Spell Level","","1","Divine Strategist","","Pathfinder","3"
"+ Level","","4","Divine Strategist","","Pathfinder","3"
"Heal / Harm","","1","Divine Strategist","","Pathfinder","3"
"Critical Wounds","","1","Divine Strategist","","Pathfinder","3"
"Serious Wounds","","1","Divine Strategist","","Pathfinder","3"
"Moderate Wounds","","1","Divine Strategist","","Pathfinder","3"
"Add","Add INT bonus to any one d20 roll:","1","Divine Strategist","","Pathfinder","3"
"INT","Add INT bonus to any one d20 roll:","1","Divine Strategist","","Pathfinder","3"
"bonus to any one d20 roll:","Add INT bonus to any one d20 roll:","1","Divine Strategist","","Pathfinder","3"
"Add","Add INT bonus to attacks when flanking or making an attack of opportunity.","1","Divine Strategist","","Pathfinder","3"
"INT","Add INT bonus to attacks when flanking or making an attack of opportunity.","1","Divine Strategist","","Pathfinder","3"
"bonus to attacks when flanking or making an attack of opportunity.","Add INT bonus to attacks when flanking or making an attack of opportunity.","1","Divine Strategist","","Pathfinder","3"
"Bonus to ally’s concentration and caster level checks.|Only applies half when used to support an arcane spellcaster oran ally using a magical item.","","1","Divine Strategist","","Pathfinder","3"
"Initiative roll is always 20.","","1","Divine Strategist","","Pathfinder","3"
"Light Wounds","","1","Divine Strategist","","Pathfinder","3"
"Uses|per day","","2","Divine Strategist","","Pathfinder","3"
"Granted Power","","2","Divine Strategist","","Pathfinder","3"
"DC","","2","Divine Strategist","","Pathfinder","3"
"CURE / INFLICT","","1","Divine Strategist","","Pathfinder","3"
"Domain","","1","Divine Strategist","","Pathfinder","3"
"Caster|Level","","2","Evangelist","","Pathfinder","3"
"EVIL","","1","Evangelist","","Pathfinder","3"
"GOOD","","1","Evangelist","","Pathfinder","3"
"CHAOTIC","","1","Evangelist","","Pathfinder","3"
"LAWFUL","","1","Evangelist","","Pathfinder","3"
"Level","","4","Evangelist","","Pathfinder","3"
"2 Bonus hit dice|+ 2d10 (including CON)","","1","Evangelist","","Pathfinder","3"
"INSPIRE GREATNESS","INSPIRE GREATNESS  MAX AFFECTED","1","Evangelist","","Pathfinder","3"
"MAX AFFECTED","INSPIRE GREATNESS  MAX AFFECTED","1","Evangelist","","Pathfinder","3"
"+ 4 to all saving throws|+ 4 to AC","","1","Evangelist","","Pathfinder","3"
"INSPIRE HEROICS","INSPIRE HEROICS  MAX AFFECTED","1","Evangelist","","Pathfinder","3"
"MAX AFFECTED","INSPIRE HEROICS  MAX AFFECTED","1","Evangelist","","Pathfinder","3"
"Cleric Level","","4","Evangelist","","Pathfinder","3"
"CHA","","5","Evangelist","","Pathfinder","3"
"WILL","WILL SAVE DC","2","Evangelist","","Pathfinder","3"
"SAVE DC","WILL SAVE DC","2","Evangelist","","Pathfinder","3"
"d6","","1","Evangelist","","Pathfinder","3"
"Misc","","4","Evangelist","","Pathfinder","3"
"(Round up)","","2","Evangelist","","Pathfinder","3"
"ENERGY","","1","Evangelist","","Pathfinder","3"
"CHANNEL ENERGY","","1","Evangelist","","Pathfinder","3"
"Evil Cleric","","1","Evangelist","","Pathfinder","3"
"Channel Negative Energy","","1","Evangelist","","Pathfinder","3"
"Good Cleric","","1","Evangelist","","Pathfinder","3"
"Channel Positive Energy","","1","Evangelist","","Pathfinder","3"
"Today","","1","Evangelist","","Pathfinder","3"
"CHANNEL","CHANNEL PER DAY","1","Evangelist","","Pathfinder","3"
"PER DAY","CHANNEL PER DAY","1","Evangelist","","Pathfinder","3"
"INSPIRE COURAGE","","1","Evangelist","","Pathfinder","3"
"Bonus to attack and damage rolls","","1","Evangelist","","Pathfinder","3"
"Bonus against charm and compulsion effects","","1","Evangelist","","Pathfinder","3"
"Cleric|Level","","3","Evangelist","","Pathfinder","3"
"FASCINATE","FASCINATE|MAX AUDIENCE","1","Evangelist","","Pathfinder","3"
"MAX AUDIENCE","FASCINATE|MAX AUDIENCE","1","Evangelist","","Pathfinder","3"
"Rounds Today","","1","Evangelist","","Pathfinder","3"
"SERMONIC PERFORMANCE","","1","Evangelist","","Pathfinder","3"
"Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw","","1","Evangelist","","Pathfinder","3"
"COUNTERSONG","","1","Evangelist","","Pathfinder","3"
"DURATION","","1","Evangelist","","Pathfinder","3"
"rds","","1","Evangelist","","Pathfinder","3"
"Demand","Demand   Influence with a message at any distance","1","Evangelist","","Pathfinder","3"
"Influence with a message at any distance","Demand   Influence with a message at any distance","1","Evangelist","","Pathfinder","3"
"Sympathy","Sympathy   Gather creatures of one type/alignment","1","Evangelist","","Pathfinder","3"
"Gather creatures of one type/alignment","Sympathy   Gather creatures of one type/alignment","1","Evangelist","","Pathfinder","3"
"Mass suggestion","Mass suggestion   Influence 1 subject per level","1","Evangelist","","Pathfinder","3"
"Influence 1 subject per level","Mass suggestion   Influence 1 subject per level","1","Evangelist","","Pathfinder","3"
"Geas/Quest","Geas/Quest   Subject must complete a task","1","Evangelist","","Pathfinder","3"
"Subject must complete a task","Geas/Quest   Subject must complete a task","1","Evangelist","","Pathfinder","3"
"Greater Command","Greater Command   Command 1 subject per level","1","Evangelist","","Pathfinder","3"
"Command 1 subject per level","Greater Command   Command 1 subject per level","1","Evangelist","","Pathfinder","3"
"Suggestion","Suggestion   Influence subject’s actions","1","Evangelist","","Pathfinder","3"
"Influence subject’s actions","Suggestion   Influence subject’s actions","1","Evangelist","","Pathfinder","3"
"Tongues","Tongues   Speak and understand any language","1","Evangelist","","Pathfinder","3"
"Speak and understand any language","Tongues   Speak and understand any language","1","Evangelist","","Pathfinder","3"
"Enthrall","Enthrall   Captivate all within 100ft + 10ft/lv","1","Evangelist","","Pathfinder","3"
"Captivate all within 100ft + 10ft/lv","Enthrall   Captivate all within 100ft + 10ft/lv","1","Evangelist","","Pathfinder","3"
"Command","Command   Subject obeys commands for 1 rd","1","Evangelist","","Pathfinder","3"
"Subject obeys commands for 1 rd","Command   Subject obeys commands for 1 rd","1","Evangelist","","Pathfinder","3"
"PREPARED SPELLS","","2","Evangelist","","Pathfinder","3"
"Domain Spell","","9","Evangelist","","Pathfinder","3"
"DC reduction","","1","Evangelist","","Pathfinder","3"
"WIS","","2","Evangelist","","Pathfinder","3"
"Concentration","","1","Evangelist","","Pathfinder","3"
"PUBLIC SPEAKER","","1","Evangelist","","Pathfinder","3"
"SPELLS","","1","Evangelist","","Pathfinder","3"
"DOMAIN","","1","Evangelist","","Pathfinder","3"
"OF","","1","Evangelist","","Pathfinder","3"
"(CLERIC)","","1","Evangelist","","Pathfinder","3"
"EVANGELIST","","1","Evangelist","","Pathfinder","3"
"Bonus Spells","","1","Evangelist","","Pathfinder","3"
"WIS - 12","","1","Evangelist","","Pathfinder","3"
"WIS - 8","","1","Evangelist","","Pathfinder","3"
"WIS - 4","","1","Evangelist","","Pathfinder","3"
"Base|Spells","","1","Evangelist","","Pathfinder","3"
"Spells|per day","","1","Evangelist","","Pathfinder","3"
"Spell|Save DC","","1","Evangelist","","Pathfinder","3"
"Uses|per day","","2","Evangelist","","Pathfinder","3"
"Granted Power","","2","Evangelist","","Pathfinder","3"
"DC","","2","Evangelist","","Pathfinder","3"
"Domain","","1","Evangelist","","Pathfinder","3"
"Caster|Level","","2","Merciful Healer","","Pathfinder","3"
"EVIL","","1","Merciful Healer","","Pathfinder","3"
"GOOD","","1","Merciful Healer","","Pathfinder","3"
"CHAOTIC","","1","Merciful Healer","","Pathfinder","3"
"LAWFUL","","1","Merciful Healer","","Pathfinder","3"
"Targets","","1","Merciful Healer","","Pathfinder","3"
"Level","","5","Merciful Healer","","Pathfinder","3"
"Paralyzed","","1","Merciful Healer","","Pathfinder","3"
"Deafened","","1","Merciful Healer","","Pathfinder","3"
"Stunned","","1","Merciful Healer","","Pathfinder","3"
"Blinded","","1","Merciful Healer","","Pathfinder","3"
"Frightened","","1","Merciful Healer","","Pathfinder","3"
"Poisoned","","1","Merciful Healer","","Pathfinder","3"
"Exhausted","","1","Merciful Healer","","Pathfinder","3"
"Nauseated","","1","Merciful Healer","","Pathfinder","3"
"Cursed","","1","Merciful Healer","","Pathfinder","3"
"Staggered","","1","Merciful Healer","","Pathfinder","3"
"Diseased","","1","Merciful Healer","","Pathfinder","3"
"Dazed","","1","Merciful Healer","","Pathfinder","3"
"Sickened","","1","Merciful Healer","","Pathfinder","3"
"Shaken","","1","Merciful Healer","","Pathfinder","3"
"Fatigued","","1","Merciful Healer","","Pathfinder","3"
"ft","","1","Merciful Healer","","Pathfinder","3"
"CHANNEL","CHANNEL RANGE","1","Merciful Healer","","Pathfinder","3"
"RANGE","CHANNEL RANGE","1","Merciful Healer","","Pathfinder","3"
"Radius centred|on the Cleric","","1","Merciful Healer","","Pathfinder","3"
"PREPARED SPELLS","","2","Merciful Healer","","Pathfinder","3"
"Domain Spell","","9","Merciful Healer","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Merciful Healer","","Pathfinder","3"
"WIS","","2","Merciful Healer","","Pathfinder","3"
"Concentration","","1","Merciful Healer","","Pathfinder","3"
"d6","","1","Merciful Healer","","Pathfinder","3"
"Misc","","2","Merciful Healer","","Pathfinder","3"
"(Round up)","","1","Merciful Healer","","Pathfinder","3"
"Cleric|Level","","2","Merciful Healer","","Pathfinder","3"
"TRUE","TRUE HEALER","1","Merciful Healer","","Pathfinder","3"
"HEALER","TRUE HEALER","1","Merciful Healer","","Pathfinder","3"
"MERCIFUL","MERCIFUL HEALING","1","Merciful Healer","","Pathfinder","3"
"HEALING","MERCIFUL HEALING","1","Merciful Healer","","Pathfinder","3"
"ENERGY","ENERGY|ROLL","1","Merciful Healer","","Pathfinder","3"
"ROLL","ENERGY|ROLL","1","Merciful Healer","","Pathfinder","3"
"CHANNEL ENERGY","","1","Merciful Healer","","Pathfinder","3"
"SPELLS","","1","Merciful Healer","","Pathfinder","3"
"HEALING DOMAIN","","1","Merciful Healer","","Pathfinder","3"
"Evil Cleric","","1","Merciful Healer","","Pathfinder","3"
"Inflict Wounds","","1","Merciful Healer","","Pathfinder","3"
"Cure Wounds","","1","Merciful Healer","","Pathfinder","3"
"Channel Negative Energy","","1","Merciful Healer","","Pathfinder","3"
"Good Cleric","","1","Merciful Healer","","Pathfinder","3"
"Channel Positive Energy","","1","Merciful Healer","","Pathfinder","3"
"OF","","1","Merciful Healer","","Pathfinder","3"
"(CLERIC)","","1","Merciful Healer","","Pathfinder","3"
"MERCIFUL|HEALER","","1","Merciful Healer","","Pathfinder","3"
"4d8","","1","Merciful Healer","","Pathfinder","3"
"3d8","","1","Merciful Healer","","Pathfinder","3"
"2d8","","1","Merciful Healer","","Pathfinder","3"
"1d8","","1","Merciful Healer","","Pathfinder","3"
"Mass Spell Level","","1","Merciful Healer","","Pathfinder","3"
"Bonus Spells","","1","Merciful Healer","","Pathfinder","3"
"WIS - 12","","1","Merciful Healer","","Pathfinder","3"
"WIS - 8","","1","Merciful Healer","","Pathfinder","3"
"WIS - 4","","1","Merciful Healer","","Pathfinder","3"
"Base|Spells","","1","Merciful Healer","","Pathfinder","3"
"Spells|per day","","1","Merciful Healer","","Pathfinder","3"
"Spell|Save DC","","1","Merciful Healer","","Pathfinder","3"
"Spell Level","","1","Merciful Healer","","Pathfinder","3"
"+ Level","","4","Merciful Healer","","Pathfinder","3"
"Heal","","1","Merciful Healer","","Pathfinder","3"
"Critical Wounds","","1","Merciful Healer","","Pathfinder","3"
"Serious Wounds","","1","Merciful Healer","","Pathfinder","3"
"Instead of Merciful Healing, you may opt to reroll any 1s.","","1","Merciful Healer","","Pathfinder","3"
"Moderate Wounds","","1","Merciful Healer","","Pathfinder","3"
"Light Wounds","","1","Merciful Healer","","Pathfinder","3"
"Uses|per day","","2","Merciful Healer","","Pathfinder","3"
"Granted Power","","2","Merciful Healer","","Pathfinder","3"
"DC","","2","Merciful Healer","","Pathfinder","3"
"Today","","1","Merciful Healer","","Pathfinder","3"
"CHA","","1","Merciful Healer","","Pathfinder","3"
"CHANNEL","CHANNEL|PER DAY","1","Merciful Healer","","Pathfinder","3"
"PER DAY","CHANNEL|PER DAY","1","Merciful Healer","","Pathfinder","3"
"CURE","","1","Merciful Healer","","Pathfinder","3"
"Heal 1d4 + level (as|touch) on anyone|below 0hp.|(3 + WIS per day)","","1","Merciful Healer","","Pathfinder","3"
"all healing spells|are “empowered”|ie +50% healing","","1","Merciful Healer","","Pathfinder","3"
"Healer’s Blessing","","1","Merciful Healer","","Pathfinder","3"
"Rebuke Death","","1","Merciful Healer","","Pathfinder","3"
"Healing","","1","Merciful Healer","","Pathfinder","3"
"Domain","","1","Merciful Healer","","Pathfinder","3"
"Caster|Level","","2","Separatist","","Pathfinder","3"
"EVIL","","1","Separatist","","Pathfinder","3"
"GOOD","","1","Separatist","","Pathfinder","3"
"CHAOTIC","","1","Separatist","","Pathfinder","3"
"LAWFUL","","1","Separatist","","Pathfinder","3"
"ft","30 ft","1","Separatist","","Pathfinder","3"
"CHANNEL","CHANNEL|RANGE","1","Separatist","","Pathfinder","3"
"RANGE","CHANNEL|RANGE","1","Separatist","","Pathfinder","3"
"Radius centred|on the Cleric","","1","Separatist","","Pathfinder","3"
"PREPARED SPELLS","","2","Separatist","","Pathfinder","3"
"Domain Spell","","18","Separatist","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Separatist","","Pathfinder","3"
"WIS","","2","Separatist","","Pathfinder","3"
"Concentration","","1","Separatist","","Pathfinder","3"
"Cleric|Level","","3","Separatist","","Pathfinder","3"
"CHA","","2","Separatist","","Pathfinder","3"
"WILL","WILL|SAVE DC","1","Separatist","","Pathfinder","3"
"SAVE DC","WILL|SAVE DC","1","Separatist","","Pathfinder","3"
"d6","","1","Separatist","","Pathfinder","3"
"Misc","","3","Separatist","","Pathfinder","3"
"(Round up)","","1","Separatist","","Pathfinder","3"
"(Round down)","","1","Separatist","","Pathfinder","3"
"ENERGY","ENERGY|ROLL","1","Separatist","","Pathfinder","3"
"ROLL","ENERGY|ROLL","1","Separatist","","Pathfinder","3"
"CHANNEL ENERGY","","1","Separatist","","Pathfinder","3"
"SPELLS","","1","Separatist","","Pathfinder","3"
"DOMAINS","","1","Separatist","","Pathfinder","3"
"Evil Cleric","","1","Separatist","","Pathfinder","3"
"Inflict Wounds","","1","Separatist","","Pathfinder","3"
"Cure Wounds","","1","Separatist","","Pathfinder","3"
"Channel Negative Energy","","1","Separatist","","Pathfinder","3"
"Good Cleric","","1","Separatist","","Pathfinder","3"
"Channel Positive Energy","","1","Separatist","","Pathfinder","3"
"OF","","1","Separatist","","Pathfinder","3"
"(CLERIC)","","1","Separatist","","Pathfinder","3"
"SEPARATIST","","1","Separatist","","Pathfinder","3"
"4d8","","1","Separatist","","Pathfinder","3"
"3d8","","1","Separatist","","Pathfinder","3"
"2d8","","1","Separatist","","Pathfinder","3"
"1d8","","1","Separatist","","Pathfinder","3"
"Mass Spell Level","","1","Separatist","","Pathfinder","3"
"Bonus Spells","","1","Separatist","","Pathfinder","3"
"WIS - 12","","1","Separatist","","Pathfinder","3"
"WIS - 8","","1","Separatist","","Pathfinder","3"
"WIS - 4","","1","Separatist","","Pathfinder","3"
"Base|Spells","","1","Separatist","","Pathfinder","3"
"Spells|per day","","1","Separatist","","Pathfinder","3"
"Spell|Save DC","","1","Separatist","","Pathfinder","3"
"Spell Level","","1","Separatist","","Pathfinder","3"
"Level","","3","Separatist","","Pathfinder","3"
"+ Level","","4","Separatist","","Pathfinder","3"
"Heal / Harm","","1","Separatist","","Pathfinder","3"
"Critical Wounds","","1","Separatist","","Pathfinder","3"
"Serious Wounds","","1","Separatist","","Pathfinder","3"
"Moderate Wounds","","1","Separatist","","Pathfinder","3"
"Light Wounds","","1","Separatist","","Pathfinder","3"
"Uses|per day","","2","Separatist","","Pathfinder","3"
"Granted Power","","2","Separatist","","Pathfinder","3"
"DC","","2","Separatist","","Pathfinder","3"
"Today","","1","Separatist","","Pathfinder","3"
"CHANNEL","CHANNEL|PER DAY","1","Separatist","","Pathfinder","3"
"PER DAY","CHANNEL|PER DAY","1","Separatist","","Pathfinder","3"
"CURE / INFLICT","","1","Separatist","","Pathfinder","3"
"Forbidden Domain","","1","Separatist","","Pathfinder","3"
"Domain","","1","Separatist","","Pathfinder","3"
"Caster|Level","","2","Theologian","","Pathfinder","3"
"EVIL","","1","Theologian","","Pathfinder","3"
"GOOD","","1","Theologian","","Pathfinder","3"
"CHAOTIC","","1","Theologian","","Pathfinder","3"
"LAWFUL","","1","Theologian","","Pathfinder","3"
"Metamagic Effect","","1","Theologian","","Pathfinder","3"
"Domain Spell","","10","Theologian","","Pathfinder","3"
"Level","","4","Theologian","","Pathfinder","3"
"ft","30 ft","1","Theologian","","Pathfinder","3"
"CHANNEL","CHANNEL|RANGE","1","Theologian","","Pathfinder","3"
"RANGE","CHANNEL|RANGE","1","Theologian","","Pathfinder","3"
"Radius centred|on the Cleric","","1","Theologian","","Pathfinder","3"
"PREPARED SPELLS","","2","Theologian","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Theologian","","Pathfinder","3"
