Original,Part of,Translation
AC,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",RK
-4 on,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","-4 auf Fertigkeitswürfe, die auf"
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",ST
and,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",und
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","basieren, sowie auf konkurriende Würfe auf Wahrnehmung|Fehlschlagschance von 50% auf Angriffe|SG Akrobatik = 10 bei Bewegungen größer ihrer halben Bewegungsrate"
Point Blank Shot,Point Blank Shot    +1 to attack and damage within first range increment,Kernschuss
+1 to attack and damage within first range increment,Point Blank Shot    +1 to attack and damage within first range increment,+1 auf Angriffs- und Schadenswürfe innerhalb 9m
(which grants,(which grants +20 to Acrobatics),gibt
to Acrobatics),(which grants +20 to Acrobatics),Akrobatik
WILL,WILL SAVE,WILLEN
SAVE,WILL SAVE,RETTUNGSWURF
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Spurloser Schritt
"Leave no trail, unless deliberately","Trackless Step|Leave no trail, unless deliberately","Keine Spuren hinterlassen; es sei denn, du tust dies absichtlich"
saving throws against enchantment,+2 saving throws against enchantment,Rettungswürfe gegen Verzauberung
DAMAGE,DAMAGE BONUS,SCHADENS-
BONUS,DAMAGE BONUS,BONUS
Feint Partner,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",Gemeinschaftliche Finte
"When ally feints, enemy loses","Feint Partner    When ally feints, enemy loses DEX bonus to AC","Wenn ein Verbündeter fintiert, verliert der Gegner seinen"
DEX,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",GE
bonus to,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",Bonus auf
AC,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",RK
Critical Mastery,Critical Mastery    Apply two critical effects at once,Kritischer-Treffer-Meisterschaft
Apply two critical effects at once,Critical Mastery    Apply two critical effects at once,Kritische Treffer haben zwei Effekte
PER DAY,PUNISHING KICK|PER DAY,PRO TAG
Pinpoint Targeting,"Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour",Punktgenaues Zielen
"Make a single attack that bypasses shields, armour and natural armour","Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour","Führe einen Angriff durch, der Rüstungs- und Schildbonus, sowie natürl. Rüstung ignoriert"
RAGE,RAGE POWERS |KNOWN,KAMPFRAUSCH
PER DAY,TURNS / REBUKES PER DAY,PRO TAG
Treated as an Outsider,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Behandle als Externar
Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Immun gegen über Geistesbeinflussung und anderen Effekten die|nicht Externare als Ziel haben
10/chaotic,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Schadensreduzierung 10/Chaos
STABILITY,"STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest",STABILITÄT
"On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","STABILITY   On success, -1 unrest or add 1bp; on failure, +1 unrest; on failure by 4, +d4 unrest","Bei Erfolg -1 auf Unruhe oder +1 BP; bei Misserfolg +1 auf Unruhe; bei Misserfolg um 4, +W4 auf Unruhe"
Intelligence,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",Beobachtet kriminelle Elemente im Reich und spioniert andere Königreiche aus
"– If vacant,","Intelligence – If vacant, -4 economy and +1 unrest at upkeep","– Wenn unbesetzt,"
economy and,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",auf Wirtschaft und
unrest at upkeep,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",auf Unruhe in der Unterhaltsphase
Queen Consort or Prince Consort,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,Königlicher Ehepartner
– May rule if the Ruler is absent. but must pass loyalty check or,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,"– regiert, falls der König abwesend ist. Du musst Treuewurf bestehen, sonst"
unrest,Queen Consort or Prince Consort – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest,auf Unruhe
Manyshot,"Manyshot    When making a full-round attack, your first attack has two arrows",Mehrfachschuss
"When making a full-round attack, your first attack has two arrows","Manyshot    When making a full-round attack, your first attack has two arrows",Bei einem Vollen Angriff hat dein erster Angriff zwei Pfeile
DC,DC 20,SG
"to Strength, Dexterity and Wisdom score","+2 to Strength, Dexterity and Wisdom score","zum Stärke-, Geschicklichkeits- und Weisheitswert"
PER DAY,RADIANT USES|PER DAY,PRO TAG
DURATION,BONUS|DURATION,DAUER
SPELL,SPELL RESISTANCE,ZAUBER
RESISTANCE,SPELL RESISTANCE,RESISTENZ
FLAT-FOOTED,FLAT-FOOTED|CMD,AUF DEM FALSCHEN FUSS
CMD,FLAT-FOOTED|CMD,KMV
PER DAY,CHANNEL ENERGY PER DAY,PRO TAG
"stability,","+2 stability, +2bp consumption","auf Stabilität,"
+2bp,"+2 stability, +2bp consumption",+2 BP
consumption,"+2 stability, +2bp consumption",Verbrauch
"stability,","+1 stability, +1bp consumption",Stabilität
+1bp,"+1 stability, +1bp consumption",+1 BP
consumption,"+1 stability, +1bp consumption",Verbrauch
loyalty,+1 loyalty,Loyalität
PER DAY,BARRAGES|PER DAY,PRO TAG
Restore life to,"Restore life to -1 hp, within 1 round of death",Wiederbelebung auf
-1 hp,"Restore life to -1 hp, within 1 round of death",-1 TP
", within","Restore life to -1 hp, within 1 round of death",", bis zu"
1 round,"Restore life to -1 hp, within 1 round of death",1. Runde
of death,"Restore life to -1 hp, within 1 round of death",nach dem Tod
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",In den Stufen
"and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.","und 16 erhälst du einen Bonus von +1 auf einen Attributswert.|Wenn der neue Wert gerade ist, erhöht sich dein Attributsmodifikator."
Lookout,Lookout    Act in surprise round if ally can act,Ausguck
Act in surprise round if ally can act,Lookout    Act in surprise round if ally can act,"Handle in einer Überraschungsrunde, wenn dein Verbündeter handeln kann"
Bonus Spells,Bonus Spells|CHA,Bonuszauber
CHA,Bonus Spells|CHA,CH
A Thousand Faces,A Thousand Faces|Unaffected by wind; immune to deafness;|+2 to saves against sonic effects,Tausend Gesichter
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE THRESHOLD,ARKANE ZAUBERPATZER
THRESHOLD,ARCANE SPELL FAILURE THRESHOLD,WAHRSCHEINLICHKEIT
DEPOSIT,DEPOSIT    4000gp in trade goods and treasure nets 1bp,EINLAGERN
4000gp in trade goods and treasure nets 1bp,DEPOSIT    4000gp in trade goods and treasure nets 1bp,4000 GM in Handelsgütern und Schätzen ergibt 1 BP
Greater,Greater RAGE!,Stärkerer
RAGE!,Greater RAGE!,KAMPFRAUSCH!
GREATER,GREATER RAGE!,Starker
RAGE!,GREATER RAGE!," Kampfrausch"
FAST HEALING,FAST HEALING|PER ROUND,SCHNELLE HEILUNG
PER ROUND,FAST HEALING|PER ROUND,PRO RUNDE
SETTLE,SETTLE    Create new towns,Sich niederlassen
Create new towns,SETTLE    Create new towns,Gründe neue Ortschaften
Dexterity Score|Penalty:,Dexterity Score|Penalty: -2,Geschicklichkeitswert|Malus
RAGE!,RAGE!|Today,""
Today,RAGE!|Today,Heute
BUILDINGS,BUILDINGS    Add buildings to towns,Gebäude
Add buildings to towns,BUILDINGS    Add buildings to towns,Gebäude zu Ortschaft hinzufügen
WILD EMPATHY,WILD EMPATHY BONUS,TIEREMPATHIE
BONUS,WILD EMPATHY BONUS,BONUS
GRAPPLE,GRAPPLE BONUS,RINGKAMPF
BONUS,GRAPPLE BONUS,BONUS
STANCES,STANCES KNOWN,HALTUNGEN
KNOWN,STANCES KNOWN,BEKANNT
d6,d6 +,W6
DC,DC 30,SG
Slow Fall,Slow Fall 90 ft,Sturz abbremsen
90 ft,Slow Fall 90 ft,27m
Leads kingdom’s defences,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",Führt die Verteidigung des Königreichs an
"– If vacant,","Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability","– Wenn unbesetzt,"
loyalty and,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",auf Treue und
stability,"Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability",auf Stabilität
Pack Attack,Pack Attack    Ally’s attack allows you to take 5ft step,Rudelangriff
Ally’s attack allows you to take,Pack Attack    Ally’s attack allows you to take 5ft step,Der Angriff eines Verbündeten ermöglicht dir einen
5ft,Pack Attack    Ally’s attack allows you to take 5ft step," 1,50m"
step,Pack Attack    Ally’s attack allows you to take 5ft step,-Schritt
PER DAY,TERRORS|PER DAY,PRO TAG
DETECT MAGIC,DETECT MAGIC|PER DAY,MAGIE ENTDECKEN
PER DAY,DETECT MAGIC|PER DAY,PRO TAG
EVIL DAMAGE,EVIL DAMAGE|BONUS,SCHADEN GEGEN BÖSES
BONUS,EVIL DAMAGE|BONUS,BONUS
PER DAY,PREPARED SPELLS PER DAY,PRO TAG
Furious Focus,Furious Focus    Ignore power attack penalty for first attack,Konzentrierter Zorn
Ignore power attack penalty for first attack,Furious Focus    Ignore power attack penalty for first attack,Ignoriere den Malus durch Heftigen Angriff auf den ersten Angriff
PER DAY,AUGMENTS|PER DAY,PRO TAG
MAX CASTER,MAX CASTER|LEVEL,MAX. ZAUBER-
LEVEL,MAX CASTER|LEVEL,STUFE
"+2 Diplomacy, Knowledge (local, history,nobility)","Lorekeeper|+2 Diplomacy, Knowledge (local, history,nobility)","+2 auf Diplomatie und Wissen (Adel und Königshäuser, Geschichte, Lokales)"
DC,DC +1,SG
Strength rating,Strength rating    (composite bow),Stärkebonus
(composite bow),Strength rating    (composite bow),(Kompositbogen)
SENSE ELEMENTS,SENSE ELEMENTS|PER DAY,ELEMENTE SPÜREN
PER DAY,SENSE ELEMENTS|PER DAY,PRO TAG
FASCINATE,FASCINATE|MAX AUDIENCE,FASZINIEREN
MAX AUDIENCE,FASCINATE|MAX AUDIENCE,ANZ. KREATUREN
PER DAY,FRIGHTENED|PER DAY,PRO TAG
REFLEX,REFLEX SAVE,REFLEX
SAVE,REFLEX SAVE,RETTUNGSWURF
Damage Reduction 3/,Damage Reduction 3/―,Schadensreduzierung 3/
FEATS,CURRENT|FEATS,TALENTE
Coordinated Charge,Coordinated Charge    Charge the same foe as an ally,Koordinierter Sturmangriff
Charge the same foe as an ally,Coordinated Charge    Charge the same foe as an ally,Führe einen Sturmangriff zusammen mit einem Verbündeten gegen denselben Gegner aus
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+ 4 auf alle Rettungswürfe|+ 4 Ausweichbonus auf die
AC,+ 4 to all saving throws|+ 4 dodge bonus to AC,RK
POWERS,POWERS|KNOWN,MÄCHTE
KNOWN,POWERS|KNOWN,BEKANNT
MAX HIT DICE,TO REBUKE CREATURE |MAX HIT DICE,MAX TW
TURNS,TURNS PER DAY,VERTREIBUNGEN
PER DAY,TURNS PER DAY,PRO TAG
SAVING,SAVING|THROW DC,RETTUNGS-
THROW DC,SAVING|THROW DC,WURF SG
Level,25’+ 5’ × (Level ÷ 2),Grad
FLURRY ATTACK,FLURRY ATTACK BONUS,SCHLAGHAGEL
BONUS,FLURRY ATTACK BONUS,ANGRIFFSBONUS
+ Spell Level,SLA Save DC = 10 + CHA + Spell Level,+ Zaubergrad
Paired Opportunists,Paired Opportunists    When adjacent,Gemeinsame Gelegenheit
When adjacent,Paired Opportunists    When adjacent,wenn nebeneinander
BASIC HEALING,BASIC HEALING|HIT POINTS,GRUNDHEILUNG
HIT POINTS,BASIC HEALING|HIT POINTS,TREFFERPUNKTE
+1d6,Sneak Attack +1d6,+1W6
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Zeitloser Körper
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","Altert nicht mehr, kann magisch nicht gealtert werden"
KNOWLEDGE,KNOWLEDGE BONUS,WISSEN | BONUS
TRAP SENSE,TRAP SENSE|BONUS,FALLENGESPÜR
BONUS,TRAP SENSE|BONUS,BONUS
WU JEN SPELLS,WU JEN SPELLS|KNOWN,WU JEN ZAUBER
KNOWN,WU JEN SPELLS|KNOWN,BEKANNT
INSPIRE HEROICS,INSPIRE HEROICS  MAX AFFECTED,LIED DES HELDENMUTS
MAX AFFECTED,INSPIRE HEROICS  MAX AFFECTED,MAX. BEINFLUSSTE
Improved Cleaving Finish,Improved Cleaving Finish    Any number per round,Verbesserter Doppeltodesstoß
Any number per round,Improved Cleaving Finish    Any number per round,Beliebig oft pro Runde
TALENTS,TALENTS|KNOWN,TALENTE
KNOWN,TALENTS|KNOWN,BEKANNT
Fast Movement,Fast Movement +60 ft,Schnelle Bewegung
+60 ft,Fast Movement +60 ft,+18m
CMD,CMD BONUS,KMV
BONUS,CMD BONUS,BONUS
SNEAK DAMAGE,SNEAK DAMAGE|BONUS,SCHADEN
BONUS,SNEAK DAMAGE|BONUS,BONUS
PER DAY,SCABROUS TOUCH PER DAY,PRO TAG
STRENTH|SCORE,STRENTH|SCORE|BONUS,STÄRKE-|WERT
BONUS,STRENTH|SCORE|BONUS,BONUS
"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get","You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.",Die Anzahl der Fertigkeitspunkte hängt von deiner Klasse und deinem|Intelligenzmodifikator ab. Verteile diese Punkte auf die Fertigkeiten.|Du bekommst den Bonus von
only if you have at least one rank.,"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.","auf Klassenfertigkeiten nur, wenn du mindestens einen Rang besitzt."
PER DAY,REROLL|PER DAY,PRO TAG
RAGE!,RAGE!|TODAY,KAMPFRAUSCH!
TODAY,RAGE!|TODAY,HEUTE
Suggestion,Suggestion   Influence subject’s actions,Einflüsterung
"Protect party against spirits, lasts","Protect party against spirits, lasts 10 mins / level","Schutz Gruppe vor Geistern, hält für"
10 mins / level,"Protect party against spirits, lasts 10 mins / level",10 min / Stufe
Slow Fall,Slow Fall 20 ft,Sturz abbremsen
20 ft,Slow Fall 20 ft,6m
"Prince, Princess or favoured subject","Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","Prinz, Prinzessin oder befürwortete Person"
– May rule if the Ruler is absent. but must pass loyalty check or,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","– Übernimmt die Regierungsangelegenheit, wenn Herrscher abwesend ist; benötigt erfolgreichen Treuewurf oder"
unrest,"Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest",auf Unruhe
INSPIRATION,INSPIRATION|PER DAY,INSPIRATION
PER DAY,INSPIRATION|PER DAY,PRO TAG
Double Slice,Double Slice    Add your full STR to damage with an off-hand weapon,Doppelschnitt
Add your full,Double Slice    Add your full STR to damage with an off-hand weapon,Addiere vollen
STR,Double Slice    Add your full STR to damage with an off-hand weapon,ST
to damage with an off-hand weapon,Double Slice    Add your full STR to damage with an off-hand weapon,Bonus auf Schaden mit deiner Zweithandwaffe
4/day,Charm Person 4/day,4/Tag
ATTACK,ATTACK ACTIONS,ANGRIFF
ACTIONS,ATTACK ACTIONS,AKTIONEN
Damage Reduction 5/,Damage Reduction 5/―,Schadensreduzierung 5/
stability,-1 stability,auf Stabilität
3/day,Vestige Metamagic 3/day,3/Tag
PER DAY,LUCKY ROLLS|PER DAY,PRO TAG
KI POWER,KI POWER |PER DAY,KI-KRAFT
SPELL,SPELL|RESISTANCE,ZAUBER
RESISTANCE,SPELL|RESISTANCE,RESISTENZ
RAGE,Alcoholic drinks allow you to maintain RAGE for this round |without counting against your rounds per day.,KAMPFRAUSCH
WILL|SAVE,WILL|SAVE|BONUS,WILLENS-|WURF
BONUS,WILL|SAVE|BONUS,BONUS
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,AUF DEM FALSCHEN FUSS
ARMOUR CLASS,FLAT-FOOTED ARMOUR CLASS,RÜSTUNGSKLASSE
Precise Shot,Precise Shot    Attack into melee without the -4 penalty,Präzisionsschuss
Attack into melee without the -4 penalty,Precise Shot    Attack into melee without the -4 penalty,Kein Malus für Schuss in Nahkampf
RAGE,"When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today",KAMPFRAUSCH
PER DAY,TAKE 10|PER DAY,PRO TAG
Forbidden|During,Forbidden|During|RAGE!,Verboten|während
RAGE!,Forbidden|During|RAGE!,KAMPFRAUSCH!
HIT POINTS,TEMPORARY|HIT POINTS,TREFFERPUNKTE
CASTER LEVEL,CASTER LEVEL|CHECK DC,ZAUBERSTUFEN-
CHECK DC,CASTER LEVEL|CHECK DC,WURF SG
HEALING,HEALING|HIT POINTS,HEILT
HIT POINTS,HEALING|HIT POINTS,TREFFERPUNKTE
Morale Bonus,Morale Bonus    Inspire Courage and similar,Moralbonus
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Lied des Mutes oder ähnliches
SAVING THROW,SAVING THROW|BONUS,RETTUNGSWURF
BONUS,SAVING THROW|BONUS,BONUS
Greater Penetrating Strike,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Mächtiger Durchschlagender Hieb
Ignore damage reduction up to,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Ignoriere Schadensreduzierung bis
MIGHTY,MIGHTY RAGE!,Mächtiger
RAGE!,MIGHTY RAGE!,KAMPFRAUSCH!
POWER,POWER|PER DAY,MACHT
PER DAY,POWER|PER DAY,PRO TAG
Fast Movement,Fast Movement +40 ft,Schnelle Bewegung
+40 ft,Fast Movement +40 ft,+12m
MILITARY,MILITARY    Create armed units (comes from allocation for settling towns),MILITÄR
Create armed units (comes from allocation for settling towns),MILITARY    Create armed units (comes from allocation for settling towns),Erschaffe bewaffnete Armeen (berechnet sich aus der Zuteilung zu besiedelten Ortschaften)
Target of Opportunity,Target of Opportunity    Extra attack when ally hits with ranged,Konzentrierter Beschuss
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,"Augenblicklicher Fernkampfangriff, wenn dein Verbündeter ebenfalls per Fernkampf trifft"
Point-blank shot,Point-blank shot    Within 30ft,Kernschuss
Within,Point-blank shot    Within 30ft,innerhalb
30ft,Point-blank shot    Within 30ft,9m
DURATION,DURATION ROUNDS,DAUER
CASTER,CASTER LEVEL,ZAUBER
LEVEL,CASTER LEVEL,STUFE
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Halber Erzfeindbonus|des Waldläufers|für Verbündete innerhalb
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,9m
+ 10 to speed|unless wearing|heavy armour,"",+3m Bewgungsrate|solange keine schwere|Rüstung getragen wird
Thrice per day,"",Dreimal pro Tag
Trap Sense +3,"",Fallengespür +3
3.5e,"",3.5E
Used Today,"",Heute benützt
INSPIRE COMPETENCE,"",LIED DES ERFOLGS
Debit,"",Soll
Cleric|Level,"",Kleriker-|Stufe
BONDED WEAPON,"",WAFFE
Druid Level,"",Druidenstufe
Used,"",benutzt
CHAOTIC,"",CHAOTISCH
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","","Runde immer ab. Wenn du einen ungeraden Attributswert hast,|kannst du deine Modifikatoren in späteren Stufen erhöhen."
Ki Pool (lawful),"",Ki-Vorrat (Rechtschaffen)
Settlement name,"",Name der Siedlung
Brachiation,"",Hangeln
Base Value,"",Grundwert
STEAL ENERGY RESISTANCE,"",ENERGIERESISTENZ STEHLEN
Soulknife|Level,"",Seelenmesser|Stufe
MEDIUM RANGE,"",MITTEL
"Diplomacy, Handle Animal","","Diplomatie, Mit Tieren umgehen"
True strike,"",Zielsicherer Schlag
Trapfinding,"",Fallen finden
Spell resistance,"",Zauberresistenz
Weaken spirits,"",Geister schwächen
From level 7:,"",Ab Stufe 7:
+10 to move at full speed,"",+10 bei voller Bewegungsrate
"Grant all allies within 30ft: Evasion, Fast Movement, High Jump, Purity of Body, Slow Fall","","Gewähre allen Verbündeten innerhalb 9m: Schnelle Bewegung, Hochsprung, Reinheit des Körpers, Sturz abbremsen"
Buffs,"",Buffs
ROGUE TALENTS,"",TRICKS
Max Spell Level,"",Max. Zaubergrad
DR 5/— when wearing armour or using a shield,"","SR 5/–, solange du eine Rüstung oder Schild trägst"
Improved initiative,"",Verbesserte Initative
Belts,"",Gürtel
UNCONTROLLED RAGE!,"",UNKONTROLLIERTER KAMPFRAUSCH!
Sundry,"",Verschiedenes
Acid Fog,"",Säurenebel
BARD,"",BARDE
Evil Paladin,"",Böser Paladin
Greater ),"",Mächtig )
Your weapon and armour proficiencies,"",Deine vertrauten Waffen und Rüstungen
Calculate your six ability modifiers,"",Berechne deine sechs Attributsmodifikatoren
( BARBARIAN ),"",(BARBAR)
Favoured Element Spells,"",Elementarfokus Zauber
WHOLENESS OF BODY,"",Unversehrtheit des Körpers
Components,"",Komponenten
A successful strike with smite evil|bypasses damage reduction.,"",Ein erfolgreicher Angriff mit Böses niederstrecken|umgeht jedwede Schadensreduzierung
Any other racial abilities,"",Alle weiteren Fähigkeiten des Volkes
No age penalties or artificial aging,"",Keine Mali wegen hohen Alters oder magischer Alterung
Hit|Die,"",Treffer-|würfel
to negate,"",um dies abzuwehren
SINGLE,"",EINZELNER
Death Ward,"",Totenwache
Cash,"",Bargeld
Bonus Spell,"",Bonuszauber
PATH ABILITIES,"",PFADFÄHIGKEITEN
Improved Grapple,"",Verbesserter Ringkampf
Subtype,"",Unterart
From level 18:,"",Ab Stufe 18:
"Optionally, fix it with glue","",Bei Bedarf Kleber benutzen.
Ability score upgrades,"",Erhöhung der Attributswerte
Apply poison as move action,"",Gift als Bewegunsaktion auftragen
FAVOURED TERRAIN BONUS,"",BONUS FÜR BEVORZUGTES GELÄNDE
Enter the spirit world,"",Die Geisterwelt betreten
Quick reconnoiter,"",Schnelles Erkunden
Unarmed Strike,"",Waffenloser Schlag
Sickening Critical,"",Kritischer Treffer (kränkelnd)
Chest,"",Oberkörper
"Bonus only applied when unarmoured,|unencumbered and not helpless","","Bonus gilt nur wenn ohne Rüstung,| nicht überlastet und nicht hilflos"
/  Town,"",/ Stadt
Quirks,"",Eigenarten
LOY,"",TRE
Temp|Score,"",Temporärer|Wert
FAVOURED TERRAINS,"",Bevorzugtes Gelände
Burrow,"",Graben
10 mins,"",10 min.
CON|Increase,"",KO|erhöht
CHASTISE SPIRITS,"",GEISTER BESTRAFEN
Damage reduction /―,"",Schadensreduzierung /-
Base,"",Grundbonus
Class abilities,"",Klassenmerkmale
Take your first level,"",Wähle deine erste Stufe
BARBARIAN,"",BARBAR
From Level 14:,"",Ab Stufe 14:
Barbarian,"",Barbar
Shout,"",Brüllen
40ft,"",12m
Bear’s Endurance,"",Ausdauer des Ochsen
Credit,"",Haben
Distance,"",Entfernung
Gust of Wind,"",Windstoß
30ft,"",9m
BASIC DAMAGE,"",GRUNDSCHADEN
Greater Spell Focus: Enchantment,"",Mächtiger Zauberfokus: Verzauberung
Bleeding Critical,"",Kritischer Treffer (blutend)
Bards can use all knowledge skills untrained,"",Barden können jede Wissensfertigkeit ungeübt benutzen
Ki Pool (magic),"",Ki-Vorrat (Magisch)
STABILITY,"",STABILITÄT
From Level 3,"",Ab Stufe 3
120ft,"",36m
Racial,"",Volks-|bonus
Knowledge: Nature,"",Wissen: Natur
30ft. Cone or|60ft. Line,"",9m Kegel oder|18m Linie
Speak with any living creature,"",Sprich mit jeder lebenden Kreatur
UNSTOPPABLE,"",UNAUFHALTSAM
"Roll a hit die (unless this is your first level, in which case you get the|maximum you could have rolled) and add your constitution modifier.","",Wirf einen Trefferwürfel (außer auf der ersten Stufe; Zu Spielbeginn|erhälst du maximale Trefferpunkte) und addiere den Konstitutionsmodifikator
Favoured|Enemy|Bonus,"",Bonus|gegen|Erzfeind
POISONS,"",GIFTE
Flawless stride,"",Leichter Marsch
CLOSE RANGE,"",NAH
SCARRED|RAGER!,"",Narbenwüter!
(BARBARIAN),"",(BARBAR)
Rewards,"",Belohnungen
"If unrest reaches 20, the kingdom falls into anarchy","","Wenn Unruhe 20 erreicht, verfällt das Königreich in Anarchie"
TAKE A CLASS LEVEL,"",WÄHLE EINE KLASSENSTUFE
General,"",General
6d6,"",6W6
Lesser Orb of Sound,"",Schwache Kugel des Schalls
CURE / INFLICT,"",HEILEN / VERLETZEN
• Nauseated,"",• Übelkeit
Allies within 10ft get +4 to saves against charm effects.,"",Verbündete innerhalb von 3m erhalten +4 auf ihre Rettungswürfe gegen Bezauberungseffekte.
From level 10:,"",Ab Stufe 10:
PENALTY,"",MALUS
Towns,"",Ortschaften
Non-Monk|Levels,"",Nicht-Mönchs-|Stufen
Treated as outsider,"",Zähle als Externar
Feet,"",Füße
Suggestion,"",Einflüsterung
"Change shape as a full-round action,|given a fortitude save:","","Wechsle Gestalt als Volle Aktion,|wenn dir ein Zähigkeitswurf gelingt:"
All skills are considered class skills,"",Alle Fertigkeiten gelten als Klassenfertigkeiten
Greater Fireburst,"",Mächtige Feuerexplosion
Nerfs,"",Nerfs
From Level 20:,"",Ab Stufe 20:
Slow Fall 30 ft,"",Sturz abbremsen (9m)
Jump,"",Springen
Wu Jen know all 0-level Wu Jen spells.,"",Wu Jen kennen alle Grad 0 Wu Jen Zauber.
x 2,"",x 2
Improved swimming,"",Verbessertes Schwimmen
FORBIDDEN ELEMENT,"",VERBOTENES ELEMENT
Hear the unseen,"",Scharfes Gehör
HOSTILE,"",FEINDLICH
SURVIVAL,"",ÜBERLEBENSKUNST
Battle|Fortitude,"",Ausdauer|im Kampf
FAMILIAR,"",VERTRAUTER
1 min,"",1 min.
MOVE THROUGH ENEMY’S OWN SQUARE,"",BEWEGUNG DURCH FELD EINES GEGNERS
SPELL LEVEL,"",ZAUBERGRAD
Dragon|Shaman|Level,"",Drachen-|schamanen|Stufe
Effective|Fighter|Level,"",Gesamte|Kämpfer-|stufe
M’wk,"",MA
Empty Body,"",Körper lösen
From |Level 10:,"",Ab |Stufe 10:
"Once a day, pick an extra favoured terrain for one hour.","",Wähle einmal am Tag für eine Stunde ein zusätzliches bevorzugtes Gelände.
1d10,"",1w10
Open locks as a standard action,"",Schlösser öffnen als Standartaktion
Lesser Orb of Electricity,"",Schwache Kugel der Elektrizität
Defence,"",Verteidigung
Inspire Heroics,"",Lied des Heldenmutes
Strength|Bonus,"",Stärke|Bonus
(From level 4),"",(Ab Stufe 4)
AURA OF COURAGE,"",AURA DER TAPFERKEIT
Craft Poisons,"",Stelle Gifte her
1d6,"",1w6
