Original,Part of,Translation
Gain a bonus to saving throws -,Gain a bonus to saving throws - 1 ki point,Gana un bonus a pruebas de Salv -
1 ki point,Gain a bonus to saving throws - 1 ki point,1 punto ki
Nature Sense,Nature Sense|+2 to Knowledge (nature) and Survival,Sentido de la Naturaleza
+2 to Knowledge (nature) and Survival,Nature Sense|+2 to Knowledge (nature) and Survival,+2 a Saber (Naturaleza) y Supervivencia
Tireless,Tireless RAGE!,FURIA!
RAGE!,Tireless RAGE!,Incansable
CHANNEL ENERGY,CHANNEL ENERGY PER DAY,CANALIZAR ENERGÍA
PER DAY,CHANNEL ENERGY PER DAY,AL DÍA
loyalty,-1 loyalty,lealtad
DC,DC 15,CD
DC,DC 25,CD
GRAPPLE,GRAPPLE BONUS,BON A
BONUS,GRAPPLE BONUS,PRESA
Slow Fall,Slow Fall 20 ft,Caída lentificada
20 ft,Slow Fall 20 ft,20 ft
AC,"Allows you to make an extra attack at your full bonus, |but take a -2 penalty to attack rolls and -4 to AC until |your next turn",CA
2 ki points,Reflex save to avoid damage - 2 ki points,2 puntos ki
Bonus to,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,Bonus a
CMB,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,BMC
and,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,y
CMD,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,BMC
AC,Bonus to CMB and CMD for overrun manoeuvres;|reflex saves against trample attacks;|AC against charge attacks;|attack and damage against charging creatures,CA
WILD EMPATHY,WILD EMPATHY|BONUS,BONUS DE EMPATÍA
BONUS,WILD EMPATHY|BONUS," SALVAJE"
Grant more abilities to allies -,Grant more abilities to allies - 2 ki points,Conceder más aptitudes a aliados -
2 ki points,Grant more abilities to allies - 2 ki points,2 puntos ki
WIS,Linguistics and Knowledge are class skills using WIS,SAB
SPELL,SPELL RESISTANCE,RESISTENCIA
RESISTANCE,SPELL RESISTANCE,CONJURO
BONUS,FLURRY ATTACK BONUS,BONUS
SAVING,SAVING|THROW DC,SALV
THROW DC,SAVING|THROW DC,CD DE LANZAMIENTO
PER DAY,FORTUNE|PER DAY,AL DÍA
BASE|ATTACK,BASE|ATTACK|BONUS,BONUS|ATAQUE
BONUS,BASE|ATTACK|BONUS,BASE
Tandem Trip,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",Derribo en tandem
"When ally is adjacent, roll twice for trip","Tandem Trip    When ally is adjacent, roll twice for trip CMB","Cuando un aliado está adyacente, tira dos veces para derribar"
CMB,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",BMC
WILL,WILL SAVE,SALVACIÓN
SAVE,WILL SAVE,VOL
Dodge bonus to,"Dodge bonus to AC, and morale bonus|to saving throws against fear",Bonus esquiva a
AC,"Dodge bonus to AC, and morale bonus|to saving throws against fear",CA
at levels,"at levels 3, 8, 13 and 18",a niveles
and,"at levels 3, 8, 13 and 18",y
TEAMWORK,TEAMWORK|FEATS,DOTES TRABAJO
FEATS,TEAMWORK|FEATS,EN EQUIPO
Slow Fall,Slow Fall 40 ft,Caída lentificada
40 ft,Slow Fall 40 ft,40 ft
Timeless Body,"Timeless Body|No longer age, cannot be magically aged",Cuerpo Eterno
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","No envejece, no puede envejecer mágicamente"
CON,+ CON| per level,CON
per level,+ CON| per level,por nivel
"stability,","+4 stability, +8bp consumption","Estabilidad,"
+8bp,"+4 stability, +8bp consumption",+8bp
consumption,"+4 stability, +8bp consumption",consumo
"If this attack of opportunity hits, gain a +2 circumstance |bonus to your","If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.","Si este ataque de oportunidad da, gana un bonus de circuntancia|de+2 a tu"
CMD,"If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.",BMC
PER DAY,POWER POINTS|PER DAY,AL DÍA
"On a critical, Fort (DC 10 + ½ level +","On a critical, Fort (DC 10 + ½ level + DEX) or die","En un crítico, Fort (CD 10 + ½ Nivel +"
DEX,"On a critical, Fort (DC 10 + ½ level + DEX) or die",DES
) or die,"On a critical, Fort (DC 10 + ½ level + DEX) or die",) o muere
Half of Ranger’s|Favoured Enemy|bonus granted to|allies within,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,Mitad del bonus|de Enemigo Predilecto|del Explorador concedido|a aliados dentro
30ft,Half of Ranger’s|Favoured Enemy|bonus granted to|allies within 30ft,30 pies
Bonus to,Bonus to CMB and CMD for your|chosen combat manoeuvres,Bonus a
CMB,Bonus to CMB and CMD for your|chosen combat manoeuvres,BMC
and,Bonus to CMB and CMD for your|chosen combat manoeuvres,y
CMD,Bonus to CMB and CMD for your|chosen combat manoeuvres,BMC
LEVEL,MAX POWER|LEVEL,NIVEL
COMBAT|MANEUVRE,COMBAT|MANEUVRE|BONUS,BONUS|MANIOBRA
BONUS,COMBAT|MANEUVRE|BONUS,COMBATE
ft,15 ft  3 sq,ft
sq,15 ft  3 sq,c
"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get","You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.","Obtienes un número de rangos de habilidad de tu clase, a los que añades|tu modif. INT. Coloca estos rangos en habilidades.|Recuerda que las habilidades de clase obtienen"
only if you have at least one rank.,"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.",solo si al menos posees un rango.
Shielded Caster,Shielded Caster    +4 to concentration checks,Lanzador Protegido
to concentration checks,Shielded Caster    +4 to concentration checks,a tiradas de concentración
15ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",15ft
ft,10 ft  2 sq,ft
sq,10 ft  2 sq,c
FATIGUED,FATIGUED|DURATION,DURACIÓN
DURATION,FATIGUED|DURATION,FATIGADO
FEAT SHARING,FEAT SHARING|PER DAY,COMPARTIR DOTES
PER DAY,FEAT SHARING|PER DAY,AL DÍA
1 ki point,Use unarmed strike damage dice for 1 rd - 1 ki point,1 punto ki
SETTLE,SETTLE    Create new towns,ASENTAR
Create new towns,SETTLE    Create new towns,Crea nuevas ciudades
DAMAGE,BACKLASH|DAMAGE,DAÑO
1 ki point / min,Impose a truce between fighting parties - 1 ki point / min,1 punto ki/minuto
Bonus to,Bonus to AC that applies only to|critical hit confirmation rolls,Bonus a
AC,Bonus to AC that applies only to|critical hit confirmation rolls,CA
Physical Resistance,Physical Resistance -5,Resistencia Física
BONUS,DECEPTION|BONUS,BONUS
CMB,Roll twice for CMB - 1 ki point,BMC
1 ki point,Roll twice for CMB - 1 ki point,1 punto ki
TRAP,TRAP|SAVE DC,TRAMPA
SAVE DC,TRAP|SAVE DC,CD SALV
TAKE 20,TAKE 20|PER DAY,ELEGIR 20
PER DAY,TAKE 20|PER DAY,AL DÍA
DAMAGE,DAMAGE|BONUS,BONUS
BONUS,DAMAGE|BONUS,DAÑO
PER DAY,REDIRECTION|PER DAY,AL DÍA
or,+2 spell save DC  or  +2 against spell resistance  or  +2 to attack,o
ETHERIAL,ETHERIAL|ROUNDS,ASALTOS
ROUNDS,ETHERIAL|ROUNDS,ETEREO
"loyalty,","+4 loyalty, +8bp consumption","lealtad,"
+8bp,"+4 loyalty, +8bp consumption",+8bp
consumption,"+4 loyalty, +8bp consumption",consumo
1 ki point,Enhance weapon - 1 ki point per enhancement,1 punto ki
Shot on the Run,Shot on the Run    Attack at any point during your move,Disparo a la carrera
Attack at any point during your move,Shot on the Run    Attack at any point during your move,Ataca en cualquier momento durante tu movimiento
STUNNING FIST,STUNNING FIST|TODAY,PUÑETAZO ATURDIDOR
TODAY,STUNNING FIST|TODAY,HOY
MORALE,MORALE|BONUS,BONUS
BONUS,MORALE|BONUS,MORAL
BONUS,SPEED BONUS,BONUS
Slow Fall,Slow Fall 60 ft,Caída lentificada
60 ft,Slow Fall 60 ft,60 ft
"Baron, Duke, King or Queen","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Barón, Duque, Rey o Reina"
"– If vacant, kingdom fails all command rolls and cannot claim or develop hexes","Baron, Duke, King or Queen – If vacant, kingdom fails all command rolls and cannot claim or develop hexes","- Si está vacante, el Reino falla todas las pruebas de comando y no puede reclamar o desarrollas hexágonos"
WIS,"Add WIS to CMB, once a round",SAB
to,"Add WIS to CMB, once a round",a
CMB,"Add WIS to CMB, once a round",BMC
ARMOUR,ARMOUR CLASS,CLASE
CLASS,ARMOUR CLASS,ARMADURA
PER DAY,FOCUS|SUBJECTS|PER DAY,AL DÍA
HEALING,HEALING|POINTS,CURACIÓN
BONUS,WILD SURGE|BONUS,BONUS
AC,Firearm attacks target the enemy’s touch AC in the first two |range increments. This stacks with similar effects.,CA
Level,25’+ 5’ × (Level ÷ 2),Nivel
TODAY,TOUCH OF|SERENITY|TODAY,HOY
CHALLENGES,CHALLENGES|PER DAY,DESAFÍOS
PER DAY,CHALLENGES|PER DAY,AL DÍA
2 × (d10 +,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",2 x (d10 +
CON,"2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",CON
") temporary hit points,|+2 attack, +1 fortitude save","2 × (d10 + CON) temporary hit points,|+2 attack, +1 fortitude save",") puntos golpe temporales, |+2 ataque, +1 pruebas Fortaleza"
Damage Reduction 3/,Damage Reduction 3/―,Reducción Daño 3/
Back to Back,Back to Back    +2 to AC against flanking,Espalda con Espalda
to,Back to Back    +2 to AC against flanking,a
AC,Back to Back    +2 to AC against flanking,CA
against flanking,Back to Back    +2 to AC against flanking,contra flanqueo
"economy,","+3 economy, -4 loyalty","economía,"
loyalty,"+3 economy, -4 loyalty",lealtad
PER DAY,BARRAGES|PER DAY,AL DÍA
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Maestría con Armas
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Incrementa rango crítico y siempre confirma críticos
CHANNEL,CHANNEL|PER DAY,CANALIZAR
PER DAY,CHANNEL|PER DAY,AL DÍA
Bonus Spells,Bonus Spells|CHA,Conjuros Adicionales
CHA,Bonus Spells|CHA,CAR
RAGE,RAGE|Duration,FURIA
Duration,RAGE|Duration,Duración
DC 20,"On entering an anti-psionic area, pass a Will Save (DC 20)|to keep your mind blade active for this duration:",CD 20
CRITICAL,CRITICAL EFFECTS,EFECTOS
EFFECTS,CRITICAL EFFECTS,CRITICOS
BONUS,DANCE|BONUS,BONUS
Natural armour bonus to,Natural armour bonus to AC|(does not stack with natural armour),Bonus armadura natural a
AC,Natural armour bonus to AC|(does not stack with natural armour),CA
(does not stack with natural armour),Natural armour bonus to AC|(does not stack with natural armour),(no acumulable con armadura natural)
Fast Movement,Fast Movement +50 ft,Movimiento Rápido
+50 ft,Fast Movement +50 ft,+50 ft
BONUS,ENHANCEMENT|BONUS,BONUS
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Golpear con escudo mejorado
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Usa Golpear con Escudo y mantén tu bonus de escudo a
AC,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,CA
Coordinated Manoeuvres,Coordinated Manoeuvres    +2 to CMB,Maniobras Coordinadas
to,Coordinated Manoeuvres    +2 to CMB,a
CMB,Coordinated Manoeuvres    +2 to CMB,BMC
Two-weapon Fighting,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Combate con dos armas
Penalty for wielding two weapons reduced to -4 / -4,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Penalización por blandir 2 armas reducido a -4 / -4
DAMAGE,DAMAGE|REDUCTION,REDUCCIÓN
REDUCTION,DAMAGE|REDUCTION,DE DAÑO
Lookout,Lookout    Act in surprise round if ally can act,Centinela
Act in surprise round if ally can act,Lookout    Act in surprise round if ally can act,Actuas en asalto sorpresa si el aliado puede
PER DAY,SPIRIT SPELLS|PER DAY,AL DÍA
Cost:,Cost: 2 pt,Coste:
Enlarge Spell,Enlarge Spell  +1,Ampliar conjuro
1d8,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,1d8
STR,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,FUE
Grants,Grants +12 to Acrobatics,Concede
to Acrobatics,Grants +12 to Acrobatics,a Acrobacias
Enforce law and order,"Enforce law and order – If present, -1 unrest at upkeep",Hace cumplir la ley y el orden
"– If present,","Enforce law and order – If present, -1 unrest at upkeep","- Si presente,"
unrest at upkeep,"Enforce law and order – If present, -1 unrest at upkeep",malestar durante mantenimiento
TRAP SENSE,TRAP SENSE|REFLEX BONUS,BONUS REFLEJOS
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,SENTIDO DE TRAMPAS
MAX HIT DICE,TO DESTROY CREATURE  MAX HIT DICE,DADOS DE GOLPE MAX.
Evil:,Evil: +2 Economy,Malo:
Economy,Evil: +2 Economy,Economía
DURATION,MIND BLADE|DURATION,DURACIÓN
USES,USES PER DAY,USOS
PER DAY,USES PER DAY,AL DÍA
ASSIGN LEADERSHIP,ASSIGN LEADERSHIP    Adjust kingdom rolls,ASIGNAR LIDERAZGO
Adjust kingdom rolls,ASSIGN LEADERSHIP    Adjust kingdom rolls,Ajusta las pruebas del reino
AC,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",CA
and,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",y
CMD,"+2 insight to AC and CMD|+4 to Sense Motive, Stealth, Perception",BMC
Use,Use WIS instead of DEX for attacks with a bow,Usa
WIS,Use WIS instead of DEX for attacks with a bow,SAB
instead of,Use WIS instead of DEX for attacks with a bow,en vez de
DEX,Use WIS instead of DEX for attacks with a bow,DES
for attacks with a bow,Use WIS instead of DEX for attacks with a bow,para ataques con un arco
PER DAY,REROLL|PER DAY,AL DÍA
GREATER,GREATER RAGE!,FURIA
RAGE!,GREATER RAGE!,MAYOR!
STANCES,STANCES KNOWN,ESTANCIAS
KNOWN,STANCES KNOWN,CONOCIDAS
CORRUPTION,CORRUPTION|HIT POINTS,CORRUPCIÓN
HIT POINTS,CORRUPTION|HIT POINTS,PUNTOS GOLPE
DURATION,SCENT ABIILITY|DURATION,DURACIÓN
DC,DC 30,CD
TOUCH,TOUCH ARMOUR CLASS,CLASE DE ARMADURA
ARMOUR CLASS,TOUCH ARMOUR CLASS,TOQUE
FORTITUDE,FORTITUDE|SAVE DC,FORTALEZA
FORTITUDE|SAVE,FORTITUDE|SAVE DC,CD SALV
SAVE DC,FORTITUDE|SAVE DC,CD SALV
DC,FORTITUDE|SAVE DC,CD
"loyalty,","+1 loyalty, +1bp consumption","lealtad,"
+1bp,"+1 loyalty, +1bp consumption",+1bp
consumption,"+1 loyalty, +1bp consumption",consumo
PER DAY,ELEMENTAL FIST|PER DAY,AL DÍA
AC,Bonus to initiative and AC during surprise rounds,CA
ENERGY,ENERGY|ROLL,TIRADA
ROLL,ENERGY|ROLL,ENERGÍA
AC,Bonus to attack rolls and dodge bonus to AC|when fighting larger creatures,CA
Shield Wall,Shield Wall    +1 / +2 to AC when both using shields,Muro de Escudos
to,Shield Wall    +1 / +2 to AC when both using shields,a
AC,Shield Wall    +1 / +2 to AC when both using shields,CA
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,cuando ambos usan escudos
1d6,Drunken Strength 1d6,1d6
Good:,Good: +2 Loyalty,Bueno:
Loyalty,Good: +2 Loyalty,Lealtad
TODAY,PERFECT STRIKE|TODAY,HOY
Duck and Cover,Duck and Cover    Take ally’s result on reflex save,A cubierto
Take ally’s result on reflex save,Duck and Cover    Take ally’s result on reflex save,Usa el resultado de la Salv. Ref. del aliado
DEPOSIT,DEPOSIT    4000gp in trade goods and treasure nets 1bp,DEPÓSITO
4000gp in trade goods and treasure nets 1bp,DEPOSIT    4000gp in trade goods and treasure nets 1bp,4000po en bienes de consumo y tesorería y gana 1 bp
Haste,Haste    One extra attack at full bonus,Acelerar
One extra attack at full bonus,Haste    One extra attack at full bonus,Un ataque extra con bonus completo
BASE|ATTACK,BASE|ATTACK BONUS,BONUS|ATAQUE
BONUS,BASE|ATTACK BONUS,BASE
Cost:,Cost: 1 pt per range increment,Coste:
Rapid Shot,"Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty",Disparo Rápido
"When making a full-round attack, get one additional attack in return for a -2 penalty","Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty","Cuando hace un ataque de asalto completo, obtiene un ataque adicional con penal. -2"
POWERS,POWERS|KNOWN,PODERES
KNOWN,POWERS|KNOWN,CONOCIDOS
DISCERN LIES,DISCERN LIES|PER DAY,DISCERNIR MENTIRAS
PER DAY,DISCERN LIES|PER DAY,AL DÍA
Knowledge -,Knowledge - INT|Profession - WIS,Saber -
INT,Knowledge - INT|Profession - WIS,INT
Profession -,Knowledge - INT|Profession - WIS,Oficio -
WIS,Knowledge - INT|Profession - WIS,SAB
Fast Movement,Fast Movement +40 ft,Movimiento Rápido
+40 ft,Fast Movement +40 ft,+40 ft
BANNER,"",ESTANDARTE
Trap Sense +3,"",Sentido de las Trampas +3
INSPIRE COMPETENCE,"",INFUNDIR GRAN APTITUD
Debit,"",Débito
Cleric|Level,"",Nivel de|Clérigo
BONDED WEAPON,"",ARMA VINCULADA
Druid Level,"",Nivel de Druida
Used,"",Usado
CHAOTIC,"",CAÓTICO
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","","Redondea siempre hacia abajo. Si tienes cifras impares en puntuación características,|habrá oportunidad de ajustar las puntuaciones a niveles más altos."
Ki Pool (lawful),"",Reserva Ki (legal)
Settlement name,"",Nombre Asentamiento
Base Value,"",Valor Base
Summon monster II,"",Convocar Monstruo II
MEDIUM RANGE,"",MEDIO ALCANCE
"Diplomacy, Handle Animal","","Diplomacia, Trato con Animales"
"Select a bonus feat for your style at 2nd, 6th, 10th, 14th and 18th levels:","",Elegir una dote extra para tu estilo en Nivel 2/6/10/14 y 18
EVENT,"",EVENTO
Trapfinding,"",Encontrar trampas
+10 to move at full speed,"",+10 a movimiento a vel. completa
Buffs,"",VENTAJAS
ROGUE TALENTS,"",TALENTOS DE PÍCARO
DR 5/— when wearing armour or using a shield,"",RD 5/- cuando usa armadura o escudo
CHARGE,"",CARGA
Belts,"",Cinturones
Twin eidolon,"",Eidolon gemelo
PLACE|CHOCOLATE|HERE,"",PON|CHOCOLATE|AQUÍ
Sundry,"",Diversos
BARD,"",BARDO
"If successful, you blend into the crowd","","Si tienes éxito, te mezclas con la multitud"
Greater ),"",Mayor )
Your weapon and armour proficiencies,"",Tus competencias con armas y armaduras
Calculate your six ability modifiers,"",Calcula los modifcadores de tus seis características
WHOLENESS OF BODY,"",Plenitud Corporal
Components,"",Componentes
A successful strike with smite evil|bypasses damage reduction.,"",Un golpe que acierta con Castigar el Mal|sobrepasa la reducción del daño
Any other racial abilities,"",Cualquier otra aptitud racial
Hit|Die,"",Dado|Golpe
to negate,"",para negar
Cash,"",Metálico
Bonus Spell,"",Conjuros Adicionales
Improved Grapple,"",Presa Mejorada
+4 when using Wild Empathy with your totem creature,"",+4 usando Empatía Salvaje con tu criatura totem
Subtype,"",Subtipo
Ability score upgrades,"",Mejoras de puntuación de Característica
FAVOURED TERRAIN BONUS,"",BON DE TERRENO PREDILECTO
"As a swift action,|choose one of:","","Como acción rápida,|elige uno de:"
Unarmed Strike,"",Impacto sin Arma
Sickening Critical,"",Crítico nauseabundo
Chest,"",Pecho
"Bonus only applied when unarmoured,|unencumbered and not helpless","","Bonus solo aplica sin armadura,|sin carga, y no indefenso"
/  Town,"",/  Ciudad
TACTICIAN,"",TÁCTICO
Quirks,"",Peculiaridades
LOY,"",LEAL
Temp|Score,"",Punt|Temp.
FAVOURED TERRAINS,"",TERRENOS PREDILECTOS
Burrow,"",Cavar
10 mins,"",10 mins
Base,"",Base
Take your first level,"",Elije tu primer nivel
BARBARIAN,"",BÁRBARO
Enhancement,"",Mejora
Defensive Roll,"",Prueba defensiva
40ft,"",40ft
Credit,"",Crédito
Distance,"",Distancia
30ft,"",30ft
BASIC DAMAGE,"",Daño Básico
Challenges|Today,"",Desafios|Hoy
Bleeding Critical,"",Crítico sangrante
Bards can use all knowledge skills untrained,"",Los bardos pueden usar todas las habilidades de Saber sin que sean entrenadas
Ki Pool (magic),"",Reserva Ki (mágico)
STABILITY,"",ESTABILIDAD
Racial,"",Racial
Knowledge: Nature,"",Saber: Naturaleza
Speak with any living creature,"",Habla con cualquier criatura viva
UNSTOPPABLE,"",Imparable
"Roll a hit die (unless this is your first level, in which case you get the|maximum you could have rolled) and add your constitution modifier.","","Tira un dado de golpe (excepto si es tu primer nivel, en ese caso obtiene el|máximo que pudieras obtener) y añade to modif. CON"
CLOSE RANGE,"",CORTO ALCANCE
(BARBARIAN),"",(BÁRBARO)
"If unrest reaches 20, the kingdom falls into anarchy","","Si el malestar llega a 20, el Reino cae en la anarquía"
TAKE A CLASS LEVEL,"",ELIGE UN NIVEL DE CLASE
General,"",General
CURE / INFLICT,"",CURAR / INFLIGIR
• Nauseated,"",• Mareado
MUNDANE POTIONS,"",POCIONES MUNDANAS
Summon monster VII,"",Convocar Monstruo VII
Resilience,"",Adaptación
Towns,"",Pueblos
Non-Monk|Levels,"",Niveles|No-Monje
Treated as outsider,"",Considerado un Ajeno
Feet,"",Pies
"On critical hit, target is stunned (or staggered if they pass a Will save) for 1d4 rds.","","Tras un crítico, el objetivo queda aturdido (o grogui si supera Salv Vol.) durante 1d4 asaltos."
"Change shape as a full-round action,|given a fortitude save:","","Cambia forma como acción de asalto completo,|dada una Salv. Fortaleza:"
All skills are considered class skills,"",Todas las habilidades se consideran de clase
Nerfs,"",Desventajas
BOMBS,"",BOMBAS
Jump,"",Saltar
HOSTILE,"",HOSTIL
SURVIVAL,"",Supervivencia
FAMILIAR,"",FAMILIAR
MOVE THROUGH ENEMY’S OWN SQUARE,"",MUEVE A TRAVÉS DE LA CASILLA DEL ENEMIGO
Dragon|Shaman|Level,"",Nivel de|Chaman del|Dragon
M’wk,"",G. cal
1d10,"",1d10
Strength|Bonus,"",Bon de|Fuerza
1d6,"",1d6
Medusa’s Wrath,"",Ira de la Medusa
Search,"",Buscar
Casting time,"",Tiempo Lanzamiento
Summon Nature’s Ally II,"",Conovocar Aliado Natural II
Damage Reduction,"",Reducción Daño
Other skills:|Craft - INT|Perform - CHA,"",Otras habilidades:|Oficio -INT|Interpretación – CAR
Population,"",Población
One skill|rank,"",Un rango|habilidad
mins,"",mins
CURSE OF LYCANTHROPY,"",MALDICIÓN DE LICANTROPÍA
LAWFUL,"",LEGAL
Power Points used today,"",Puntos Poder usados hoy
Viceroy,"",Virrey
1 ki point,"",1 punto ki
BONDED OBJECT,"",OBJETO VINCULADO
Improved Critical / Keen weapon / Keen magical effect,"",Critico mejorado / Arma afilada / Efecto afilado mágico
Avoid all damage on successful reflex save,"",Evita todo daño con Salv. Ref. Con éxito
"FEATS, TRAITS AND|SPECIAL ABILITIES","","DOTES, RASGOS Y|APTITUDES ESPECIALES"
Hat / Mask,"",Sombrero / Máscara
OTHER INCOME,"",OTROS INGRESOS
Animal,"",Animal
Current Country,"",País Actual
Use Magical Device,"",Usar Objeto Mágico
• Sickened,"",• Nauseado
Code of Conduct,"",Código de Conducta
HIGH JUMP,"",GRAN SALTO
Add any bonus or penalty from your race:,"",Añade cualquier bonus o penalizaniónde tu raza:
Starting point,"",Punto de partida
EVIL,"",MALIGNO
CHARGES,"",CARGAS
Organisation,"",Organización
Summon Nature’s Ally V,"",Conovocar Aliado Natural V
WIS - 4,"",SAB - 4
+ Level,"",+ Nivel
CONSUMPTION,"",CONSUMO
Vorpal,"",Vorpal
Damage bonus,"",Bonus Daño
SUGGESTION,"",SUGESTIÓN
Expansionist,"",Expansionista
CHA - 8,"",CAR - 8
WEAPON,"",ARMA
Page,"",Página
sp,"",pp
Energy resistance bonus,"",Bonus Resistencia Energía
SPECIAL ABILITIES,"",APTITUDES ESPECIALES
Ignore difficult terrain while underground,"",Ignora el terreno difícil si estás bajo tierra.
5-LEVEL|BONUS,"",5-Nivel|Bonus
Improved Trip,"",Derribo mejorado
Spell Level,"",Nivel Conjuro
Cold,"",Frío
PRESTIGE CLASS,"",CLASE DE PRESTIGIO
Size|Modifier,"",Mod de|Tamaño
HIT|POINTS,"",PUNTOS|GOLPE
Level|Bonus,"",Bon|de Nivel
Weapon Focus:,"",Soltura con un arma:
Inquisitor|Level,"",Nivel|Inquisidor
"One story trait, connecting them into the campaign","","Un rasgo de historia, conectandolos a la campaña"
Far Shot,"",Disparo a larga distancia
DMG,"",DAÑO
ALCHEMIST’S EXTRACT FORMULAE,"",FORMULAS EXTRACTOS ALQUIMISTA
ARCHETYPE,"",ARQUETIPO
Liar,"",Mentiroso
High Priest,"",Gran Sacerdote
rds,"",rondas
CR,"",VD
Today,"",Hoy
Reduce effective falling height using wall,"","Reduce altura de caida, usando un muro"
SAVING THROWS,"",TIROS DE SALVACIÓN
TRUE RESOLVE,"",Resolución verdadera
Knowledge,"",Saber
Leadership,"",Liderazgo
ATTACK FEATS,"",DOTES DE ATAQUE
7ft,"",7ft
Timeless Body,"",Cuerpo Eterno
d10,"",d10
Total hit|points,"",Puntos de golpe|totales
Gnome,"",Gnomo
"Treat hands, feet, knees and elbows as weapons","","Trata manos, pies, rodillas y codos com armas"
Monk Level,"",Nivel de Monje
d12,"",d12
Cost,"",Coste
LAST STAND,"",Posición final
"Handle Animal, Intimidate","","Intimidar, Trato con Animales"
"Gain +2 to attack, bypass DR, other bonuses","","Gana +2 al ataque, evita RD, otros bonus"
Improved|Evasion,"",Evasión|Mejorada
NATURAL LYCANTHROPE,"",LICÁNTROPO NATURAL
Sickened,"",Indispuesto
(Good),"",(Bueno)
Treat unarmed attacks as lawful weapons,"",Trata ataques sin arma como armas legales
"From level 20, a successful sneak attack can also deliver one of:| • Sleep for 1d4 hours| • Paralysed for 2d6 rounds| • Slain","","Desde nivel 20, un ataque furtivo exitoso puede aplicar un efecto:| • Dormir durante 1d4 horas| • Paralizado durante 2d6 asalto| • Muerto"
DAMAGE REDUCTION,"",Reducción de Daño
METAMAGIC,"",METAMÁGICO
PERFORM: RITUAL,"",INTERPRETACIÓN: RITUAL
Apply this bonus to all knowledge skills,"",Aplica este bon a todas las habilidades de Saber
RESOLVE,"",Resolución
Extra attacks of opportunity,"",Ataques de oportunidad extra
with Armour,"",con Armadura
(Round up),"",(Redondear hacia arriba)
Penetrating Strike  (,"",Golpe perforante (
INVENTORY,"",INVENTARIO
Fortitude,"",Fortaleza
/  Region,"",/  Región
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","","Empieza o cambia una canción de bardo como acción|de movimiento, en vez de una acción estándar."
1/day,"",1/día
Warden,"",Guardian
Attack|Penalty,"",Penaliz.|Ataque
Saving throws against mythic effects are unaffected.,"",Las tiradas de salvacion contra efectos miticos no se ven afectadas
(RANGER),"",(EXPLORADOR)
Quick Clear,"",Desencasquillado rápido
Use a full attack action for more attacks,"",Usa una acción de asalto completo para más ataques
Neck / Throat,"",Cuello / Garganta
