Original,Part of,Translation
Calculate your six ability modifiers,"",Oblicz twoje modyfikatory z atrybutów
WHOLENESS OF BODY,"",JEDNOŚĆ CIAŁA
Components,"",Komponenty
A successful strike with smite evil|bypasses damage reduction.,"",Udane ugodzenie zła|ignoruje redukcje obrażeń.
Any other racial abilities,"",Wszystkie inne rasowe umiejętności
No age penalties or artificial aging,"",Nie podlega karom wynikających ze starzenia się i nie może być magicznie postarzany
Hit|Die,"",Kość|Wytrzymałości
to negate,"",neguje
Cash,"",Gotówka
Bonus Spell,"",Czar Premiowy
Ki cost,"",Koszt punktów KI
PATH ABILITIES,"",ŚCIEŻKI ZDOLNOŚCI
Improved Grapple,"",Doskonalsza Walka w Zwarciu
Subtype,"",Podtyp
Ability score upgrades,"",Rozwijanie atrybutów
FAVOURED TERRAIN BONUS,"",PREMIA Z ULUBIONEGO TERENU
Unarmed Strike,"",Uderzenie bez broni
Sickening Critical,"",Mdlący Krytyk
Chest,"",Skrzynia
"Bonus only applied when unarmoured,|unencumbered and not helpless","","Tylko gdy nieuzbrojony,|nieobciążony lub nie pomaga"
/  Town,"",/ Miasto
TACTICIAN,"",TAKTYK
Quirks,"",Dziwactwa
LOY,"",LOJ
Temp|Score,"",Tymczasowa|Wartość
FAVOURED TERRAINS,"",ULUBIONE TERENY
Burrow,"",Rycie
CON|Increase,"",B Wzrost
Base,"",Podstawowy
Take your first level,"",Weź swój pierwszy poziom
BARBARIAN,"",BARBARZYŃCA
Enhancement,"",Wzmocnienie
40ft,"",12m
Credit,"",Kredyt
Distance,"",Odległość
30ft,"",9m
Other Class|Levels,"",Poziomy|Innych Klas
Bleeding Critical,"",Krwawy Krytyk
Bards can use all knowledge skills untrained,"",Bardowie używają każdej Wiedzy jako umiejętności wyszkolonej
Ki Pool (magic),"",Uderzenie Ki (magia)
STABILITY,"",STABILNOŚĆ
Racial,"",Rasowe
Knowledge: Nature,"",Wiedza: Natura
Speak with any living creature,"",Może rozmawiać z dowolną żywą istotą
UNSTOPPABLE,"",NIEPOWSTRZYMANY
"Roll a hit die (unless this is your first level, in which case you get the|maximum you could have rolled) and add your constitution modifier.","","Rzuć KW (chyba, że jest to twój pierwszy poziom, wtedy otrzymujesz|najwyższy wynik) i dodaj twój Modyfikatory z budowy."
Favoured|Enemy|Bonus,"",Premia|z Preferowanego|Wroga
CLOSE RANGE,"",BLISKI ZASIĘG
(BARBARIAN),"",(BARBARZYŃCA)
"If unrest reaches 20, the kingdom falls into anarchy","","Jeśli zamieszki osiągną 20, królestwo popada w anarchię"
TAKE A CLASS LEVEL,"",WEŹ POZIOM W KLASIE
General,"",Generał
CURE / INFLICT,"",LECZENIE / ZADAWANIE
Towns,"",Miasta
Non-Monk|Levels,"",Inne|Poziomy
Light Steps,"",Lekki Krok
Treated as outsider,"",Traktowany jako przybysz
Feet,"",Stopy
Manoeuvre,"",Manewr
"Change shape as a full-round action,|given a fortitude save:","","Zmiana kształtu to akcja całorundowa,|rz. obr. na Wytrwałośc"
All skills are considered class skills,"",Wszystkie umiejętności są traktowane jako umiejętności klasowe
Nerfs,"",Kary
Slow Fall 30 ft,"",Powolny Upadek 9m
Jump,"",Skakanie
x 2,"",x 2
HOSTILE,"",WROGI
SURVIVAL,"",SZTUKA|PRZETRWANIA
FAMILIAR,"",CHOWANIEC
MOVE THROUGH ENEMY’S OWN SQUARE,"",RUCH PRZEZ POLE ZAJMOWANE PRZEZ WROGA
Effective|Fighter|Level,"",Efektywny|Poziom|Wojownika
M’wk,"",Mistrz.
1d10,"",1k10
(From level 4),"",(Od 4 poziomu)
1d6,"",1k6
Medusa’s Wrath,"",Gniew Medusy
Search,"",Przeszukiwanie
Casting time,"",Czas rzucania
Damage Reduction,"",Redukcja Obrażeń
Other skills:|Craft - INT|Perform - CHA,"",Inne umiejętności:|Rzemiosło - INT|Występy - CHA
Population,"",Populacja
One skill|rank,"",Jeden punkt|umiejętności
mins,"",min
CURSE OF LYCANTHROPY,"",KLĄTWA LIKANTROPII
LAWFUL,"",PRAWORZĄDNY
Power Points used today,"",Punkty Mocy zużyte dzisiaj
Viceroy,"",Wicekról
1 ki point,"",1 ki points
BONDED OBJECT,"",WIĘŹ Z PRZEDMIOTEM
Improved Critical / Keen weapon / Keen magical effect,"",Ulepszone Uderzenia Krytyczne Cięta broń Przenikliwe magiczne efekty
Turning|Check,"",Test|Odpędzania
Avoid all damage on successful reflex save,"","Unika wszystkich obrażeń, jeśli powiedzie się rzut obronny na refleks"
"FEATS, TRAITS AND|SPECIAL ABILITIES","","ATUTY, CECHY|I SPECJALNE ZDOLNOŚCI"
Hat / Mask,"",Kapelusz / Maska
OTHER INCOME,"",INNE PRZYCHODY
Animal,"",Zwierzę
Current Country,"",Aktualne Państwo
Use Magical Device,"",Używanie Magicznych Urządzeń
Temporary|Hit Points,"",Tymczasowe|Punkty Wytrzymałości
Code of Conduct,"",Kodeks Postępowania
HIGH JUMP,"",WYSOKI SKOK
Add any bonus or penalty from your race:,"",Dodaj rasowe premie lub kary:
Starting point,"",Punkt Startu
EVIL,"",ZŁY
CHARGES,"",ŁADUNKI
Organisation,"",Organizacja
WIS - 4,"",RZT - 4
+ Level,"",+ Poziom
CONSUMPTION,"",KONSUPCJA
Damage bonus,"",Premia do obrażeń
SUGGESTION,"",SUGESTIA
Expansionist,"",Ekspansjonizm
Effective|Level,"",Efektywny|Poziom
CHA - 8,"",CHA - 8
WEAPON,"",BROŃ
Page,"",Strona
sp,"",ss
FASCINATE,"",FASCYNACJA
Elemental Fury ×6,"",Furia Żywiołów ×6
SPECIAL ABILITIES,"",SPECJALNE ZDOLNOŚCI
Assume ethereal state,"",Przechodzi w stan eteryczny
5-LEVEL|BONUS,"",5 POZIOM|PREMIA
Improved Trip,"",Doskonalsze Obalanie
Mountebank|Level,"",Poziomy|Hochsztaplera
Spell Level,"",Poziom Czaru
PRESTIGE CLASS,"",KLASA PRESTIŻOWA
Size|Modifier,"",Modyfikator|z Rozmiaru
HIT|POINTS,"",PUNKTY|WYTRZYMAŁOŚĆI
"Decipher Script, Knowledge|  and Spellcraft","","Odszyfrowywanie Zapisków, Wiedza|i Czarostwo"
INSTANT METAMAGIC,"",NATYCHMIASTOWA METAMAGIA
Level|Bonus,"",Poziomy|Premiowe
Weapon Focus:,"",Skupienie na Broni:
Inquisitor|Level,"",Poziom|Inkwizytora
"One story trait, connecting them into the campaign","","Jedna cecha, nawiązująca do kampanii"
Far Shot,"",Daleki Strzał
DMG,"",OBR
ALCHEMIST’S EXTRACT FORMULAE,"",FORMUŁY WYCIĄGÓW ALCHEMICZNYCH
ARCHETYPE,"",ARCHETYP
Liar,"",Kłamca
High Priest,"",Arcykapłan
Wilder|Level,"",Poziomy|Dzikusa
rds,"",rund
Hidden Master,"",Mistrz Ukrycia
CR,"",SW
Today,"",Dziś
Reduce effective falling height using wall,"",Redukuje efekty spadania używając ściany
SAVING THROWS,"",RZUTY OBRONNE
Knowledge,"",Wiedza
Merge forms,"",Scalanie form
Leadership,"",Dowództwo
ATTACK FEATS,"",ATUTY BOJOWE
7ft,"","2,1m"
Timeless Body,"",Ponadczasowe Ciało
d10,"",k10
Total hit|points,"",Suma Punktów|Wytrzymałośći
Gnome,"",Gnom
"Treat hands, feet, knees and elbows as weapons","","Dłonie, stopy, kolana i łokcie są traktowane jak broń"
Monk Level,"",Poziom Mnicha
Cryptic|Level,"",Poziomy|Ukrytego
d12,"",K12
Cost,"",Koszt
"Handle Animal, Intimidate","","Postępowanie ze Zwierzętami, Zastraszanie"
Improved|Evasion,"",Doskonalsze|Uniki
NATURAL LYCANTHROPE,"",NATURALNA LIKANTROPIA
Sickened,"",Chory
Treat unarmed attacks as lawful weapons,"",Atak bez broni jest traktowany jako oręż praworządna.
METAMAGIC,"",METAMAGIA
Apply this bonus to all knowledge skills,"",Zastosuj tą premię do wszystkich umiejętności Wiedzy
Rage 3/day,"",Szał 3/dzień
Ki Strike (lawful),"",Uderzenie Ki (praworządność)
with Armour,"",w Zbroi
Imdomitable Will,"",Niezłomna Wola
(Round up),"",(Zaokrąglane w górę)
Penetrating Strike  (,"",Przeszywające Uderzenie (
INVENTORY,"",EKWIPUNEK
Fortitude,"",Wytrwałość
/  Region,"",/ Religia
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","",Rozpoczyna lub zmienia występy bardów jako akcja ruchu|zamiast akcji standardowej.
1/day,"",1/dzień
Warden,"",Inspektor
Attack|Penalty,"",Kara|do Ataku
(RANGER),"",(TROPICIEL)
Use a full attack action for more attacks,"",Używa akcji ataku w celu uzyskania więcej ataków
Neck / Throat,"",Szyja
SHARE FAVOURED ENEMY,"",DZIELENIE SIĘ PREMIĄ
Dodge|Bonus,"",Premia|Unikowa
JACK OF ALL TRADES,"",CZŁOWIEK ORKIESTRA
Natural|Armour,"",Naturalny|Pancerz
lb,"",kg
Spell Save DC = 10 + WIS + Spell Level,"",ST Rz. Obr. = 10 + RZT + Poziom Czaru
Blinding Critical,"",Oślepiający Krytyk
Sneaky,"",Podstępny
Ranger Level,"",Poziom Tropiciela
Locate Traps,"",Wyszukiwanie Pułapek
Acrobatics skill +4,"",Zwinność +4
Precise Shot,"",Precyzyjny Strzał
String,"",Strunowe
EDICTS,"",EDYKTY
60 ft,"",18m
Bully,"",Despotyczny
Perform|Ranks,"",Występy|Rangi
Critical,"",Krytyk
(WIS minimum 1),"",(RZT minimum 1)
"Racial, Feats","","Rasowe, Atuty"
"Bluff, Sense Motive","","Blefowanie, Wyczucie Pobudek"
Sing,"",Śpiew
Heir,"",Dziedzic
Level|Penalty,"",Ujemne|Poziomy
DEFENCE & SAVING THROWS,"",KLASA PANCERZA I RZUTY OBRONNE
Disable Traps,"",Unieszkodliwianie Pułapek
Favoured|     Enemy|     Terrain,"",Preferowany Wróg|Teren
Wind Instruments,"",Instrumenty Dmuchane
Creature|Level,"",Poziom|Istoty
15ft,"","4,5m"
Trap Sense +4,"",Wyszukiwanie Pułapek +4
Weapon Focus  (,"",Skupienie na Broni (
Armour AC,"",Zbroja
Domain Spell,"",Czar Domenowy
Bard|Level,"",Poziom|Barda
Manifester|Level,"",Poziom|Manifestującego
SPENDING,"",WYDATKI
Sleight of Hand,"",Zręczna Dłoń
Book,"",Książka
FORCE OF WILL,"",SIŁA WOLI
"Diplomacy, Intimidate","","Dyplomacja, Zastraszanie"
TOUCH,"",DOTYK
Exhausting Critical,"",Wyczerpujący Krytyk
20 Reflex save,"",20 Rz. Obr. na Refleks
Rounds Today,"",Rund Dzisiaj
MONEY,"",PIENIĄDZE
NPC,"",BN
ARMOUR CLASS BONUS,"",PREMIA DO KLASY PANCERZA
Open Lock,"",Otwieranie Zamków
TRAPS,"",PUŁAPKI
SAVING|THROW,"",RZUT|OBRONNY
EFFECTIVE|CHARACTER LEVEL,"",EFEKTYWNY|POZIOM POSTACI
Cannot run or charge|-2 Strength and Dexterity,"",Nie może biegać i szarżować|-2 Siły i Zręczności
INSPIRE COURAGE,"",INSPIROWANIE ODWAGI
From |Level 1:,"",Od 1-go|Poziomu:
Slow Fall 80 ft,"",Powolny Upadek 24m
Inflict Wounds,"",Zadawanie Ran
CHA - 12,"",CHA - 12
Dying,"",Umierający
Spellcraft,"",Czarostwo
Drunken Courage,"",Pijany Tchórz
d20 +,"",k20 +
BONUS FEAT,"",PREMIOWY ATUT
Antipaladin|Level,"",Poziom|Antypaladyna
Overwhelming,"",Druzgocące
Short,"",Krótki
Cause enemies within 30ft to become shaken,"",Wywołuje wstrząs u wrogów w zasięgu 9m
to Humanoid form:,"",do formy Humanoidalnej
Favoured| Enemy,"",Preferowany|Wróg
Defining Features,"",Atuty Obronne
Cast spells in medium armour with no risk of spell failure,"",Rzuca czary w średniej zbroi bez ryzyka niepowodzenia
+ 1d6,"",+ 1k6
d6 / 2d6,"",k6 /2k6
EMPTY BODY,"",PUSTE CIAŁO
EFFECTS,"",EFEKTY
ARMOUR CLASS,"",KLASA PANCERZA
Spell|Save DC,"",ST Rzutu|Obronnego
Enhancement|Cost,"",Koszt|Wzmocnienia
HEALING|POINTS,"",PUNKTY|LECZENIA
Encounter|Knowledge,"",Licznik|Wiedza
Blinded,"",Oślepiony
Times per day,"",Użyć na dzień
WELL-VERSED,"",DOBRZE-POINFORMOWANY
Revert to base form at dawn or after 8 hrs rest.,"",Powrót do formy bazowej o świcie lub po 8 godzinach odpoczynku.
(MONK),"",(MNICH)
Mobility,"",Ruchliwość
Purity of Body,"",Czystość Ciała
PF-RPG,"",PF-RPG
"Acrobatics, Fly","","Akrobatyka, Latanie"
Lightning reflexes,"",Błyskawiczny refleks
Armour|Check|Penalty,"",Kara|do Testów|z Pancerza
Halfling,"",Niziołek
Trap|Sense,"",Wykrywanie|Pułapek
IN WINTER,"",ZIMĄ
50 coins weighs 1lb,"","50 monet waży 0,5kg"
Tiring Critical,"",Męczący Krytyk
AFFLICTED LYCANTHROPE,"",ZARAŻONY LIKANTROPIĄ
From level 5:,"",Od 5 poziomu:
Greater Weapon Specialisation,"",Doskonalsza Specjalizacja w Broni
MONK,"",MNICH
N/A,"",N/D
Number of|Affected Allies,"",Liczba|Sojuszników 
Aggressive,"",Agresywna
Recover all hit points with 8 hours rest,"",Przywraca wszystkie pw po 8 godzinach odpoczynku
CHA - 4,"",CHA - 4
Paladin|Level,"",Poziom|Paladyna
INSPIRE HEROICS,"",INSPIROWANIE HEROIZMU
Disguise self as similarily shaped creature,"",Przebiera Cię za podobnie ukształtowaną istotę
WEAPON ENHANCEMENT,"",WZMOCNIENIE BRONI
Slow Fall 40 ft,"",Powolny Upadek 12m
TAXATION,"",OPODATKOWANIE
Unlimited uses|per day,"",Nielimitowane
"Rebuke, Halt, Awe,|Control, Dispel Turning|and Bolster Undead","","Karcenie, Zatrzymywanie, Strach,|Kontrola, Rozpraszanie Odpędzenia|i Pokrzepienie Nieumarłego"
to confirm criticals,"",by potwierdzić trafienia krytyczne
LONG JUMP,"",DŁUGI SKOK
BASE ATTACK|BONUS,"",Bazowa Premia|do Ataku
MASTER STRIKE,"",MISTRZOWSKIE UDERZENIE
Attained,"",Zdobyty
Temp Attack,"",Tymczasowy Atak
Bonus,"",Premia
Rage 4/day,"",Szał 4/dzień
CHARACTER,"",POSTAĆ
Barbarian|Level,"",Poziom|Barbarzyńcy
Stun (or other effects) target for one round,"",Ogłusza 
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Mistrzowskie uderzenie nie może być użyte na tym samym celu w ciągu|24 godzin, bez względu na wynik rzutu obronnego na Wytrwałość"
Attribute|modifiers,"",Modyfikatory|Atrybutów
2 ki points,"",2 ki points
DIAMOND SOUL,"",DIAMENTOWA DUSZA
TATTOOS,"",TATUAŻE
APPEARANCE,"",WYGLĄD
Improved Bull Rush,"",Doskonalsza Szarża Byka
Treasurer,"",Skarbnik
Knowledge: Religion,"",Wiedza: Religia
Origin,"",Historia
COMBAT MANOEUVRES,"",MANEWRY BOJOWE
Level|Adjustment,"",Dostosowanie|Poziomu
Knowledge: Dungeoneering,"",Wiedza: Lochoznawstwo
Current Shape,"",Obecny Kształt
MAGUS,"",MAGUS
"Bluff, Disguise","","Blefowanie, Przebieranie się"
STR,"",S
"Racial,|Feats,|Synergy","",Rasowe|Atuty|Synergia
Purchase starting equipment,"",Zakup początkowy ekwipunek
AC,"",KP
Weapon Specialisation:,"",Specjalizacja w Broni:
PARTY FUNDS,"",DOBRA DRUŻYNY
PARTY,"",DRUŻYNA
ROGUE,"",ŁOTRZYK
1ft,"","0,3m"
STATS,"",STATYSTYKI
Max|Level,"",Maksymalny|Poziom
"+1 unrest for each attribute (Economy, Loyalty or Stability) that is negative","","+1 zamieszek na każdy negatywny atrybut (Ekonomia, Lojalność i Stabilność) "
FRIENDS AND FOES,"",PRZYJACIELE I WROGOWIE
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty","","Królewski egzekutorów może zredukować niepokój o 1, ale musi zdać test lojalności, inaczej traci 1 lojalności"
ARCANE BOND,"",TAJEMNA WIĘŹ
Spellthief|Level,"",Poziom|Złodzieja Czarów
days,"",dni
GOOD,"",DOBRY
Token,"",Przyjazna
d6,"",k6
Throat,"",Szyja
NPC GROUP,"",GRUPA BN
2d6 +,"",2k6+
3d6,"",3k6
QUEST ITEMS,"",PRZEDMIOTY FABULARNE
Act,"",Akt
FRIEND,"",PRZYJACIEL
1d4,"",1k4
FALL,"",UPADEK
Half-orc,"",Półork
Weapon type,"",Rodzaj Broni
Elemental Fury ×2,"",Furia Żywiołów ×2
Heavy Load,"",Ciężki Ładunek
Summoned|Today,"",Przywołań|Dziś
Caster|Level,"",Poziom|Czarującego
Morale|Bonus,"",Premia|z Morali
per successive hit,"",na udany atak
HUNTER’S BOND,"",WIĘŹ ŁOWCY
Improved Critical,"",Doskonalsze Trafienie Krytyczne
ft,"",m
Avoid all damage on successful reflex,"",Unika wszystkich obrażeń w przypadku udanego rz. obr. na refleks
Name,"",Imię
MOUNT,"",WIERZCHOWIEC
Duchy,"",Księstwo
Slow Fall 20 ft,"",Powolny Upadek 6m
When wearing no armour:,"",Kiedy nie nosi zbroi:
Arms,"",Ręce
Districts,"",Dzielnice
sq,"",cm
FEMALE,"",ŻEŃSKA
TEAMWORK FEATS,"",ATUTY DRUŻYNOWE
CATCH LEDGE,"",CHWYTANIE KRAWĘDZI
TURNING CHECK,"",TEST ODPĘDZANIA
Hidden Master: cast Greater Invisibility as a standard action,"",Mistrz Ukrycia: rzucasz Potężniejszą Niewidzialność jako akcję standardową
FAVOURED ENEMIES,"",ULUBIENI WROGOWIE
AFFILIATIONS,"",PRZYNALEŻNOŚĆ
SPELL RANGES,"",ZASIĘG CZARÓW
Race,"",Rasa
Weapon|Enhancement|Bonus,"",Premia do|Broni|z Wzmocnienia
"From level 10, a Rogue|can take Advanced Talents","",Od 10 poziomu Tropiciel może korzystać z Zaawansowanych TAlentów
against larger foes,"",przeciw dużym wrogom
FEAT,"",ATUT
Flurry of Blows Attack Bonus,"",Premia do Ataku z Gradu Ciosów
Flurry|Attack,"",Grad|Ciosów
DEFENCE,"",KLASA PANCERZA
5ft,"","1,5m"
Endurance,"",Krzepa
KINGDOM MANAGEMENT,"",ZARZĄDZANIE KRÓLESTWEM
HYBRID FORM,"",FORMA HYBRYDY
DRUID,"",DRUID
Rage 2/day,"",Szał 2/dzień
Advanced Talents,"",Zaawansowane Talenty
"Bonus to Climb, Knowledge (geography), Perception, Stealthand Survival while in jungle terrains.","","Premia do Wspinania się, Wiedzy (geografia), Percepcji, Ukrywania się i Sztuki przetrwania w dżungli"
Spell Resistance,"",Odporność na Czary
Character name,"",Imię Postaci
Farms,"",Farmy
(BARD),"",(BARD)
INT - 12,"",INT - 12
Spell Save DC = 10 + INT + Spell Level,"",ST Rzutu Obronnego = 10 + INT + Poziom Czaru
LEADERSHIP ROLES,"",PRZYWÓDCY
Use any skill as if you were trained,"","Używaj dowolnej umiejętności, jak gdyby była wytrenowana"
Elf,"",Elf
gp,"",sz
Buff,"",Premie
Shoulders,"",Ramiona
CON,"",BD
AC Penalty,"",Kara do Testów z Pancerza
INT,"",INT
Basic|Damage,"",Podstawowe|Obrażenia
+1 per level,"",+1 na poziom
Your base speed (measured in feet per six seconds),"",Twoja bazowa prędkość (mierzona w metrach na 6 sekund)
DEITY,"",BÓG
to attacks of opportunity,"",do ataków okazyjnych
Caster Levels,"",Poziomy Czarującego
Area / Target,"",Obszar / Cel
Worn Items,"",Noszone Przedmioty
Artiste,"",Artysta
"Penalty applies to economy, loyalty and stability|From 10, begin to lose control of hexes|From 20, all saves drop to 0 and kingdom cannot act","","Karę stosuje się do ekonomii, lojalności i stabilności|Od 10 traci kontrolę nad hexami|Od 20 wszystkie rz. obr. spadają do 0 a królestwo nie funkcjonuje"
UPKEEP,"",UTRZYMANIE
COMBAT ABILITIES,"",ZDOLNOŚCI BOJOWE
DEX,"",ZR
Country,"",Państwo
2d6 / 3d8,"",2k6 / 3k8
LEVELS,"",POZIOMY
Strength,"",Siła
Damage:,"",Obrażenia:
From Level 3:,"",Od 3 poziomu:
"At odd-numbered levels, you get to pick a feat.|Make sure your character qualifies for the feat’s preconditions.","","Na każdym niepażystym poziomie wybierasz atut.|Upewnij się, że twoja postać spełnia wszystkie wymagania."
Cause an enemy to die of joy or sorrow,"",Sprowadza przeciwnika do śmierci w 
LANGUAGES,"",JĘZYKI
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modyfikator Atrybutu = (Wartość Atrybutu - 10) / 2 (Zaokrąglane w dół)
rks,"",pu
15 Acrobatics,"",15 Zwinność
PARTY INVENTORY,"",EKWIPUNEK DRUŻYNY
EQUIPMENT,"",EKWIPUNEK
bp,"",pb
Greater Two-weapon Fighting,"",Potężniejsza Walka Dwoma Orężami
Mounted Speed,"",Szybkość na Wierzchowcu
CLASSES,"",KLASY
Favoured class,"",Ulubiona Klasa
9ft,"","2,7m"
Keen,"",Ostrość
Creature Name,"",Nazwa Istoty
OATHBOUND PALADIN,"",ZAPRZYSIĘŻONY PALADYN
Vacancies,"",Puste krzesła
Spell Failure,"",Niepowodzenie CZaru
Half-elf,"",Półelf
2d8,"",2k8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Modyfikator z Atrybutu =|(Wartość Atrybutu - 10) / 2
Base attack bonus and saving throws,"",Bazowa Premia do Ataku i Rzuty Obronne
Manyshot,"",Wielostrzał
Base Save,"",Bazowa Premia
Linguistics,"",Języki
HIT POINTS & SKILL RANKS,"",PUNKTY WYTRZYMAŁOŚCI I RANGI UMIEJĘTNOŚĆI
Disguise,"",Przebieranie
3d8,"",3k8
Judgements|Today,"",Osądzenia|Dziś
Hide,"",Ukrywanie się
30 ft,"",9m
Player,"",Gracz
Power Points,"",Punkty Mocy
INCOME,"",PRZYCHODY
d8 / 2d8,"",k8 / 2k8
DISTRACTION,"",ROZPROSZENIE
Wisdom,"",Roztropność
FRIGHTENING TUNE,"",PRZERAŻAJĄCY TON
(Round down),"",(Zaokrąglane w dół)
CHANNEL TERROR,"",KIERUNKOWANIE STRACHU
Ki Pool (adamantine),"",Uderzenie Ki (adamantyt)
WEAPON TRAINING,"",WYSZKOLENIE W BRONI
SPECIAL MOUNT,"",SPECJALNY WIERZCHOWIEC
From level 2:,"",Od 2 poziomu:
Dragon Shaman|Level,"",Poziom|Smoczego Szamana
Natural Armour|Bonus,"",Naturalny pancerz|Premia
SPEED,"",Szybkość
PERSONALITY,"",OSOBOWOŚĆ
DIPLOMACY MODIFIERS,"",MODYFIKATORY DYPLOMACJI
Base|Speed,"",Bazowa|Prędkość
BARDIC PERFORMANCE,"",WYSTĘPY BARDA
"-2 to attack rolls, damage rolls,| saving throws, skill and ability checks","","-2 do testów ataku, obrażeń,|umiejętności oraz rzutów obronnych"
Gifts,"",Prezenty
(require,"",(wymaga
Bonus Spells,"",Premiowe Czary
QUICK DRAW,"",SZYBKIE DOBYWANIE
"round down,|minimum 1","","zaokrąglane w dół,|przynajmniej 1"
Slow Fall 70 ft,"",Powolny Upadek 21m
Weapon|Damage|Bonus,"",Premia|do Obrażeń|z Broni
"Cannot rage, run or charge|while fatigued.","","Nie może wpadać w szał, biegać lub szarżować|gdy zmęczony."
coins,"",monety
Value,"",Wartość
Magister,"",Magister
Stunning Critical,"",Ogłuszający Krytyk
CRIT,"",KRYTYK
Climb,"",Wspinaczka
Scorpion Style,"",Styl Skorpiona
None,"",Żadne
Allegiance,"",Przynależność
+2 unrest if the treasury is empty,"",+2 niepokojów jeśli skarbiec jest pusty
Meticulous,"",Skrupulatny
Wakizashi,"",Wakizashi
Treat unarmed attacks as  lawful weapons,"",Cios bez broni traktowany jako broń praworządna
Keyboard|Instruments,"",Instrumenty|Klawiszowe
KNOWN SPELLS,"",ZNANE CZARY
Spot,"",Dostrzeganie
Disguise Self,"",Przebranie
HIT|DICE,"",KW
Times Today,"",Użyć dzisiaj
Cure Wounds,"",Leczenie Ran
COUNTERSONG,"",KONTRAPIEŚŃ
FORT,"",WYTR
CHARACTER|BACKGROUND,"",CHARAKTERYSTYKA|POSTACI
NIMBLE,"",Bysty
Size Modifier|x4,"",Modyfikator|z Rozmiaru x4
Flurry of Blows,"",Grad Ciosów
Sense Motive,"",Wyczucie Pobudek
Ki Weapon,"",Broń Ki
Sage,"",Mędrczy
Size,"",Rozmiar
Round down,"",Zaokrąglane w dół
Fighter|Level,"",Poziom|Wojownika
RANGED|ATTACK,"",ATAK|ZASIĘGOWY
MUTAGENS,"",MUTAGENY
Economy|Roll,"",Rzut|na Ekonomię
Promotions,"",Polityka
Supreme Charge,"",Doskonała Szarża
Slow Fall 90 ft,"",Powolny Upadek 27m
Temp|Bonus,"",Tymczasowa|Premia
3-Level|Bonus × 2,"",3-Poziom|Premia × 2
Effective|Caster|Level,"",Efektywny|Poziom|Czarującego
Remember to role-play your character traits.,"",pamiętaj o odgrywaniu cech twojej postaci
2d10,"",2k10
Climb Speed,"",Prędkość Wspinaczki
Use Rope,"",Używanie Liny
REF,"",REF
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","","Premię stosuje się do rzutów obronnych przeciwko Występom Barda,|oraz efektom opartych na dźwięku i języku."
Bluff,"",Blefowanie
Base|Attack,"",Bazowa|Premia
Class|Skill,"",Umiejętnośći|Klasowe
Item|Bonus,"",Premia|z Przedmiotu
Total|Level,"",Poziom|Postaci
Basic Value,"",Bazowa Wartość
Misc,"",Inne
ARCHERY,"",ŁUCZNICTWO
SETTLEMENT,"",OSADY
CHOICES,"",WYBORY
Range:,"",Zasięg:
Bonus|Points,"",Premiowe|Punkty
BARDIC KNOWLEDGE,"",WIEDZA BARDÓW
10ft,"",3m
USES PER DAY,"",UŻYĆ NA DZIEŃ
Weapon Attack Bonus,"",Premia do ataku z broni
Magic Weapon,"",Magiczna Broń
Uncanny Dodge,"",Nieświadomy Unik
TWO-WEAPON FIGHTING,"",WALKA DWOMA ORĘŻAMI
Favoured|     Terrain,"",Preferowany|Teren
Elemental Fury ×4,"",Furia Żywiołów ×4
(CLERIC),"",(KAPŁAN)
FIGHTER,"",WOJOWNIK
Spouse,"",Współmałżonek
HEALTH,"",ŻYCIE
Courage Bonus,"",Premia za Odwagę
FAVOURED ENEMY,"",PREFEROWANY WRÓG
Still Mind,"",Spokojny Umysł
"Come up with a cool idea for your character. Figure out where they|come from, how their background shaped them and why they’ve|chosen to be an adventurer.|Use extra pages if necessary.","","Zastanów się nad ciekawym konceptem twojej postaci. Pomyśl skąd pochodzi,|jaka była jej przeszłość i dlaczego wybrała poszukiwanie przygód.|Użyj dodatkowych stron, jeśli będziesz potrzebował."
MALE,"",MĘSKA
Paralysed,"",Sparaliżowany
ECO,"",EKO
"Bluff, Diplomacy","","Blefowanie, Dyplomacja"
Saving throw,"",Rzut Obronny
Use bonus in place of...,"",Użyj premii zamiast...
Dance,"",Taniec
55ft,"","16,5m"
BASE ATTACK,"",PREMIE DO ATAKU
Life bond,"",Więź krwi
BARBARIAN!,"",BARBAŻYŃCA!
INITIATIVE,"",INICJATYWA
Take 20 Today,"",Przyjętych 20 dziś
TRAINING,"",WYSZKOLENIE
35ft,"","10,5m"
Delayed death,"",Opóźniona Śmierć
Item,"",Przedmiot
Speciality Spell,"",Czar Specjalizji
PORTRAIT,"",PORTRET
STUNNING FIST,"",OSZAŁAMIAJĄCA PIĘŚĆ
Avoid half damage on failed reflex save,"",Unika połowy obrażeń w przypadku nieudanego rzutu obronnego na refleks
6ft,"","1,8"
Marshal,"",Zarządca
to Diplomacy to alter an animal’s attitude,"",do Dyplomacji w celu zmieniania nastawienia zwierząt
Wild|Shape|Level,"",Poziom|Kształtu|Natury
