Original,Part of,Translation
Indomitable Will,"",Voluntad Indomable
Light weapon,"",Arma ligera
Ninja Level,"",Nivel de Ninja
CMD,FLAT-FOOTED|CMD,DESPREVENIDO
PER DAY,VICTIMS|PER DAY,AL DÍA
to,Charge  -2 to AC for the rest of the round,a
HYBRID FORM,"",FORMA HÍBRIDA
to,"Add WIS to CMB, once a round",a
unrest at upkeep,"Intelligence – If vacant, -4 economy and +1 unrest at upkeep",malestar durante el mantenimiento
CONSTITUTION|SCORE,CONSTITUTION|SCORE|BONUS,PUNT|CONSTITUCIÓN
Item,"",Objeto
Medium,"",Medio
MELEE DAMAGE,MELEE DAMAGE|BONUS,DAÑO MELEE
No Armour Check penalty when charging.,"",Sin penaliz. por Armadura cuando carga
POOL,EVOLUTION|POOL,RESERVA
AC,"Dodge bonus to AC, and morale bonus|to saving throws against fear",CA
Forbidden|During,Forbidden|During|RAGE!,Prohibido|Durante
WEAPON,"",ARMA
12d8,1d10 ? 2d8 ? 3d8 ? 4d8 ? 6d8 ? 8d8 ? 12d8,12d8
AC,"Allows you to make an extra attack at your full bonus, |but take a -2 penalty to attack rolls and -4 to AC until |your next turn",CA
Heavy,"",Pesado
Spell Save DC = 10 + INT + Spell Level,"",CD Salv Conjuro = 10 + INT + Nivel Conjuro
ALCHEMIST,"",ALQUIMISTA
Carried by / given to,"",Llevado por / Dado a
DEX,"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",DES
Heal,"",Sanar
INTIMIDATE,INTIMIDATE|BONUS,INTIMIDAR
QUIVER,QUIVER DAYS,DÍAS
REF,"",REF
CHA - 12,"",CAR - 12
Charisma|Score,"",Punt.|Carisma
"If this attack of opportunity hits, gain a +2 circumstance |bonus to your","If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.","Si este ataque de oportunidad da, gana un bonus de circuntancia|de+2 a tu"
Third attack with your off-hand weapon,Greater Two-weapon Fighting    Third attack with your off-hand weapon,Tercer ataque con arma en mano torpe
BONUS,STRENTH|SCORE|BONUS,BONUS
Speak with any living creature,"",Habla con cualquier criatura viva
Speak with any living creature,Tongue of the Sun and Moon|Speak with any living creature,Habla con cualquier criatura viva
Trap Sense +4,"",Sentido de las Trampas +4
"- If vacant,","Oversees international relations - If vacant, -2 stability and cannot issue Promotion Edicts","- Si está vacío, "
DEX,"",DES
Lookout,Lookout    Act in surprise round if ally can act,Centinela
MASTER STRIKE,MASTER STRIKE|FORTITUDE DC,CD FORTALEZA
SNEAK DAMAGE,SNEAK DAMAGE|BONUS,BONUS DAÑO
TWO-WEAPON FIGHTING,"",LUCHA CON DOS ARMAS
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Sutileza con armas
BONUS,NO TRACE|BONUS,BONUS
STR,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,FUE
Two-weapon Defence,Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Defensa con dos armas
20 Reflex save,"",20 Salv. Reflejos
ARMOUR CHECK|PENALTY,ARMOUR CHECK|PENALTY REDUCTION,REDUCCIÓN|PENALIZACIÓN
Halfling,"",Mediano
Level 16:,Level 16: Twice per day,Nivel 16:
"Royal enforcer can reduce unrest by 1, but must then make a loyalty check or lose 1 loyalty","","El Ejecutor Real puede reducir el malestar en 1, pero debe hacer una prueba de lealtad o perder 1 de lealtad"
"If taking a level of a favoured class, pick a bonus hit point or skill rank.|Some classes may make available other options, such as an extra spell.","","Si escoges un nivel de clae favorita, elige entre 1 pg o 1 punto habilidad extra.|Algunas clases pueden tener disponible otras opdiones, como un conjuro extra."
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to 5/—,Golpe perforante
Promotions,"",Promociones
Ruler,"",Gobernante
Tongue of the Sun and Moon,"",Lengua del Sol y la Luna
Keen,"",Afilado
Towns,"",Pueblos
Background,"",Trasfondo
BONUS,AGILE|BONUS,BONUS
CURSE,"",MALDICIÓN
Era,"",Era
FLAT-FOOTED,FLAT-FOOTED ARMOUR CLASS,CLASE DE ARMADURA
HIT|POINTS,"",PUNTOS|GOLPE
"If target used Power Attack, +2 on","If target used Power Attack, +2 on CMB and +2 to the save DC","Si el objetivo ha usado Ataque Poderoso, +2 a"
Short,"",Corto
Trackless Step,"Trackless Step|Leave no trail, unless deliberately",Pisada sin Rastro
1d8,"",1d8
SAVING,SAVING|THROW DC,SALV
Warden,"",Guardian
"25,000 people","",25.000 personas
Cavalry Formation,"Cavalry Formation    Share space, charge through allied mount",Formacion de Caballería
Frightened,"",Asustado
Reflex,"",Reflejos
WILL,WILL|SAVE DC,CD SALV
Attack at any point during your move,Shot on the Run    Attack at any point during your move,Ataca en cualquier momento durante tu movimiento
ATTACK BONUSES,"",BONUS DE ATAQUE
"Attack bonus|From level 10, bonus doubles to confirm critical hits","","Bonus ataque|Desde nivel 10, el bonus se dobla para confirmar críticos"
BOMBS,"",BOMBAS
Damage Reduction 5/,Damage Reduction 5/―,Reducción Daño 5/
FORTITUDE,FORTITUDE SAVE,SALVACIÓN
Piercing,"",Perforante
Skill,"",Habilidad
"– If vacant,","Leads kingdom’s defences – If vacant, -4 loyalty and -2 stability","- Si vacante,"
20ft,"",20ft
Attribute|modifiers,"",Modificadores|Atributos
Weapon and armour proficiencies,"",Competencias con armas y armaduras
AC,Shield Wall    +1 / +2 to AC when both using shields,CA
BARBARIAN!,"",BÁRBARO!
DC,DC 10,CD
Ignore damage reduction up to 10/—,Greater Penetrating Strike    Ignore damage reduction up to 10/—,Ignora reducción de daño hasta 10/—
Improved Precise Shot,"",Disparo Preciso Mejorado
RAGE!,Morale bonus to your mount’s strength|modifier during RAGE!|(+2 to Strength score),FURIA!
TODAY,PUNISHING KICK|TODAY,HOY
EVIL,"",MALIGNO
From Level 4,"",Desde Nivel 4
When identifying the abilities and weaknesses of creatures.,"",Cuando identificas las aptitudes y debilidades de criaturas.
+4 to saves against the fey and plants,Resist Nature’s Lure|+4 to saves against the fey and plants,+4 a salvaciones contra fatas y plantas
Constitution|Bonus,"",Bon de|Constitución
INSPIRE COURAGE,"",INSPIRAR VALOR
SAVE,FORTITUDE SAVE,FORTALEZA
Advanced Talents,"",Talentos Avanzados
"Armour, Shield","","Armadura, Escudo"
at levels,"at levels 3, 8, 13 and 18",a niveles
Base Weapon,"",Arma Base
BONUS,RANGED ATTACK|BONUS,A DISTANCIA
BONUS,STREETWISE|BONUS,BONUS
BONUS,WILL SAVE|BONUS,BONUS
Slow Fall,Slow Fall 30 ft,Caída lentificada
40ft,"",40ft
"Bonus applies to saving throws against Bardic Performance, sonic|and language-dependent effects.","",Bon se aplica a tiradas de salvación contra Música de Bardo y|efectos que dependan de sonido o lenguaje.
INIT,"",INIC
to Acrobatics,Grants +20 to Acrobatics,a Acrobacias
(damage is triple only if using a lance),"",(daño se triplica solo si usas lanza)
BONUS,CONSTITUTION|SCORE|BONUS,BONUS
- 1 per 5lb| carried,"",- 1 por 5lb| llevadas
1 ki point,Enter up to 4 stances immediately - 1 ki point,1 punto ki
AC,+ 4 to all saving throws|+ 4 dodge bonus to AC,CA
Knowledge: Geography,"",Saber: Geografía
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Golpe Maestro no puede usarse de nuevo en el mismo objetivo|en 24 horas, pasen la Salv Fort. o no"
Ninja|Level,"",Nivel|Ninja
RAGE!,MIGHTY RAGE!,PODEROSA!
Rounds Today,"",Asaltos Hoy
Tireless,Tireless RAGE!,FURIA!
"Bluff, Intimidate","","Engañar, Intimidar"
d10 / 3d6,"",d10 / 3d6
MAGIC ITEMS,"",OBJETOS MÁGICOS
Power|Level,"",Nivel de|Poder
RAGE,"",FURIA
Uses Today,"",Usos Hoy
6ft,"",6ft
Bonus Spells,Bonus Spells|CHA,Conjuros Adicionales
Grants,Grants +12 to Acrobatics,Concede
Intelligence|Penalty,"",Pen de|Inteligencia
Locate Traps,"",Encontrar trampas
PER DAY,DURATION|PER DAY,AL DÍA
DC 20,"",CD 20
Far Shot,"",Disparo a larga distancia
"Racial,|Feats","","Racial,|Dotes"
sq,10 ft  2 sq,c
to Acrobatics,Grants +16 to Acrobatics,a Acrobacias
Treat unarmed attacks as lawful weapons,"",Trata ataques sin arma como armas legales
"(round down, min 1)","","(redondea abajo, min 1)"
Add monk level to Acrobatics checks for jumping,"",Añade niveles de monje a pruebas Acrobacias para salta
Invoke one Judgement on your|foes and receive a bonus|as long as you are in combat.,"",Invoca un juicio sobre tus|enemigos y recibe un bonus|mientras estés en combate
PER DAY,CHALLENGES|PER DAY,AL DÍA
PER DAY,STUNNING FIST|PER DAY,AL DÍA
QUEST ITEMS,"",OBJETOS DE MISIÓN
CHANGE SHAPE,"",CAMBIAR FORMA
ft,30 ft,pies
ORIGINS,"",ORÍGENES
The number of 12-mile|hexes the kingdom controls,"",El número de hexágonos de|12 millas que el Reino controla
Two-handed weapon,"",Arma a dos manos
When training an animal to serve as a mount,"",Cuando se entrena a un animal para servir de montura
2d6 / 3d8,"",2d6 / 3d8
Improved Devastating Strike,Improved Devastating Strike  +2 per die,Golpe Devastador Mejorado
Throw Anything,"",Lanzar cualquier cosa
to Acrobatics),(which grants +12 to Acrobatics),a Acrobacias)
Total|Spending,"",Gastos|Totales
Armour|Bonus,"",Bonus|Armadura
COMBAT MANOEUVRE,COMBAT MANOEUVRE|BONUS,BONUS MANIOBRA
only if you have at least one rank.,"You get a number of skill ranks from your class, to which you add|your intelligence modifier. Allocate these ranks to skills.|Remember that class skill get +3 only if you have at least one rank.",solo si al menos posees un rango.
Preferred Clothing,"",Ropaje Preferido
BONUS,COMBAT|MANOEUVRE|BONUS,COMBATE
bonus to,"Lose DEX bonus to AC; -2 AC|-4 on STR, DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",bonus a
Enforce rural justice,"Enforce rural justice - If vacant, -4 economy",Aplicar justicia rural
MAX,MAX|HEALTH,SALUD
Morale bonus applies to Acrobatics checks and saving throws against fear.,"",Bonus de Moral se aplica a pruebas de Acrobacias y pruebas Salvación contra miedo.
2 ki points,Reflex save to avoid damage - 2 ki points,2 puntos ki
2 ki points,Slip magically between spaces - 2 ki points,2 puntos ki
3d6,"",3d6
"Acrobatics, Heal","","Acrobacias, Curar"
Damage Reduction 2/,Damage Reduction 2/―,Reducción Daño 2/
Mobility,"",Movilidad
CMD,"If this attack of opportunity hits, gain a +2 circumstance |bonus to your CMD to avoid the grapple.",BMC
FAVOURED TERRAIN BONUS,"",BON DE TERRENO PREDILECTO
SKILLS,"",HABILIDADES
to ally’s,Improved Back to Back    +2 to ally’s AC,al del aliado
WILL,WILL SAVE DC,VOL
15ft,"Scent 30ft| • Detect enemies, determine direction as a move action| • Track creatures using Survival| • Range of 30ft, or 60ft downwind, 15ft upwind;strong smells double range, overpowering smells triple",15ft
ATTACK,ATTACK ACTIONS,ACCIONES
Bleeding Wound,"",Herida Sangrante
FRIENDLY,"",AMISTOSO
INCOME,"",INGRESOS
Ki Pool (adamantine),"",Reserva Ki (adamantino)
to confirm criticals,"",para confirmar críticos
+2 unrest if the treasury is empty,"",+2 malestar si la tesorería está vacía
6d6,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,6d6
80 ft,"",80 ft
Aggressive,"",Agresivo
Blinding Critical,"",Crítico cegador
DEX,Use WIS instead of DEX for attacks with a bow,DES
RAGE!,Forbidden|During|RAGE!,FURIA!
BONUS,VERMIN EMPATHY|BONUS,BONUS
CHANNEL,CHANNEL|RANGE,RANGO
Trap|Sense,"",Sentido de|las trampas
• Stunned,"",• Aturdido
Disable Traps,"",Inutilizar trampas
FORCE OF WILL,"",FUERZA DE VOLUNTAD
Improved Precise Shot,Improved Precise Shot    Ignore the penalties for partial cover or partial concealment,Disparo Preciso Mejorado
Check Penalty,"",Pen a Pruebas
+ 4 to all saving throws|+ 4 to AC,"",+ 4 a todas las tiradas de salvación|+ 4 a CA
CRIT,"",CRIT
DC,FORTITUDE|DC,FORTALEZA
Defensive|Bonus,"",Bonus|Defensivo
Favoured class,"",Clase favorita
Caster Levels,"",Niveles Lanzador
FABULOUS,"",FABULOSO
Second attack with your off-hand weapon,Improved Two-weapon Fighting    Second attack with your off-hand weapon,Segundo ataque con arma mano torpe
Target of Opportunity,Target of Opportunity    Extra attack when ally hits with ranged,Objetivo de oportunidad
Allied Spellcaster,Allied Spellcaster    +2 to overcome spell resistance,Lanzador de Conjuros Aliado
CMD,Insight bonus to AC and CMD,BMC
dice,"",Dados
Specialist|Spell,"",Conjuro|Especialista
COMBAT MANOEUVRE,COMBAT MANOEUVRE|DEFENCE,DEFENSA MANIOBRA
Coordinated Charge,Coordinated Charge    Charge the same foe as an ally,Carga Coordinada
Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction,Treated as an Outsider|Immune to Charm Person and other effects that|target non-outsiders.|Damage reduction 10/chaotic,Inmune a Hechizar Persona y otros efectos que|afecten a no ajenos.|Reducción de daño
Make unarmed strikes with any free limb|Flurry of blows uses full,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",Golpea sin armas con cualquier miembro libre|Ráfaga de golpes usa todo
rats,"",ratas
Add buildings to towns,BUILDINGS    Add buildings to towns,Añade edificios a las ciudades
OF,"",DE
When adjacent,Paired Opportunists    When adjacent,Cuando está adyacente
Feint Partner,"Feint Partner    When ally feints, enemy loses DEX bonus to AC",Compañero de finta
Ki Pool (magic),"",Reserva Ki (mágico)
lb,"",lb
• Frightened,"",• Asustado
Charisma|Penalty,"",Pen de|Carisma
consumption,"+3 loyalty, +4bp consumption",consumo
Normal,"",Normal
Penetrating Strike  (,"",Golpe perforante (
PER DAY,BARRAGES|PER DAY,AL DÍA
PERFORMANCES,"",CANCIONES
10 / psionic,Damage resistance  10 / psionic,10 / psiónico
5ft,Pack Attack    Ally’s attack allows you to take 5ft step,5 ft
CMB,"",BMC
Invoke three judgements at once,"",Invoca tres juicios a la vez
POWERS,RAGE! POWERS,FURIA!
Casting|Stat,"",Característica|Lanzamiento
CAVALIER,"",CABALLERO
FALL,"",CAÍDA
"loyalty,","+4 loyalty, +8bp consumption","lealtad,"
Stunning Critical,"",Crítico aturdidor
TREASURY,"",TESORERÍA
USES PER DAY,"",Usos al Día
EQUIPMENT,"",EQUIPO
Antipaladin|Level,"",Nivel de|Antipaladín
Attack into melee without the -4 penalty,Precise Shot    Attack into melee without the -4 penalty,Sin penalización -4 por disparar a melee
Grants,Grants +24 to Acrobatics,Concede
Grants,Grants +8 to Acrobatics,Concede
Page,"",Página
Take the better of two rolls on a Fortitude or Will save,"",Escoge la mejor de dos tiradas para Salvaciones Fortaleza o Voluntad
Vacancies,"",Vacantes
+1 to attack and damage within first range increment,Point Blank Shot    +1 to attack and damage within first range increment,+1 al taque y daño dentro del primer incremento rango
2 ki points,Receive enlightenment while you rest - 2 ki points,2 puntos ki
Summon monster VI,"",Convocar Monstruo VI
Base,"",Base
CHALLENGES,CHALLENGES|PER DAY,DESAFÍOS
Race,"",Raza
SHARE FAVOURED ENEMY,"",COMPARTIR ENEMIGO PREDILECTO
String,"",Cuerda
Act,"",Actuación
Armour AC,"",CA Armadura
Bombs Today,"",Bombas Hoy
Treat unarmed attacks as adamantine weapons,"",Trata ataques sin arma como armas adamantinas
/  Town,"",/  Ciudad
Change appearance at will,A Thousand Faces|Change appearance at will,Cambia la apariencia a voluntad
"Free bull rush, disarm, sunder or trip on successful charge; no Attack of Opportunity.","","Embestir, Desarmar, Romper arma o Derribar gratuíto tras una carga con éxito; no AdO"
Protection,"",Protección
to damage with an off-hand weapon,Double Slice    Add your full STR to damage with an off-hand weapon,al daño con arma en mano torpe
"– If vacant,","Guides higher learning and magic – If vacant, -4 economy","- Si vacante, "
Damage reduction /?,"",Reducción de daño /?
Other items,"",Otros objetos
"Traits are aspects of your background that can add depth to a character.|Ask your GM if you get to pick any traits, and if so how many.|A common allocation is:","","Los rasgos son aspectos de tu trasfondo que pueden añadir profundidad al personaje.|Pregunta al GM si debes coger rasgos, y cuantos.|Una distribución habitual es:"
1d2,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d2
AC,Ignore the cover bonus to AC of targets partially immersed in water,CA
Death or Glory,"Death or Glory    +4 (+1 at levels 11, 16, 20)",Muerte o Gloria
REFLEX BONUS,TRAP SENSE|REFLEX BONUS,SENTIDO DE TRAMPAS
The inquisitor cannot cast spells of an alignment|opposed to her own or her deity’s.,"",El inquisidor no puede lanzar conjuros de un alineamiento|opuesto al suyo o de su deidad
DAMAGE,ARTILLERY|DAMAGE,DAÑO
Shake It Off,Shake It Off    +1 to all saving throws per adjacent ally,Sacudirse
Worn Items,"",Objetos portados
Bluff,"",Engañar
WAY OF THE BOW,"",Camino del arco
80 ft,Slow Fall 80 ft,80 ft
ARCTIC DRUID,"",DRUÍDA ÁRTICO
At levels,"At levels 4, 8, 12 and 16 you get to add 1 to a single ability score.|If that score was an odd number, this mean an increase in the ability modifier.",A niveles
BONUS,COMBAT MANOEUVRE|BONUS,DE COMBATE
"Diplomacy, Sense Motive","","Averiguar Intenciones, Diplomacia"
KINGDOM MANAGEMENT,"",GESTIÓN DEL REINO
RAGE,"Each alcoholic drink consumed results in|1 round of nausea after the end of your RAGE,|in addition to the normal fatigue.",FURIA
WIS,"On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round",SAB
70 ft,Slow Fall 70 ft,70 ft
8d6,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,8d6
Discern Lies|Today,"",Discernir Mentiras|Hoy
Dwarf,"",Enano
12d6,1d2 ? 1d3 ? 1d4 ? 1d6 ? 1d8 ? 2d6 ? 3d6 ? 4d6 ? 6d6 ? 8d6 ? 12d6,12d6
BONUS,TRAP SENSE|BONUS,SENTIDO DE TRAMPAS
for every 10ft of your standard move above 30ft,"",para cada 10ft de tu movimiento estandar por encima de 30ft
Good:,Good: +2 Loyalty,Bueno:
Notes,"",Notas
RAGE!,RAGE!|TODAY,FURIA!
ABILITIES,"",CARACTERÍSTICAS
Shielded Caster,Shielded Caster    +4 to concentration checks,Lanzador Protegido
Spellcraft,"",Conocimiento de Conjuros
Subtype,"",Subtipo
CHANNEL ENERGY,CHANNEL ENERGY PER DAY,CANALIZAR ENERGÍA
CONSUMPTION,"",CONSUMO
LYCANTHROPE,"",LICÁNTROPO
RAGE,Alcoholic drinks allow you to maintain RAGE for this round |without counting against your rounds per day.,FURIA
STATS,"",RASGOS
"5,000 people","",5.000 personas
Fey,"",Fata
RAGE,"If you fail a will save against a mind-affecting effect,|at the start of your next turn you can try again.|If you succeed, you RAGE and are CONFUSED.",FURIA
1ft,"",1ft
Bonus against charm and compulsion effects,"",Bon contra efectos de hechizo y miedo
INT,"",INT
"Make a note of any other abilities your character gains at this level.|This may include extra spells, combat feats or feat-like choices,|increases to the power of previous abilities, etc.","","Toma nota de otras aptitudes que tu personaje gana en este nivel.|Esto incluye conjuros extra, dotes de combate o elecciones tipo dote,|incrementos al poder de aptitudes previas, etc."
PER DAY,TAKE 20|PER DAY,AL DÍA
TALENTS,TALENTS|KNOWN,TALENTOS
TOME OF SECRETS,"",TOMO DE SECRETOS
Domain,"",Dominio
Ki Arrows,"",Flechas Ki
"Armour class bonus|From level 10, bonus doubles against critical hits","","Bonus clase armadura|Desde nivel 10, el bonus se dobla contra criticos"
BARDIC PERFORMANCE,"",MÚSICA DE BARDO
DEX,Weapon Finesse  Use DEX for melee attack,DES
ETHERIAL,ETHERIAL|ROUNDS,ASALTOS
LANGUAGES,"",LENGUAJES
Mounted Speed,"",Vel. Montura
NPC,"",PNJ
1 ki point,Use unarmed strike damage dice for 1 rd - 1 ki point,1 punto ki
Bonus to saves against charm|and compulsion effects.,"",Bonus a Salvaciones contra encantamiento|y efectos compulsión
COMMAND DC,"",CD COMANDAR
PERFORM: RITUAL,"",INTERPRETACIÓN: RITUAL
RACIAL ABILITIES,"",APTITUDES RACIALES
Ability|Modifier,"",Mod|Característica
Burrow,"",Cavar
CHAOTIC,"",CAÓTICO
CMD,"Bonus applies to CMB to attempt, |and CMD to resist, any of your |chosen manoeuvres.",BMC
d6 / 2d6,"",d6 / 2d6
Damage Reduction 5/,Damage Reduction 5/?,Reducción Daño 5/
Human,"",Humano
Range,"",Alcance
Spell|Resistance,"",Resistencia|Conjuros
TRICKS,TRICKS|KNOWN,TRUCOS
1d8,Act normally|Babble incoherently|Hurt yourself with item in hand|  Damage = 1d8 + STR|Attack nearest creature,1d8
USES PER DAY,RESOLVE|USES PER DAY,USOS AL DÍA
+ Level,"",+ Nivel
Favoured|     Enemy|     Terrain,"",Enemigo|Terreno|Predilecto
Headband,"",Diadema
"loyalty,","+2 loyalty, +2bp consumption","lealtad,"
Trap Sense +5,"",Sentido de las Trampas +5
Treasury funds,"",Fondos Tesorería
Unconscious,"",Inconsciente
ORDER,"",ORDEN
"Prince, Princess or favoured subject","Prince, Princess or favoured subject – May rule if the Ruler is absent. but must pass loyalty check or +1 unrest","Príncipe, Princesa o sujeto favorito"
Starting point,"",Punto de partida
"Bluff, Sense Motive","","Averiguar Intenciones, Engañar"
DOMAINS,"",DOMINIOS
PER DAY,FOCUS|SUBJECTS|PER DAY,AL DÍA
POWERS,POWERS|KNOWN,PODERES
11ft,"",11ft
Aspect,"",Aspecto
PER DAY,TAKE 10|PER DAY,AL DÍA
Racial,"",Racial
STR,Double Slice    Add your full STR to damage with an off-hand weapon,FUE
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma","","Coloca estas puntuaciones a tus seis características:|Fuerza, Destreza, Constitución,|Inteligencia, Sabiduría y Carisma"
CHARACTER,"",PERSONAJE
HEXES,HEXES    Claim and abandon hexes,HEXÁGONOS
None,"",Ninguno
Stun (or other effects) target for one round,"",Aturde (u otros efectos) al objetivo 1 asalto
1d8,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d8
CHA - 4,"",CAR - 4
FIREARMS,"",ARMAS DE FUEGO
"Scrolls, Potions,|Wands, Components","","Pergaminos, Pociones|Varitas, Componentes"
Spouse,"",Esposa
Summon Nature’s Ally IV,"",Conovocar Aliado Natural IV
Your base speed (measured in feet per six seconds),"",Tu velocidad base (medida en pies por cada 6 segundos)
Base Save,"",Salvación Base
CHA,Power Save DC = 10 + CHA + Power Level,CHA
Diamond Body,"",Cuerpo Diamantino
LORE MASTER,"",MAESTRO DEL SABER
MUNDANE POTIONS,"",POCIONES MUNDANAS
RAGE!,Rounds of confusion do not count|against your rounds of RAGE! per day,FURIA!
Skill Ranks,"",Rangos de Habilidad
to overcome spell resistance,Allied Spellcaster    +2 to overcome spell resistance,para superar la resistencia a conjuros
Damage,"",Daño
Dexterity|Bonus,"",Bon de|Destreza
Escape Route,Escape Route    Don’t provoke AoO when adjacent to an ally,Ruta de Escape
HEALING|POINTS,"",PUNTOS|CURACIÓN
RAGE,RAGE|TODAY,FURIA
Revert to base form at dawn or after 8 hrs rest.,"",Vuelve a forma base al amanecer o tras 8 horas descanso
BONUS,ARMOUR BONUS,BONUS
Immune to all poisons,"",Inmune a todos los venenos
to Acrobatics),(which grants +16 to Acrobatics),a Acrobacias)
1 pt,Cost: 1 pt,1 pt
1d4,1d2 → 1d3 → 1d4 → 1d6 → 1d8 → 2d6 → 3d6 → 4d6 → 6d6 → 8d6 → 12d6,1d4
Inquisitor|Level,"",Nivel|Inquisidor
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,BONUS MAX. DES
55ft,"",55ft
"Diplomancy, Handle Animal","","Diplomacia, Trato con Animales"
Your weapon counts as magical for|bypassing damage resistance.,"",Tu arma también cuenta como mágica|para sobrepasar resistencia al daño
+10 to move at full speed,"",+10 al movimiento a vel. completa
3ft,"",3ft
ATTRIBUTES,"",ATRIBUTOS
Can communicate with related animals.,"",Puede comunicarse con animales relacionados.
Counter magical effects that depend on sound.|Allies within 30ft use Performance roll in place of a saving throw,"",Contrarresta efectos mágicos que dependan del sonido.|Aliados a 30' usan la tirada de Interpretar en lugar de una tirada de salvación.
DC,FORTITUDE|SAVE DC,CD
Favoured Terrain,Favoured Terrain|Bonus in a given terrain,Terreno predilecto
Gain 1hp on a successful melee attack|Gain,Gain 1hp on a successful melee attack|Gain WIS hp on a confirmed critical attack,Gana 1pg con golpe melee exitoso|Gana
HEALING,HEALING|POINTS,CURACIÓN
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Reduce la penalización a:
Speed with Armour,"",Vel con Armadura
Times Today,"",Veces hoy
35ft,"",35ft
Euphoria|Bonus,"",Bonus|Euforia
ft,20 ft  4 sq,ft
RONIN,"",RONIN
to all saving throws per adjacent ally,Shake It Off    +1 to all saving throws per adjacent ally,a todos los tiros Salv. Por aliado adyacente
50 coins weighs 1lb,"",50 monedas pesan 1lb
BONUS,DISPEL BONUS,BONUS
FAMILIAR,"",FAMILIAR
LEVEL,UNREST LEVEL,MALESTAR
SOOTHING PERFORMANCE,"",CANCIÓN RELAJANTE
ANIMAL FORM,"",FORMA ANIMAL
BONUS,INSIGHT BONUS,BONUS
Code of Conduct,"",Código de Conducta
Evil Cleric,"",Clérigo Malvado
Favoured|Enemy,"",Enemigo|Predilecto
Slow Fall,Slow Fall 40 ft,Caída lentificada
45ft,"",45ft
Companion Name,"",Nombre Compañero
Class|Skills,Class|Skills|+3,Habilidades|de Clase
"One story trait, connecting them into the campaign","","Un rasgo de historia, conectandolos a la campaña"
25ft,"",25ft
ARMOUR CLASS BONUS,"",Bonus Clase Armadura
Create armed units (comes from allocation for settling towns),MILITARY    Create armed units (comes from allocation for settling towns),Crea unidades armadas (viene de 
Fast Movement,Fast Movement +20 ft,Movimiento Rápido
KNOWN,TALENTS|KNOWN,CONOCIDOS
Precise Shot,"",Disparo Preciso
SNEAK ATTACK,SNEAK ATTACK|BONUS,ATAQUE FURTIVO
SPELL,SPELL RESISTANCE,RESISTENCIA
1 ki point,Treat unarmed attacks as magic weapons|Increase range of attack by 50ft - 1 ki point,1 punto ki
Defensive Roll,"",Prueba defensiva
"economy,","+4 economy, -8 loyalty","economía,"
FAVOURED ENEMY,"",ENEMIGO PREDILECTO
MATERIALS,"",MATERIALES
RAGE,"When you take damage of at least your level while|RAGING, add to the number of rounds of RAGE today",FURIA
Sml / Lrg,"",Peq / Gde
stability,-1 stability,Estabilidad
Summon monster III,"",Convocar Monstruo III
WILL,"",VOL
-4 initiative; 20% miss chance when attacking|-4 on opposed Perception|automatically fail Perception checks for sound,"",-4 Iniciativa; 20% de fallo cuando atacas|-4 en Percepción opuesta|fallo automático de Percepción con pruebas sonido
bonus to,No action this round|Lose DEX bonus to AC; -2 AC,a
d12,"",d12
Slip magically between spaces -,Slip magically between spaces - 2 ki points,Se desplaza mágicamente entre espacios -
STR,"Lose DEX bonus to AC; -2 AC|-4 on STR, DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed",FUE
(BARD),"",(BARDO)
Cost: 1 pt,"",Coste: 1 pt
ROLL,ENERGY ROLL,TIRADA
d8 / 2d8,"",d8 / 2d8
EMPTY BODY,"",Cuerpo Vacio
Wakizashi,"",Wakizashi
WILD EMPATHY|BONUS,"",BON DE|EMPATÍA SALVAJE
Channel Negative Energy,"",CANALIZAR ENERGÍA NEGATIVA
Cost:,Cost: (1 pt to fix as a move action),Coste:
