"Original","Part of","Count","File","Volume","Game","Level"
"(Round up)","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"(Round down)","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"ENERGY","ENERGY|ROLL","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"ROLL","ENERGY|ROLL","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"CHANNEL ENERGY","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"DOMAIN SECRET","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"SPELLS","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"DOMAIN","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Evil Cleric","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Inflict Wounds","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Cure Wounds","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Channel Negative Energy","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Good Cleric","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Channel Positive Energy","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"OF","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"(CLERIC)","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"THEOLOGIAN","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"4d8","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"3d8","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"2d8","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"1d8","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Mass Spell Level","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Bonus Spells","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"WIS - 12","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"WIS - 8","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"WIS - 4","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Base|Spells","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Spells|per day","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Spell|Save DC","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Spell Level","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"+ Level","","4","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Heal / Harm","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Critical Wounds","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Serious Wounds","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Moderate Wounds","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Light Wounds","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Uses|per day","","2","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Granted Power","","2","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"DC","","2","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Today","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"CHANNEL","CHANNEL|PER DAY","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"PER DAY","CHANNEL|PER DAY","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"CURE / INFLICT","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Domain","","1","Pathfinder/Archetypes/Cleric/Theologian","","Pathfinder","3"
"Caster|Level","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"EVIL","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"GOOD","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"CHAOTIC","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"LAWFUL","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Level","","5","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Creating a corpse companion takes 8 hours, and the companionmay have hit dice up to your cleric level.","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"All spells, channelling and other effects to heal undeadalways do their maximum effect +50%.","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"ft","30 ft","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"CHANNEL","CHANNEL RANGE","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"RANGE","CHANNEL RANGE","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Radius centred|on the Cleric","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"d00","","3","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Misc","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"(Round up)","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Cleric|Level","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"ENERGY","ENERGY|ROLL","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"ROLL","ENERGY|ROLL","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"UNLIFE HEALER","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"CHANNEL ENERGY","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Evil Cleric","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Inflict Wounds","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Cure Wounds","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Channel Negative Energy","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Good Cleric","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Channel Positive Energy","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"All spells, channelling and other effects to heal undeadare “empowered” for +50%.","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Today","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"CHA","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"CHANNEL","CHANNEL|PER DAY","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"PER DAY","CHANNEL|PER DAY","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"PREPARED SPELLS","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Domain Spell","","9","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"WIS","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Concentration","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"CORPSE COMPANION","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"SPELLS","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"DEATH DOMAIN","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"OF","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"(CLERIC)","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"UNDEAD|LORD","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"4d8","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"3d8","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"2d8","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"1d8","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Mass Spell Level","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Bonus Spells","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"WIS - 12","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"WIS - 8","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"WIS - 4","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Base|Spells","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Spells|per day","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Spell|Save DC","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Spell Level","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"+ Level","","4","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Heal / Harm","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Critical Wounds","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Serious Wounds","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Companion","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Moderate Wounds","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Light Wounds","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Uses|per day","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Granted Power","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"DC","","2","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"INFLICT","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Domain","","1","Pathfinder/Archetypes/Cleric/Undead Lord","","Pathfinder","3"
"Druid Level","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"AQUATIC","AQUATIC|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"BONUS","AQUATIC|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"AQUATIC ADAPTATION","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"CHA","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Misc","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WILD EMPATHY","WILD EMPATHY|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"BONUS","WILD EMPATHY|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WILD EMPATHY","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Timeless Body","Timeless Body|No longer age, cannot be magically aged","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Deep Diver","Deep Diver|Damage reduction, withstand deep pressure","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Damage reduction, withstand deep pressure","Deep Diver|Damage reduction, withstand deep pressure","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Seaborn","Seaborn|Aquatic subtype, amphibious trait, swim at land speed, endure cold","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Aquatic subtype, amphibious trait, swim at land speed, endure cold","Seaborn|Aquatic subtype, amphibious trait, swim at land speed, endure cold","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Wild Shape","Wild Shape|Become any small or medium animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Become any small or medium animal","Wild Shape|Become any small or medium animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Resist Ocean’s Fury","Resist Ocean’s Fury|+4 to saves against water spells and creatures","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"+4 to saves against water spells and creatures","Resist Ocean’s Fury|+4 to saves against water spells and creatures","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Natural Swimmer","Natural Swimmer|Swim at half land speed","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Swim at half land speed","Natural Swimmer|Swim at half land speed","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Aquatic Adaptation","Aquatic Adaptation|Bonus while in aquatic terrain","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Bonus while in aquatic terrain","Aquatic Adaptation|Bonus while in aquatic terrain","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Wild Empathy","Wild Empathy|Improve the attitude of an animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Improve the attitude of an animal","Wild Empathy|Improve the attitude of an animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Nature Sense","Nature Sense|+2 to Knowledge (nature) and Survival","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"+2 to Knowledge (nature) and Survival","Nature Sense|+2 to Knowledge (nature) and Survival","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Druid|Level","","3","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"DRUID","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Wild|Shape|Level","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WIS","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Caster|Level","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Concentration","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"DOMAIN","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"ANIMAL COMPANION","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Animal Companion’s Name","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Current Shape","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Creature Type","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"POTIONS","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"SCROLLS","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"NATURE BOND","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WILD SHAPE","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"SPELLS","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"PREPARED SPELLS","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"d00","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Base|Spells","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Spells|per day","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Bonus Spells","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WIS - 12","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WIS - 8","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"WIS - 4","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Spell|Save DC","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Times Today","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Times per day","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"AQUATIC DRUID","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Animal Companion)","","Pathfinder","3"
"Level","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Uses|per day","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Granted Power","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"DC","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"DOMAIN","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"ANIMAL COMPANION","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"NATURE BOND","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Druid Level","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"AQUATIC","AQUATIC|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"BONUS","AQUATIC|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Bonus to Initiative, Knowledge (geography), Perception, Stealth,Survival and Swim while in aquatic terrains.","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"AQUATIC ADAPTATION","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"CHA","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Misc","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WILD EMPATHY","WILD EMPATHY|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"BONUS","WILD EMPATHY|BONUS","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WILD EMPATHY","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Timeless Body","Timeless Body|No longer age, cannot be magically aged","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Deep Diver","Deep Diver|Damage reduction, withstand deep pressure","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Damage reduction, withstand deep pressure","Deep Diver|Damage reduction, withstand deep pressure","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Seaborn","Seaborn|Aquatic subtype, amphibious trait, swim at land speed, endure cold","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Aquatic subtype, amphibious trait, swim at land speed, endure cold","Seaborn|Aquatic subtype, amphibious trait, swim at land speed, endure cold","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Wild Shape","Wild Shape|Become any small or medium animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Become any small or medium animal","Wild Shape|Become any small or medium animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Resist Ocean’s Fury","Resist Ocean’s Fury|+4 to saves against water spells and creatures","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"+4 to saves against water spells and creatures","Resist Ocean’s Fury|+4 to saves against water spells and creatures","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Natural Swimmer","Natural Swimmer|Swim at half land speed","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Swim at half land speed","Natural Swimmer|Swim at half land speed","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Aquatic Adaptation","Aquatic Adaptation|Bonus while in aquatic terrain","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Bonus while in aquatic terrain","Aquatic Adaptation|Bonus while in aquatic terrain","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Wild Empathy","Wild Empathy|Improve the attitude of an animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Improve the attitude of an animal","Wild Empathy|Improve the attitude of an animal","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Nature Sense","Nature Sense|+2 to Knowledge (nature) and Survival","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"+2 to Knowledge (nature) and Survival","Nature Sense|+2 to Knowledge (nature) and Survival","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Druid|Level","","3","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"DRUID","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Wild|Shape|Level","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WIS","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Caster|Level","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Concentration","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"POTIONS","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"SCROLLS","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WILD SHAPE","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"SPELLS","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"PREPARED SPELLS","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"d00","","2","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Base|Spells","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Spells|per day","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Bonus Spells","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WIS - 12","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WIS - 8","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"WIS - 4","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Spell|Save DC","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Spell Save DC = 10 + WIS + Spell Level","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Times Today","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Times per day","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"AQUATIC DRUID","","1","Pathfinder/Archetypes/Druid/Aquatic Druid (Domain)","","Pathfinder","3"
"Timeless Body","Timeless Body|No longer age, cannot be magically aged","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"No longer age, cannot be magically aged","Timeless Body|No longer age, cannot be magically aged","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Flurry form","Flurry form|Become a swirling colum of snow","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Become a swirling colum of snow","Flurry form|Become a swirling colum of snow","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Snowcaster","Snowcaster|See normally in icy conditions;cast fire spells as cold spells.","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"See normally in icy conditions;cast fire spells as cold spells.","Snowcaster|See normally in icy conditions;cast fire spells as cold spells.","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Wild Shape","Wild Shape|Become any small or medium animal","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Become any small or medium animal","Wild Shape|Become any small or medium animal","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Arctic Endurance","Arctic Endurance|Endure cold, immune to dazzling","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Endure cold, immune to dazzling","Arctic Endurance|Endure cold, immune to dazzling","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Icewalking","Icewalking|No movement penalty in icy terrain","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"No movement penalty in icy terrain","Icewalking|No movement penalty in icy terrain","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Arctic Native","Arctic Native|Bonus in icy terrain","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Bonus in icy terrain","Arctic Native|Bonus in icy terrain","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
"Wild Empathy","Wild Empathy|Improve the attitude of an animal","1","Pathfinder/Archetypes/Druid/Arctic Druid (Animal Companion)","","Pathfinder","3"
