Original,Part of,Translation
Level 8:,"Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered",Livello 8: 
"recover from being exhausted, frightened, nauseated or staggered","Recover from being fatigued, shaken or sickened|Level 8: recover from being exhausted, frightened, nauseated or staggered","Rimuove barcollante, esausto, nauseato o spaventato"
Rank / Position,"",Grado / Posizione
BANE,"",ANATEMA
"Racial,|Feats","","Talento|Razziale,"
"Racial, Feats","","Talenti, Razziali"
RONIN,"",RONIN
RESOLVE,RESOLVE|USES PER DAY,FERMEZZA
USES PER DAY,RESOLVE|USES PER DAY,USI al GIORNO
RESOLUTE,"",RISOLUTO
COMBAT|MANOEUVRE,COMBAT|MANOEUVRE|BONUS,BONUS|MANOVRA in
BONUS,COMBAT|MANOEUVRE|BONUS,COMBATTIMENTO
Automatic|Success,"",Successo|Automatico
RANGED ATTACK,RANGED ATTACK|BONUS,ATTACCO a DISTANZA
BONUS,RANGED ATTACK|BONUS,BONUS  
per successive hit,"",con ogni colpo successivo
RAGE!,RAGE!|Modifier,IRA! 
Modifier,RAGE!|Modifier,Modificatore
Hit Dice,"",Dadi Vita
Marshal,"",Sceriffo
Take the better of two rolls on a Fortitude or Will save,"",Tira 2 volte per TS su Tempra o Volontà e tiene il migliore
Face,"",Faccia
Fatigue|Modifier,"",Fatica|Modificatore
TRUE RESOLVE,"",FERMEZZA PURA
Level,25’+ 5’ × (Level ÷ 2),Livello
TRICKS,TRICKS|KNOWN,TRUCCHI
KNOWN,TRICKS|KNOWN,CONOSCIUTI
Cost:,Cost: all remaining pts,Costo:
all remaining pts,Cost: all remaining pts,tutti i punti rimasti
Cost:,Cost: 1 pt per range increment,Costo:
1 pt per range increment,Cost: 1 pt per range increment,1 punto per ogni incremento di gittata
Temporary|Hit Points,"",Punti Ferita|Temporanei
Favoured| Enemy,"",Nemico|Prescelto
RACIAL ABILITIES,"",PRIVILEGI RAZIALI
MUNDANE POTIONS,"",POZIONI COMUNI
FIREARMS,"",ARMI da FUOCO
Convert a confirmed critical hit to a standard hit,"",Converte un critico confermato in un colpo normale
Level,Level 8,Livello
Life Link,"",Legame Vitale
Life bond,"",Per la Vita
Light Steps,"",Passi Lievi
Lightning Reload,"",Ricarica Fulminea
Lightning Reload,"Lightning Reload    Reload as a swift action once per round (with Rapid Reload, free action)",Ricarica Fulminea
"Reload as a swift action once per round (with Rapid Reload, free action)","Lightning Reload    Reload as a swift action once per round (with Rapid Reload, free action)",Ricarica come azione veloce 1/round (Con Ricarica Rapida azione gratuita)
Long,"",Lungo
Lookout,Lookout    Act in surprise round if ally can act,In Guardia
Act in surprise round if ally can act,Lookout    Act in surprise round if ally can act,Agire in round sorpresa se può un alleato
"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","","Perde bonus DES a CA; -2 CA|-4 a abilità su FOR, DES e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
"skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","Lose DEX bonus to AC; -2 AC|-4 on STR, DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed"," e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
MAGUS,"",MAGUS
MAGUS ARCANA,"",SEGRETI del MAGUS
MAX ARMOUR|DEX,MAX ARMOUR|DEX BONUS,MAX DEST|
BONUS,MAX ARMOUR|DEX BONUS,BONUS dell'ARMATURA
MELEE,"",MISCHIA
MIGHTY RAGE,"",IRA POSSENTE
MISFIRE,MISFIRE VALUE,Valore di
VALUE,MISFIRE VALUE,Inceppamento
MONSTER LORE,"",CONOSCENZA dei MOSTRI
MUTAGENS,"",MUTAGENI
MYSTERY,"",MISTERO
Make one additional attack when making a full attack,"",Fai un attacco addizionale durante un attacco completo
Make unarmed strikes with any free limb|Flurry of blows uses full,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",Effettua attacchi senz'armi con ogni arto libero|Raffica di colpi utilizza il bonus di
STR,"Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand",FOR
"bonus, even with off hand","Make unarmed strikes with any free limb|Flurry of blows uses full STR bonus, even with off hand","completo, anche con la mano secondaria"
Maker’s call,"",Richiamo del Creatore
Manyshot,"Manyshot    When making a full-round attack, your first attack has two arrows",Tiro Multiplo
"When making a full-round attack, your first attack has two arrows","Manyshot    When making a full-round attack, your first attack has two arrows"," Durante un attacco completo, il primo attacco usa 2 frecce"
Master Tricks,"",Trucchi Magistrali
"Master strike cannot be used again on the same target within24 hours, whether they pass the Fortitude save or not.","","Il Colpo da maestro non può essere usato nuovamente sullo stesso bersaglio entro 24 ore, che superi il TS su Tempra oppure no"
Masterwork,Masterwork     Doesn’t stack with magic bonus,Perfetto
Doesn’t stack with magic bonus,Masterwork     Doesn’t stack with magic bonus,Non si cumula con il bonus magico
Maximum|Penalty,"",Penalità|massima
Max|Attacks,"",Attacchi|Max
Menacing Shot,"",Colpo Minaccioso
Menacing Shot,Menacing Shot    Shoot into the air to inspire fear within 30ft,Colpo Minaccioso
Shoot into the air to inspire fear within 30ft,Menacing Shot    Shoot into the air to inspire fear within 30ft,Spara in aria per ispirare paura nel raggio di 9m
Merge forms,"",Fondere Forme
Misfire,"",Inceppamento
Modifier,"",Modificatore
Morale Bonus,Morale Bonus    Inspire Courage and similar,Bonus di Morale
Inspire Courage and similar,Morale Bonus    Inspire Courage and similar,Ispirare Coraggio e simili
Multiplier,"",Moltiplicatore
NIMBLE,NIMBLE|DODGE BONUS,LEGGIADRIA
DODGE BONUS,NIMBLE|DODGE BONUS,BONUS SCHIVARE
NINJA TRICKS,"",TRUCCHI NINJA
NO TRACE,"",NESSUNA TRACCIA
NO TRACE,NO TRACE|BONUS,BONUS
BONUS,NO TRACE|BONUS,NESSUNA TRACCIA
Natural Armour|Bonus,"",Bonus|Armatura Naturale
Ninja Level,"",Livello Ninja
No Trace bonus is added to:| • the DC of a Survival check to track the Ninja;| • Disguise skill checks| • opposed Stealth checks while stationary,"",Il bonus di Nessuna Traccia si aggiunge a:| • CD Sopravvivenza per seguire il ninja| • Prove di Camuffare| • Prove contrapposte di Furtività da fermi
OPPOSED,OPPOSED SCHOOLS,SCUOLE
SCHOOLS,OPPOSED SCHOOLS,OPPOSTE
ORACLE,"",ORACOLO
Off-hand weapon,Off-hand weapon    (2 less for a light weapon),Arma mano-secndria
less for a light weapon),Off-hand weapon    (2 less for a light weapon),meno per un arma leggera)
"On a critical, Fort (DC 10 + ½ level +","On a critical, Fort (DC 10 + ½ level + DEX) or die","Se critico, TS Tempra (CD 10 + ½ Livello + "
DEX,"On a critical, Fort (DC 10 + ½ level + DEX) or die",DES
) or die,"On a critical, Fort (DC 10 + ½ level + DEX) or die",) oppure muore
"On a hit, Fort (DC 10 + ½ level +","On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round","Se colpisce, TS Tempra (CD 10 + ½ Livello + "
WIS,"On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round",SAG
) or stunned for 1 round,"On a hit, Fort (DC 10 + ½ level + WIS) or stunned for 1 round",) oppure è stordito per 1 round
"On a miss, target is flat footed till its next turn","","Sbagliando il tiro, il bersaglio è impreparato fino al suo prossimo turno"
"On falling to 0hp or below, restore to 1hp","",Rimane a 1 pf invece che andare a 0 o meno
Once per combat: remain at 1 hp; reroll to confirm a|critical hit; or take 10 on a skill check during combat,"",Uno x combattimento: rimani a 1 pf; ritira per confermare un|critico; oppure prendi 10 a una PdA in combattimento
Outflank,Outflank    When flanking,Grande Fiancheggiatore
When flanking,Outflank    When flanking,Durante fiancheggiamento
PATRON SPELLS,"",INCANTESIMI del PATRONO
5ft,Pack Attack    Ally’s attack allows you to take 5ft step,"1,5mt"
step,Pack Attack    Ally’s attack allows you to take 5ft step,passo
Paired Opportunists,Paired Opportunists    When adjacent,Doppi Opportunisti
When adjacent,Paired Opportunists    When adjacent,Quando vicini
Penetrating Strike,Penetrating Strike    Ignore damage reduction up to 5/—,Colpo Penetrante 
Pinpoint Targeting,"Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour",Mira Inesorabile
"Make a single attack that bypasses shields, armour and natural armour","Pinpoint Targeting    Make a single attack that bypasses shields, armour and natural armour","Effettua un singolo attacco che ignora i bonus alla CA di armatura, scudo e armatura naturale"
Pistol-whip,"",Colpo di Calcio
Pistol-whip,"Pistol-whip    Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone",Colpo di Calcio
"Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","Pistol-whip    Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","Attacco in mischia a sorpresa. 1 mano: 1d6/d1d4. 2 mani: 1d10/1d8|Se riesce, BMC per buttare a terra"
Point Blank Shot,Point Blank Shot    +1 to attack and damage within first range increment,Tiro Ravvicinato
+1 to attack and damage within first range increment,Point Blank Shot    +1 to attack and damage within first range increment,+1 all'attacco e ai danni con armi a distanza entro 9m
Power Attack,"",Attacco Poderoso
Precise Shot,Precise Shot    Attack into melee without the -4 penalty,Tiro Preciso
Attack into melee without the -4 penalty,Precise Shot    Attack into melee without the -4 penalty,Attacco in mischia con armi a distanza senza penalità -4
Precise Strike,Precise Strike    When flanking,Colpo Preciso
When flanking,Precise Strike    When flanking,Durante fiancheggiamento
Protection,"",Protezione
Purity,"",Purezza
Quick Clear,Quick Clear    Fix a broken firearm as standard action,Riparazione Rapida
Fix a broken firearm as standard action,Quick Clear    Fix a broken firearm as standard action,Ripara un'arma rotta come azione standard
Quick Draw,Quick Draw    Draw your weapon as a free action,Estrazione Rapida
Draw your weapon as a free action,Quick Draw    Draw your weapon as a free action,Estai l'arma come azione gratuita
RONIN CHALLENGE ABILITY,"",ABILITÀ SFIDA del RONIN
Range:,"",Raggio:
Rapid Shot,"Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty",Tiro Rapido
"When making a full-round attack, get one additional attack in return for a -2 penalty","Rapid Shot    When making a full-round attack, get one additional attack in return for a -2 penalty"," Durante un attacco completo, effettua un attacco aggiuntivo. Penalità -2 a tutti i tiri"
2 ki points,Receive enlightenment while you rest - 2 ki points,2 punti ki
2 ki points,Reflex save to avoid damage - 2 ki points,2 punti ki
"Reload as a swift action once per round (with Rapid Reload, free action)","",Ricarica come azione veloce 1/round (Con Ricarica Rapida azione gratuita)
Reroll a saving throw (must take second roll)Reroll a skill check,"",Ritira un TS (bisogna tenere il secondo tiro)|Ritira una prova di abilità
Resilience,"",Resistenza
all your kit points,Resurrect a target - all your kit points,tutti i tuoi punti ki
Retry a will save after the 2nd round of duration|Roll twice to stabilise,"",Ritira un TS Volontà dopo il 2 round di durata|Tira due volte per stabilizzarsi
"Roll all attacks, additional hits add dice","","Tira tutti gli attacchi, dadi per il danno addizionali"
"Roll twice against charm or compulsion|Once per day, take 20 on any d20","",Tira 2 volte contro charme e compulsione|Una volta al giorno prendi 20 su un qualsiasi tiro
SAMURAI,"",SAMURAI
SAMURAI ORDER — CHALLENGE ABILITY,"",ORDINE del SAMURAI - ABILITÀ di SFIDA
SAVING THROW DC,"",CD TIRI SALVEZZA
SAVING|THROW,"",TIRO|SALVEZZA
SAVING|THROWS,"",TIRI|SALVEZZA
SELF RELIANT,"",FIDUCIA IN SE STESSO
SINGLE,SINGLE ATTACK,ATTACCO
ATTACK,SINGLE ATTACK,SINGOLO
SLAYER,"",UCCISORE
SPELL COMBAT,"",INCANTESIMI in COMBATTIMENTO
SPELL RANGES,"",RAGGIO INCANTESIMI
SPELL RECALL / KNOWLEDGE POOL,"",RICORDARE INCANTESIMI / RISERVA di CONOSCENZA
SPELL|RANGE,"",RAGGIO|INCANT.
STERN GAZE,"",SGUARDO AUSTERO
SUBTOTAL,SUBTOTAL BUFFS & TEAMWORK,SOTTOTOTALE
BUFFS & TEAMWORK,SUBTOTAL BUFFS & TEAMWORK,INCREMENTI & SQUADRA
Saving throw,"",Tiro Salvezza
Saving throw = 10 + Casting Stat + Spell Level,"",Tiro Salvezza = 10 + Mod. Caratt. Principale + Livello Incantesimo
Saving throw bonus,"",Bonus ai tiri salvezza
Select one judgement at start of combat|to apply its bonus at 5 levels higher,"",Seleziona un giudizio all'inizio del combattimento|e applica i suoi bonus come di 5 livelli superiore
Shield Wall,Shield Wall    +1 / +2 to AC when both using shields,Muro di Scudi
to,Shield Wall    +1 / +2 to AC when both using shields,a
AC,Shield Wall    +1 / +2 to AC when both using shields,CA
when both using shields,Shield Wall    +1 / +2 to AC when both using shields,quando entrambi usano scudi
Shield ally,"",Scudo Alleato
to concentration checks,Shielded Caster    +4 to concentration checks,ai tiri di concentrazione
Shoot into the air to inspire fear within 30ft,"",Spara in aria per ispirare paura nel raggio di 9m
Short,"",Vicino
Shot on the Run,Shot on the Run    Attack at any point during your move,Tirare in Movimento
Attack at any point during your move,Shot on the Run    Attack at any point during your move," Attacca in un qualsiasi momento durante il movimento"
Sickening Critical,"",Critico Debilitante
Slinger’s Luck,"",Pistolero Fortunato
Slinger’s Luck,Slinger’s Luck    Reroll a saving throw (must take second roll)Reroll a skill check,Pistolero Fortunato
Reroll a saving throw (must take second roll)Reroll a skill check,Slinger’s Luck    Reroll a saving throw (must take second roll)Reroll a skill check,Ritira un TS o una prova di abilità (bisogna tenere il secondo tiro) 
Smiting,"",Punizione
Sneaking Precision,Sneaking Precision    Apply a critical effect to the,Precisione Furtiva
Apply a critical effect to the,Sneaking Precision    Apply a critical effect to the,Applicare un effetto critico al
Sneak|Attack|Trick,"",Trucco|Attacco|Furtivo
Spell Combat|Attack Penalty,"",Penalità attacco|Inc. in Comb.
Spell Recall,Spell Recall|Reprepare any spell already cast today,Ricordare Incantesimi
Reprepare any spell already cast today,Spell Recall|Reprepare any spell already cast today,Ricorda un incantesimo già lanciato oggi
Spell Save|DC Bonus,"",Bonus CD|Tiri Salvezza
Spells from your opposed schools cost two slots to prepare.,"",Gli inc. di scuole opposte richiedono 2 slot per essere preparati
Spell|Resistance,"",Resistenza|Incantesimi
Staggering Critical,"",Critico Incapacitante
Startling Shot,"",Colpo Sorprendente
Startling Shot,"Startling Shot    On a miss, target is flat footed till its next turn",Colpo Sorprendente
"On a miss, target is flat footed till its next turn","Startling Shot    On a miss, target is flat footed till its next turn","Sbagliando il tiro, il bersaglio è impreparato fino al suo prossimo turno"
Strength,"",Forza
Strength|Bonus,"",Bonus|Forza
Stunning Critical,"",Critico Stordente
Stunning Shot,"",Colpo Stordente
Stunning Shot,Stunning Shot    Stun target for 1 round,Colpo Stordente
Stun target for 1 round,Stunning Shot    Stun target for 1 round,Stordisce il bersaglio per 1 round
Successful critical hit with a firearm,"",Colpo Critico con arma da fuoco
Summon monster I,"",Evoca Mostri I
Summon monster II,"",Evoca Mostri II
Summon monster III,"",Evoca Mostri III
Summon monster IV,"",Evoca Mostri IV
Summon monster IX,"",Evoca Mostri IX
Summon monster V,"",Evoca Mostri V
Summon monster VI,"",Evoca Mostri VI
Summon monster VII,"",Evoca Mostri VII
Summon monster VIII,"",Evoca Mostri VIII
"Surprise melee attack.  One handed: d6/d4  Two handed: d10/d8Also, CMB to knock prone","","Attacco in mischia a sorpresa. 1 mano: 1d6/d1d4. 2 mani: 1d10/1d8|Se riesce, BMC per buttare a terra"
Switch places with an ally,Swap Places    Switch places with an ally,Cambia posto con un alleato
TEAMWORK,TEAMWORK|FEATS,TALENTO
FEATS,TEAMWORK|FEATS,di SQUADRA
TOUCH,"",CONTATTO
TRUE GRIT,"",VERA GRINTA
TRUE JUDGEMENT,"",VERO GIUDIZIO
CMB,"Tandem Trip    When ally is adjacent, roll twice for trip CMB",BMC
Target of Opportunity,Target of Opportunity    Extra attack when ally hits with ranged,Bersaglio di Opportunità
Extra attack when ally hits with ranged,Target of Opportunity    Extra attack when ally hits with ranged,Attacco extra quando un alleato colpisce a distanza
6 ki points,Target of an attack surrenders - 6 ki points,6 punti ki
Targeting,"",Bersagliare
Targeting,"Targeting    As a full round, target a part of the bodyArms: drops one carried item (no damage)Head: confused for one roundLegs: knocked proneTorso: 19-20 critical rangeWings: begins to fall",Bersagliare
"As a full round, target a part of the bodyArms: drops one carried item (no damage)Head: confused for one roundLegs: knocked proneTorso: 19-20 critical rangeWings: begins to fall","Targeting    As a full round, target a part of the bodyArms: drops one carried item (no damage)Head: confused for one roundLegs: knocked proneTorso: 19-20 critical rangeWings: begins to fall","Come azione di attacco completo, scegli una parte del corpo:| Braccia: il bersaglio fa cadere un oggetto (nessun danno)| Testa: confuso per 1 round| Gambe: cade a terra prono| Torso: minaccia di critico 19-20| Ali: inizia a cadere"
Temporary feat,"",Talento Temp.
The inquisitor cannot cast spells of an alignment|opposed to her own or her deity’s.,"",L'Inquisitore non può lanciare incantesimi di|allineamento opposto al suo o della divinità
Threat range,"",Raggio di minaccia
Tiring Critical,"",Critico Affaticante
Trade sneak attack dice for ability score damage,"",Sacrifica dadi attacco furtivo per danno alle caratteristiche
Transposition,"",Trasposizione
Treat any jump check as if from a running start,"",Considera le prove di Saltare come con rincorsa
Twin eidolon,"",Doppio Eidolon
Two-weapon Defence,Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Difendere con Due Armi
+1 shield bonus to AC for using two weapons (+2 if fighting defensively),Two-weapon Defence    +1 shield bonus to AC for using two weapons (+2 if fighting defensively),Bonus +1 di scudo alla CA combattendo con 2 armi (+2 se sulla difensiva)
Two-weapon Fighting,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,Combattere con Due Armi
Penalty for wielding two weapons reduced to -4 / -4,Two-weapon Fighting   Penalty for wielding two weapons reduced to -4 / -4,La penalità per combattere con 2 armi si riduce a -4/-4
Two-weapon Rend,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",Attacco Lacerante a Due Armi
"If you hit with both weapons, do an extra 1d10 + (","Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage","Se colpisci con entrambe le armi, infliggi 1d10+("
STR,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",FOR
× 1½) damage,"Two-weapon Rend    If you hit with both weapons, do an extra 1d10 + (STR × 1½) damage",x 1.5) danni extra
Two-weapon fighting,Two-weapon fighting    Reduces penalty to:,Combattere con due armi
Reduces penalty to:,Two-weapon fighting    Reduces penalty to:,Riduce la penalità a:
Unconcious,"",Inconscio
Utility Shot,"",Colpo di Utilità
Utility Shot,"Utility Shot    Blast lock, Shoot unattended object or Stop bleeding",Colpo di Utilità
"Blast lock, Shoot unattended object or Stop bleeding","Utility Shot    Blast lock, Shoot unattended object or Stop bleeding",Distrugge una serratura o|Sposta oggetti incustoditi o|termina sanguinamento
Vital Strike,Vital Strike    Extra damage dice,Colpo Vitale
Extra damage dice,Vital Strike    Extra damage dice,Dadi danno extra
WEAPON,WEAPON BONUSES,ARMI
BONUSES,WEAPON BONUSES,BONUS 
WILL SAVE,WILL SAVE|BONUS,BONUS SALVEZZA
BONUS,WILL SAVE|BONUS,|su VOLONTÀ
WITCH,"",FATTUCCHIERE
WITHOUT MASTER,"",SENZA PADRONE
Weapon Finesse,Weapon Finesse  Use DEX for melee attack,Arma Accurata
Use,Weapon Finesse  Use DEX for melee attack,Usa
DEX,Weapon Finesse  Use DEX for melee attack,DES
for melee attack,Weapon Finesse  Use DEX for melee attack,per attacchi in mischia
Weapon Focus:,"",Arma Focalizzata :
Weapon Mastery,""," MAESTRIA NELLE ARMI"
Weapon Mastery,Weapon Mastery    Increased critical range and always confirm critical hits,Maestria nelle Armi
Increased critical range and always confirm critical hits,Weapon Mastery    Increased critical range and always confirm critical hits,Aumenta raggio di critc e conferma sempre colpi critici
Weapon Specialisation:,"",Arma Specializzata:
Weapon enhancements are powered|from your Arcane Pool,"",I potenziamenti dell'arma|provengono dalla riserva arcana
Weapon|Enhancement|Bonus,"",Bonus|Potenziamento|Arma
"When casting a spell and attempting a melee attack against the same target, choose one of:","","Quando si lancia un incantesimo e si attacca in mischia contro lo stesso bersaglio, scegli uno di questi:"
When identifying the abilities and weaknesses of creatures.,"",Per identificare capacità e debolezze delle creature
Wisdom,"",Saggezza
Wisdom|Penalty,"",Penalità|Saggezza
Your base speed (measured in feet per six seconds),"",La tua velocità base (in m/r)
Your size and size modifier,"",La tua Taglia ed il Modificatore di Taglia
Your starting languages,"",I tuoi Linguaggi iniziali
Your weapon also counts as adamantine|for overcoming damage resistance.,"",L'arma conta anche come adamantina|per superare la riduzione del danno.
"Your weapon also counts as aligned,|to an alignment that matches your own.","","L'arma conta anche come allineata,|scegliendo tra uno dei tuoi allineamenti."
Your weapon and armour proficiencies,"",Le tue competenze nelle Armi e nelle Armature
Your weapon counts as magical for|bypassing damage resistance.,"",L'arma conta come magica|per superare la riduzione del danno.
against larger foes,"",contro avversari più grandi
d100,"",d100
die,"",dado
pt,""," punto"
"round down,|minimum 1","","per difetto,|minimo 1"
second sneak attack in a round,"",secondo attacco furtivo in un round
to attacks of opportunity,"",agli attacchi di opportunità
to overcome target’s|spell resistance,"",per superare la resistenza|agli incantesimi del bersaglio
with Armour,"",con Armatura
(ALCHEMIST),"",(ALCHIMISTA)
(Bad),"",(Scarso)
(Good),"",(Buono)
(SAMURAI),"",(SAMURAI)
(cannot use metamagic),"",(Tal. Metamagia proibiti)
(require,"",(richiede
+ 1d6,"",.+ 1d6
+ 2 + 2d6,"",+ 2 + 2d6
+ 2 + 4d6,"",+ 2 + 4d6
+ 4 to all saving throws|+ 4 dodge bonus to,+ 4 to all saving throws|+ 4 dodge bonus to AC,+ 4 a tutti i TS|+ 4 di schivare alla 
"economy,","+1 economy, -1 loyalty","Economia, "
loyalty,"+1 economy, -1 loyalty",Lealtà
+1 hp or skill rank per level,"",+1 hp o grd ablt per livello
loyalty,+1 loyalty,Lealtà
"+2 Initiative; (with Quick Draw, draw firearm as part of initiative)","",+2 a Iniziativa; (con Estrazione Rapida estrai l'arma come parte dell'iniziativa)
"economy,","+3 economy, -4 loyalty","Economia,"
loyalty,"+3 economy, -4 loyalty",Lealtà
"economy,","+4 economy, -8 loyalty","Economia,"
loyalty,"+4 economy, -8 loyalty",Lealtà
+4 insight bonus to Stealth checks for one round,"",Bonus di schivare +4 a Furtività per 1 round
loyalty,-1 loyalty,Lealtà
stability,-1 stability,Stabilità
10 mins,"",10 min
2 or more ki points,20ft aura of luck - 2 or more ki points,2 o più punti ki
3 ki points,"",3 punti ki
3-Level|Bonus × 2,"",Bonus|3-Livelli x2
4 ki points,"30ft cone of fire, deals 2d6 damage - 4 ki points",4 punti ki
4 ki points,"",4 punti ki
A successful strike with smite evil|bypasses damage reduction.,"",Un attacco riuscito con punire il male|
A successful strike with smite goodbypasses damage reduction.,"",Un attacco rtiuscito con punire il bene|oltrepassa la Riduzione del Danno
ALCHEMIST,"",ALCHIMISTA
ALCHEMIST’S EXTRACT FORMULAE,"",FORMULE degli ESTRATTI dell'ALCHIMISTA
ANIMAL FORM,"",FORMA ANIMALE
ARCANA,ARCANA|KNOWN,SEGRETI
KNOWN,ARCANA|KNOWN,CONOSCIUTI
ARCANE POOL,"",RISERVA ARCANA
ARCANE POOL,ARCANE POOL|CAPACITY,RISERVA ARCANA
CAPACITY,ARCANE POOL|CAPACITY,CAPACITÀ
ARCANE SPELL FAILURE,ARCANE SPELL FAILURE|THRESHOLD,SOGLIA FALLIMENTO
THRESHOLD,ARCANE SPELL FAILURE|THRESHOLD,INCANTESIMI ARCANI
ARCANE,ARCANE|POOL,RISERVA
POOL,ARCANE|POOL,ARCANA
ARCHETYPE,"",ARCHETIPO
ARMOUR CHECK|PENALTY,ARMOUR CHECK|PENALTY REDUCTION,RIDUZIONE PENALITÀ|
REDUCTION,ARMOUR CHECK|PENALTY REDUCTION,a PROVA dell' ARMATURA
ARMOUR TRAINING,"",ADDESTRAMENTO NELLE ARMATURE
ASSIGN LEADERSHIP,ASSIGN LEADERSHIP    Adjust kingdom rolls,ASSEGNA COMANDO
Adjust kingdom rolls,ASSIGN LEADERSHIP    Adjust kingdom rolls,Aggiusta i tiri del regno
ATTACK FEATS,"",TALENTI di ATTACCO
Ability score upgrades,"",Avanzamenti punteggi di Abilità
Add any bonus or penalty from your race:,"",Aggiungi bonus e penalità della tua razza:
Aggressive,"",Aggressivo
to overcome spell resistance,Allied Spellcaster    +2 to overcome spell resistance,per superare resist agli incntsmi
"Allocate these scores to your six stats:|Strength, Dexterity, Constitution,|Intelligence, Wisdom and Charisma","","Assegna questi punteggi alle tue 6 Caratteristiche:|Forza, Destrezza, Costituzione, Intelligenza, Saggezza e Carisma"
2 ki points,Ally may re-roll attack or save - 2 ki points,2 punti ki
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","",Arrotonda sempre per difetto. Se hai numeri dispari nei tuoi punteggi di Abilità|ci sarà la possibilità di aggiustarli nei livelli superiori.
Any 2 deeds except Slinger’s Luck,"",2 Gesta qualsiasi esclusa Fortuna del Pistolero
Any other racial abilities,"",Ogni altro privilegio raziale
Arcane Pool|Cost,"",Costo|Riserva Arcana
Area / Target,"",Area / Bersaglio
"Armour class bonus|From level 10, bonus doubles against critical hits","",Bonus Classe Armatura|Dal livello 10 bonus x2 contro i colpi critici
Armour|Bonus,"",Bonus|Armatura
"As a full round, target a part of the body:  Arms: drops one carried item (no damage)  Head: confused for one round  Legs: knocked prone  Torso: 19-20 critical range  Wings: begins to fall","","Come azione di attacco completo, scegli una parte del corpo:| Braccia: il bersaglio fa cadere un oggetto (nessun danno)| Testa: confuso per 1 round| Gambe: cade a terra prono| Torso: minaccia di critico 19-20| Ali: inizia a cadere"
2 ki points,"As a swift action once a day, create a 20ft-radius aura of|luck allowing yourself and all allies to take the better of two|rolls for attacks and saving throws.|Aura lasts 1 round for every 2 ki points spent",2 punti ki
As long as you have at least one ki point,"",Finché hai almeno 1 punto ki
"Ask your GM how to create your basis scores. He might give you a|fixed array, ask you to roll dice, or use a point buy system.","","Chiedi al GM come creare i tuoi punteggi di base.|Ti potrà fornire una lista, o chiederti di tirare un dado, o usare un sistema a punti"
"Attack bonus|From level 10, bonus doubles to confirm critical hits","",Bonus Attacco|Dal livello 10 bonus x2 per confermare colpi critici
Attribute|modifiers,"",Modificatori|Attributi
Attribute|scores,"",Punteggi|Attributi
Automatic success on casting defensively,"",Successo automatico se si lancia sulla difensiva
BANE,BANE|PER DAY,ANATEMA
PER DAY,BANE|PER DAY,al GIORNO
BASE ATTACK & SAVING THROWS,"",ATTACCO BASE & TIRI SALVEZZA
BASE|ATTACK,BASE|ATTACK|BONUS,BONUS|ATTACCO
BONUS,BASE|ATTACK|BONUS,BASE
BLOODLINE,"",STIRPE
BLOODLINES,"",STIRPI
BRAVERY,"",AUDACIA
BUILD A CHARACTER,"",CREA UN PERSONAGGIO
BUILDINGS,BUILDINGS    Add buildings to towns,EDIFICI
Add buildings to towns,BUILDINGS    Add buildings to towns,Aggiungi edifici alle Città
Back to Back,Back to Back    +2 to AC against flanking,Schiena contro Schiena 
to,Back to Back    +2 to AC against flanking,alla 
AC,Back to Back    +2 to AC against flanking,CA
against flanking,Back to Back    +2 to AC against flanking,contro fiancheggiamento
Background,"",Background
Bane Rounds|Today,"",Round Anatema|Oggi
Barony,"",Baronia
Base Form,"",Forma Base
Base attack bonus and saving throws,"",Bonus Attacco Base e Tiri Salvezza
Base|Attack|Bonus,"",Bonus|Attacco|Base
Base|Speed,"",Velocità|Base
Base|Value,"",Valore|Base
Basic Value,"",Valore Base
