Original,Part of,Translation
Telepath,Telepath (telepathy),Telepate
(telepathy),Telepath (telepathy),(telepatia)
Hammer the Gap,Hammer the Gap    On a successful attack,Martellamento
On a successful attack,Hammer the Gap    On a successful attack,Con un attacco riuscito
Improved Shield Bash,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Attacco con lo Scudo Migl.
Use Shield Bash and keep your shield bonus to,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,Attacca con lo scudo
AC,Improved Shield Bash    Use Shield Bash and keep your shield bonus to AC,CA
Become incorporeal for,Become incorporeal for 1 min,Diventa incorporeo per
1 min,Become incorporeal for 1 min,1 min
+ 10 to speed|unless wearing|heavy armour,"",+3m alla vel.|se non in|armatura pesante
BANNER,"",STENDARDO
Trap Sense +3,"",Percepire Trappole +3
3.5e,"",3.5e
"On a miss, target is flat footed till its next turn","","Sbagliando il tiro, il bersaglio è impreparato fino al suo prossimo turno"
INSPIRE COMPETENCE,"",ISPIRARE COMPETENZA
Debit,"",Debito
Cleric|Level,"",Livello|da Chierico
BONDED WEAPON,"",ARMA LEGATA
Druid Level,"",Livello da Druido
CHAOTIC,"",CAOTICO
"Always round down. If you have odd numbers in your ability scores,|there will be a chance to adjust the scores at later levels.","",Arrotonda sempre per difetto. Se hai numeri dispari nei tuoi punteggi di Abilità|ci sarà la possibilità di aggiustarli nei livelli superiori.
Ki Pool (lawful),"",Riserva Ki (Legale)
Settlement name,"",Nome dell'insediamento
2 × Shortsword,"",2 x Spada Corta
Base Value,"",Valore Base
GUN TRAINING,"",ADDESTRAMENTO ARMI da FUOCO
Summon monster II,"",Evoca Mostri II
MEDIUM RANGE,"",RAGGIO MEDIO
"Diplomacy, Handle Animal","","Diplomazia, Addestrare Animali"
Trade sneak attack dice for ability score damage,"",Sacrifica dadi attacco furtivo per danno alle caratteristiche
Trapfinding,"",Individuare Trappole
Spell resistance,"",Resistenza agli incantesimi
+10 to move at full speed,"",+3 m al movimento a velocità piena
Buffs,"",Bonus
ROGUE TALENTS,"",DOTI DA LADRO
Max Spell Level,"",Livello Inc. Max
DR 5/— when wearing armour or using a shield,"",DR 5/—  indossando un armtura o usando un scudo
CHARGE,"",CARICA
Belts,"",Cinture
Twin eidolon,"",Doppio Eidolon
BARD,"",BARDO
Greater ),"",Superiore )
Your weapon and armour proficiencies,"",Le tue competenze nelle Armi e nelle Armature
Calculate your six ability modifiers,"",Calcola i tuoi 6 modificatori abilità
WHOLENESS OF BODY,"",INTEGRITÀ DEL CORPO
Components,"",Componenti
A successful strike with smite evil|bypasses damage reduction.,"",Un attacco rtiuscito con punire il male|oltrepassa la Riduzione del Danno
Any other racial abilities,"",Ogni altro privilegio raziale
Hit|Die,"",Dado|Vita
Metacreativity,"",Metacreatività
to negate,"",per negare
Cash,"",Contanti
Bonus Spell,"",Incantesimo Bonus
Ki cost,"",Costo Ki
Improved Grapple,"",Lottare migliorato
Subtype,"",Sottotipo
Ability score upgrades,"",Avanzamenti punteggi di Abilità
Apply poison as move action,"",Applica veleno come azione di movimento
FAVOURED TERRAIN BONUS,"",BONUS AMBIENTE PRESCELTO
Unarmed Strike,"",Colpo senz'armi
Sickening Critical,"",Critico Debilitante
Chest,"",Petto
"Bonus only applied when unarmoured,|unencumbered and not helpless","",il Bonus si applica solo se si è senza|armatura e non si è ingombrati o indifesi
/  Town,"",/ Città
TACTICIAN,"",TATTICO
Quirks,"",Tratti particolari
LOY,"",LEA
Temp|Score,"",Punteggio|Temp
FAVOURED TERRAINS,"",AMBIENTI PRESCELTI
Burrow,"",Scavare
10 mins,"",10 min
CON|Increase,"",COS|Aumento
Base,"",Base
Arcane Sight,"",Vista Arcana
BARBARIAN,"",BARBARO
Enhancement,"",Potenziamento
40ft,"",12 m
Bear’s Endurance,"",Resistenza dell'Orso
Credit,"",Credito
Distance,"",Distanza
30ft,"",9 m
BASIC DAMAGE,"",DANNO BASE
Challenges|Today,"",Sfide|Oggi
(SAMURAI),"",(SAMURAI)
Bleeding Critical,"",Critico Sanguinante
Bards can use all knowledge skills untrained,"",I bardi possono usare tutte le Conoscenze senza addestramento.
Ki Pool (magic),"",Riserva Ki (Magica)
STABILITY,"",STABILITÀ
Racial,"",Razziale
Knowledge: Nature,"",Conoscenze: Natura
30ft. Cone or|60ft. Line,"",Cono di 9m o|Linea di 18m
Speak with any living creature,"",Parlare con ogni creatura vivente
UNSTOPPABLE,"",INARRESTABILE
Favoured|Enemy|Bonus,"",Bonus|Nemico|Prescelto
CLOSE RANGE,"",RAGGIO VICINO
(BARBARIAN),"",(BARBARO)
General,"",Generale
6d6,"",6d6
Arcane Dilettante 6,"",Dilettante Arcano 6
CURE / INFLICT,"",CURA / INGLIGGI
• Nauseated,"",• Nauseato
MUNDANE POTIONS,"",POZIONI COMUNI
Summon monster VII,"",Evoca Mostri VII
Resilience,"",Resistenza
Towns,"",Città
Non-Monk|Levels,"",Livelli|non da Monaco
Light Steps,"",Passi Lievi
Treated as outsider,"",Trattato come Esterno
Feet,"",Piedi
"On critical hit, target is stunned (or staggered if they pass a Will save) for 1d4 rds.","","Se critico, il bersaglio è stordito (o barcollante se supera un TS su Volontà) per 1d4 round"
"Change shape as a full-round action,|given a fortitude save:","","Cambia forma con un'azione di round completo,|concesso un tiro salvezza sulla tempra"
All skills are considered class skills,"",Tutte le Abilità sono considerate Abilità di classe
Nerfs,"",Penalità 
Slow Fall 30 ft,"",Caduta Lenta 9m
BOMBS,"",BOMBE
Jump,"",Saltare
x 2,"",x2
"Armour Enhancement, Greater","",Armatura Potenziata Superiore
HOSTILE,"",OSTILE
SURVIVAL,"",Sopravvivenza
FAMILIAR,"",FAMIGLIO
TRUE GRIT,"",VERA GRINTA
1 min,"",1 min
MOVE THROUGH ENEMY’S OWN SQUARE,"",Movimento attraverso lo spazio del nemico
Bonus Spells|INT,"",Inc. Bonus|INT
M’wk,"",Perf.
PSYCHIC STRIKE,"",COLPO PSICHICO
Empty Body,"",Corpo vuoto
1d10,"",1d10
Strength|Bonus,"",Bonus|Forza
(From level 4),"",(dal livello4)
1d6,"",1d6
Medusa’s Wrath,"",Ira della Medusa
Search,"",Ricerca
Casting time,"",Tempo di Lancio
Damage Reduction,"",Riduzione del danno
Other skills:|Craft - INT|Perform - CHA,"",Altre ablt:|Artigian.-INT|Intrattenere-CAR
Population,"",Popolazione
TELEPATHY,"",TELEPATIA
"Move 5ft immediately; +2 AC against triggering attackAlternatively, drop prone for +4 AC","","Muoversi di 1.5m come azione immediata;+2 a CA contro l'attacco|In alternativa, farsi cadere prono per avere +4 a CA"
One skill|rank,"",Un punto|abilità
mins,"",min
CURSE OF LYCANTHROPY,"",MALEDIZIONE DELLA LICANTROPIA
LAWFUL,"",LEGALE
Keep a broken gun from exploding on a misfire,"",Impedisce a un'arma inceppata di esplodere
Viceroy,"",Vicerè
BONDED OBJECT,"",OGGETTO LEGATO
Improved Critical / Keen weapon / Keen magical effect,"",Critico Migliorato / Arma affilata / Affilata -effetto magico-
Avoid all damage on successful reflex save,"",Evita tutti i Danni con un TS su Riflessi riuscito
"FEATS, TRAITS AND|SPECIAL ABILITIES","","TALENTI, TRATTI E|ABILITÀ SPECIALI"
Hat / Mask,"",Cappello / Maschera
Animal,"",Animale
Current Country,"",Paese attuale
Use Magical Device,"",Usare Oggetti Magici
Temporary|Hit Points,"",Punti Ferita|Temporanei
Code of Conduct,"",Codice di Condotta
Evasive,"",Elusivo
HIGH JUMP,"",SALTO IN ALTO
Add any bonus or penalty from your race:,"",Aggiungi bonus e penalità della tua razza:
AC bonus provided you moved at least 10ft this turn.,"",Bonus CA con movimento di almeno 3m durante il turno
Starting point,"",Punto di partenza
EVIL,"",MALVAGIO
CHARGES,"",CARICHE
Organisation,"",Organizzazione
(Round | down),"",(per difetto)
WIS - 4,"",SAG - 4
+ Level,"",+ Livello
CONSUMPTION,"",CONSUMO
Vorpal,"",Vorpal
Damage bonus,"",Danni Bonus
SUGGESTION,"",SUGGESTIONE
Expansionist,"",Espansionista
AC + INT (1 round),"",CA + INT (1 round)
CHA - 8,"",CAR - 8
WEAPON,"",ARMA
Page,"",Pagina
sp,"",ma
Energy resistance bonus,"",Bonus Resistenza all'energia
SPECIAL ABILITIES,"",ABILITÀ SPECIALI
5-LEVEL|BONUS,"",BONUS|5-LIVELLI
Improved Trip,"",Sbilanciare migl.
Spell Level,"",Livello Inc.
Arcane Dilettante 8,"",Dilettante Arcano 8
Size|Modifier,"",Modificatore|di taglia
HIT|POINTS,"",PUNTI|FERITA
Level|Bonus,"",Livello|bonus
Weapon Focus:,"",Arma Focalizzata :
Inquisitor|Level,"",Livello|Inquisitore
DMG,"",DANNI
ALCHEMIST’S EXTRACT FORMULAE,"",FORMULE degli ESTRATTI dell'ALCHIMISTA
ARCHETYPE,"",ARCHETIPO
Liar,"",Bugiardo
High Priest,"",Sommo Sacerdote
Acid Splash,"",Spruzzo Acido
SAMURAI ORDER — CHALLENGE ABILITY,"",ORDINE del SAMURAI - ABILITÀ di SFIDA
"Blinded, Deafened, Diseased","","Cieco, Assordato, Ammalato"
13 to 17,"",da 13 a 17
rds,"",rnd
Hidden Master,"",Maestro nel Nascondersi
CR,"",GS
Today,"",Oggi
Reduce effective falling height using wall,"",Riduzione altezza di caduta effettiva vicino ai muri
Animate Dead,"",Animare Morti
Any 2 deeds except Slinger’s Luck,"",2 Gesta qualsiasi esclusa Fortuna del Pistolero
GREATER RAGE,"",IRA SUPERIORE
SAVING THROWS,"",TIRI SALVEZZA
"When using a dagger, punching dagger, kerambit, kukri, starknife orswordbreak dagger, the Knife Master’s sneak attack deals d8s.|With any other weapon, they deal d4s.","","Quando usa pugnale, pugnale da mischia, kerambit, kukri, astrum o pugnale spezzalama, l'attacco furtivo del Maestro dei Coltelli usa d8 per i danni.| Con ogni altra arma usa d4."
TRUE RESOLVE,"",FERMEZZA PURA
Knowledge,"",Conoscenza
Merge forms,"",Fondere Forme
Leadership,"",Autorità
ATTACK FEATS,"",TALENTI di ATTACCO
7ft,"","2,1 m"
Timeless Body,"",Corpo senza tempo
d10,"",d10
Total hit|points,"",Totale punti|ferita
Gnome,"",Gnomo
"Treat hands, feet, knees and elbows as weapons","","Tratta mani, piedi, ginocchia e gomiti come armi"
Monk Level,"",Livello da Monaco
4 IP,"",4 IP
d12,"",d12
Cost,"",Costo
LAST STAND,"",RESISTENZA FINALE
"Handle Animal, Intimidate","","Addestrare Animali, Intimidire"
Improved|Evasion,"",Eludere|Migliorato
25 to 29,"",da 25 a 29
Sickened,"",Infermo
(Good),"",(Buono)
Treat unarmed attacks as lawful weapons,"",Tratta gli Attacchi senz'armi come Armi legali
METAMAGIC,"",METAMAGIA
16 to 17,"",da 16 a 17
Apply this bonus to all knowledge skills,"",Applicare questo bonus a tutte le Conoscenze
RESOLVE,"",FERMEZZA
CHOSEN DESTINY,"",DESTINO PRESCELTO
with Armour,"",con Armatura
(Round up),"",(per eccesso)
Penetrating Strike  (,"",Colpo Penetrante (
INVENTORY,"",INVENTARIO
Fortitude,"",Tempra
/  Region,"",/ Regione
"Begin or switch a bardic performance as a move action,|rather than as a standard action.","",Inizia o cambia un'esibizione bardica come azione di|movimento invece che come azione standard.
1/day,"",1/gg
Warden,"",Custode
"At each level, a Wu Jen learns two spells of any level they can cast.","",Ad ogni livello un Wu Jen impara due incantesimi di qualunque livello in cui abbia slot.
Attack|Penalty,"",Penalità|Attacco
(RANGER),"",(RANGER)
Quick Clear,"",Riparazione Rapida
Use a full attack action for more attacks,"",Usa un'Azione di attacco completo per più attacchi
Neck / Throat,"",Collo / Gola
SHARE FAVOURED ENEMY,"",CONDIVIDERE NEMICO PRESCELTO
Dodge|Bonus,"",Bonus|Schivare
JACK OF ALL TRADES,"",ECLETTICO
Destruction,"",Distruzione
"When below 0hp, always stabilise without needing to make a constitution check (though bleed damage still counts).","","Quando a meno di 0pf, stabilizza sempre senza dover fare un tiro sulla costituzione (i danni da sanguinamento si applicano ugualmente)."
Natural|Armour,"",Armatura|Naturale
lb,"",kg
Spell Save DC = 10 + WIS + Spell Level,"",CD Salvezza Inc. = 10 + SAG + Liv. Incantesimo
Blinding Critical,"",Critico Accecante
Ranger Level,"",Livello da Ranger
Locate Traps,"",Scoprire Trappole
+20ft,"",+6m
Acrobatics skill +4,"",+4 Acrobazia
Precise Shot,"",Colpo Accurato
String,"",Corde
Icy burst,"",E. ghiaccio
EDICTS,"",EDITTI
Equivalent|Spell Level,"",Livello Inc.|equivalente
60 ft,"",18 m
Critical,"",Critico
"Racial, Feats","","Talenti, Razziali"
SPELL RECALL / KNOWLEDGE POOL,"",RICORDARE INCANTESIMI / RISERVA di CONOSCENZA
"Invoke True Judgement before one attack|If the attack is successful, the target|  must pass a Fortitude save or die|Whether successful or not, that target is|  then immune to True Judgement for 24 hours","","Invoca il Vero Giudizio prima di un attacco|Se l'attacco ha successo, il bersaglio|deve superare un TS su Tempra o muore|Che abbia successo o meno, il bersaglio|è immune al Vero Giudizio per 24 ore."
"Bluff, Sense Motive","","Raggirare, Intuizione"
Sing,"",Cantare
Dead Shot,"",Colpo Letale
Heir,"",Erede
DEFENCE & SAVING THROWS,"",DIFESA & TIRI SALVEZZA
Disable Traps,"",Disatt. Trappole
Favoured|     Enemy|     Terrain,"",Prescelto| Nemico| Terreno
4 ki points,"",4 punti ki
15ft.  Cone or|30ft. Line,"","Cono di 7,5m o|Linea di 9m"
2/day,"",2/gg
Wind Instruments,"",Strumenti a fiato
Creature|Level,"",Livello|Della creatura
15ft,"","4,5 m"
Trap Sense +4,"",Percepire Trappole +4
Weapon Focus  (,"",Arma Focalizzata (
ARCANE RESISTANCE,"",RESISTENZA ARCANA
Armour AC,"",CA Armatura
Domain Spell,"",Incantesimi di|Dominio
Bard|Level,"",Livello|da Bardo
Manifester|Level,"",Livello|psionico
Sleight of|Hand,"",Rapidità di|Mano
Sleight of Hand,"",Rapidità di Mano
Book,"",Libro
FORCE OF WILL,"",FORZA DI VOLONTA'
"Diplomacy, Intimidate","","Diplomazia, Intimidire"
TOUCH,"",CONTATTO
Exhausting Critical,"",Critico Inesorabile
20 Reflex save,"",TS Riflessi 20
Temporary feat,"",Talento Temp.
Rounds Today,"",Round oggi
MONEY,"",SOLDI
NPC,"",PNG
ARMOUR CLASS BONUS,"",BONUS CA
1 hour meditation,"",1 ora di meditazione
Open Lock,"",Aprire Lucchetti
TRAPS,"",TRAPPOLE
SAVING|THROW,"",TIRO|SALVEZZA
EFFECTIVE|CHARACTER LEVEL,"",LIVELLO PERSONAGGIO|EFFETTIVO
RESOLUTE,"",RISOLUTO
Cannot run or charge|-2 Strength and Dexterity,"",Non può correre o caricare|-2 Forza e Destrezza
INSPIRE COURAGE,"",ISPIRARE CORAGGIO
Slow Fall 80 ft,"",Caduta Lenta 24m
• Fatigued,"",Affaticato
Cavalier’s Charge,"",Carica del Cavaliere
Inflict Wounds,"",Infliggere Ferite
CHA - 12,"",CAR - 12
ATTACK DC,"",CD ATTACCO
Dying,"",Morente
9d6,"",9d6
Spellcraft,"",Sapienza Magica
d20 +,"",d20 +
BONUS FEAT,"",TALENTI BONUS
Antipaladin|Level,"",Livello|Antipaladino
Stat,"",Stat
Bleeding Wound,"",Ferita Sanguinante
Overwhelming,"",Soverchiante
Invoke two judgements at once,"",Invoca 2 giudizi contemporaneamente
Short,"",Vicino
Defensive Casting Bonus is double the Attack Penalty taken,"",Il bonus per Lanciare sulla Difensiva è il doppio della penalità all'attacco subita
Damage|Bonus,"",Danno|Bonus
Bastard Sword,"",Spada Bastarda
Cause enemies within 30ft to become shaken,"",Infligge status scosso a nemici entro 9mt
Favoured| Enemy,"",Nemico|Prescelto
Concentration|Bonus,"",Bonus|Concentrazione
Defining Features,"",Tratti caratteristici
+ 1d6,"",.+ 1d6
d6 / 2d6,"",d6 / 2d6
EMPTY BODY,"",CORPO VUOTO
EFFECTS,"",EFFETTI
ARMOUR CLASS,"",CLASSE ARMATURA
Spell|Save DC,"",CD TS|Incantesimi
Enhancement|Cost,"",Costo|Potenziamento
HEALING|POINTS,"",PF|CURATI
Blinded,"",Accecato
Times per day,"",Volte al giorno
WELL-VERSED,"",AVVEZZO
(MONK),"",(MONACO)
Mobility,"",Mobilità
Purity of Body,"",Purezza del Corpo
PF-RPG,"",PF-GdR
"Acrobatics, Fly","","Acrobazia, Volare"
Armour|Check|Penalty,"",Penalità|armatura|alla prova
Halfling,"",Halfling
Trap|Sense,"",Percepire|Trappole
IN WINTER,"",IN INVERNO
Resolve|Today,"",Fermezza|Oggi
50 coins weighs 1lb,"","50 monete pesano 0,5kg"
Arcane Pool|Cost,"",Costo|Riserva Arcana
Tiring Critical,"",Critico Affaticante
AFFLICTED LYCANTHROPE,"",LICANTROPIA TRASMESSA
Greater Weapon Specialisation,"",Arma Specializzata Superiore
Blasphemy,"",Blasfemia
2 Bonus hit dice|+ 2d10 (including CON),"",2 dadi vita bonus|+2d10 (incluso bonus di Cos)
+4 insight bonus to Stealth checks for one round,"",Bonus di schivare +4 a Furtività per 1 round
• Bleed,"",• Sanguinamento
MONK,"",MONACO
2 IP,"",2 IP
N/A,"",N/D
6 to 10,"",da 6 a 10
Aggressive,"",Aggressivo
CHA - 4,"",CAR - 4
Paladin|Level,"",Livello|da Paladino
WEAPON ENHANCEMENT,"",POTENZIAMENTO ARMA
Slow Fall 40 ft,"",Caduta Lenta 12m
TAXATION,"",TASSAZIONE
Unlimited uses|per day,"",Usi illimitati|al giorno
to confirm criticals,"",per confermare critici
LONG JUMP,"",SALTO IN LUNGO
BASE ATTACK|BONUS,"",BONUS|ATTACCO BASE
MASTER STRIKE,"",COLPO DA MAESTRO
Bonus to saves against charm|and compulsion effects,"",Bonus ai TS contro|charme e compulsione
Attained,"",Completato
"Armour Enhancement, Lesser","",Armatura Potenziata Inferiore
Capacity,"",Capacità
Temp Attack,"",Attacco Temp.
Add your INT to initiative.,"",Aggiunge INT all'iniziativa
Bonus,"",Bonus
"Camoflage, Bonus feat","","Comuffamento, Talento bonus"
CHARACTER,"",PERSONAGGIO
Barbarian|Level,"",Livello|da Barbaro
Stun (or other effects) target for one round,"",Stordire (o altro effetto) il bersaglio per un round
"Master strike cannot be used again on the same target within|24 hours, whether they pass the Fortitude save or not.","","Il Colpo da maestro non può essere usato nuovamente sullo stesso|bersaglio entro 24 ore, che superi il TS su Tempra oppure no"
Attribute|modifiers,"",Modificatori|Attributi
2 ki points,"",2 punti ki
DIAMOND SOUL,"",Anima adamantina
TATTOOS,"",TATUAGGI
APPEARANCE,"",ASPETTO
Improved Bull Rush,"",Spingere migliorato
Treasurer,"",Tesoriere
Knowledge: Religion,"",Conoscenze: Religioni
10d6,"",10d6
Origin,"",Origine
COMBAT MANOEUVRES,"",MANOVRA IN COMBATTIMENTO
Level|Adjustment,"",Adattamento|Per livello
Knowledge: Dungeoneering,"",Conoscenze: Dungeon
CAVALIER ORDER — CHALLENGE ABILITY,"",ORDINE CAVALLERESCO - ABILITÀ di SFIDA
Current Shape,"",Forma attuale
MAGUS,"",MAGUS
"Bluff, Disguise","","Raggirare, Camuffare"
STR,"",FOR
"Racial,|Feats,|Synergy","","Razziale,|Talenti,|Sinergia"
Invoke one Judgement on your|foes and receive a bonus|as long as you are in combat.,"",Invoca un Giudizio sui tuoi|nemici e ricevi un bonus|finchè sei in combattimento
AC,"",CA
Weapon Specialisation:,"",Arma Specializzata:
PARTY FUNDS,"",FONDI DEL GRUPPO
PARTY,"",GRUPPO
ROGUE,"",LADRO
1ft,"","0,3 m"
PREPARED ARCANE SPELLS,"",INCANTESIMI ARCANI PREPARATI
Draw selected weapon as an immediate action:,"",Estrae l'arma prescelta come azione gratuita:
FRIENDS AND FOES,"",AMICI E NEMICI
ARCANE BOND,"",LEGAME ARCANO
Spellthief|Level,"",Livello|da Spellthief
Transposition,"",Trasposizione
days,"",giorni
5d6,"",5d6
GOOD,"",BUONO
3/day,"",3/gg
d6,"",d6
Throat,"",Gola
"+2 Initiative; (with Quick Draw, draw firearm as part of initiative)","",+2 a Iniziativa; (con Estrazione Rapida estrai l'arma come parte dell'iniziativa)
Deadeye,"",Occhio Letale
NPC GROUP,"",GRUPPO PNG
2d6 +,"",2d6 +
3d6,"",3d6
QUEST ITEMS,"",OGGETTI DELLA QUEST
Act,"",Recitare
Bond Senses,"",Sensi del Legame
FRIEND,"",AMICO
1d4,"",1d4
FALL,"",CADUTA
Half-orc,"",Mezzorco
15 ft,"","4,5m"
Weapon type,"",Tipo di arma
Heavy Load,"",Carico Pesante
Summoned|Today,"",Evocati|oggi
Caster|Level,"",Livello|Incantatore
Morale|Bonus,"",Bonus|morale
per successive hit,"",con ogni colpo successivo
0 IP,"",0 IP
HUNTER’S BOND,"",Legame del cacciatore
Improved Critical,"",Colpo Critico migl.
ft,"",m
Avoid all damage on successful reflex,"",Nessun danno per tiri salvezza sui riflessi con successo
Name,"",Nome
"Add your wisdom modifier to attack, damage,|AC, skill checks, ability checks, saving throws,|initiative rolls and speed (gain 5ft per point)","","Aggiunge il modificatore di saggezza ad attacco, danni,|CA, prove di abilità e di caratteristica, tiri salvezza,|iniziativa e velocità (1,5m per punto)"
MOUNT,"",CAVALCATURA
Duchy,"",Ducato
Maximum|Penalty,"",Penalità|massima
Slow Fall 20 ft,"",Caduta Lenta 6m
Arms,"",Braccia
KNIFE MASTER,"",MAESTRO DEI COLTELLI
sq,"",q
FEMALE,"",FEMMINA
TEAMWORK FEATS,"",TALENTO DI SQUADRA
CATCH LEDGE,"",AGGRAPPARSI
Active,"",Attivo
Hidden Master: cast Greater Invisibility as a standard action,"",Maestro nel Nascondersi: lancia Invisibilità Superiore come azione standard
FAVOURED ENEMIES,"",NEMICI PRESCELTI
A successful strike with smite goodbypasses damage reduction.,"",Un attacco rtiuscito con punire il bene|oltrepassa la Riduzione del Danno
Extract|Save DC,"",CD TS|Estratti
AFFILIATIONS,"",AFFILIAZIONI
SPELL RANGES,"",RAGGIO INCANTESIMI
Race,"",Razza
ARCHIVIST,"",ARCHIVISTA
Weapon|Enhancement|Bonus,"",Bonus|Potenziamento|Arma
"From level 10, a Rogue|can take Advanced Talents","","Dal decimo livello, un Ladro|può scegliere Doti avanzate"
against larger foes,"",contro avversari più grandi
Max|Attacks,"",Attacchi|Max
SPELL COMBAT,"",INCANTESIMI in COMBATTIMENTO
Spend all remaining resolve (at least 2) to avoid death,"",Spendere gli usi di Fermezza rimasti (minimo 2) per evitare la morte
Regain one use of Resolve when you|defeat the target of a Challenge,"",Riguadagni un uso di Fermezza quando|sconfiggi il bersaglio di una Sfida
FEAT,"",TALENTO
Take the better of two rolls on a Fortitude or Will save,"",Tira 2 volte per TS su Tempra o Volontà e tiene il migliore
Other Spells,"",Altri incantesimi
Flurry of Blows Attack Bonus,"",Bonus Attacco Raffica di Colpi
CHALLENGE,"",SFIDA
DEFENCE,"",DIFESA 
5ft,"","1,5 m"
Endurance,"",Resistenza 
CAVALIER ORDER — SKILLS,"",ORDINE CAVALLERESCO - ABILITÀ
KINGDOM MANAGEMENT,"",GESTIONE DEL REGNO
HYBRID FORM,"",FORMA IBRIDA
DRUID,"",DRUIDO
Advanced Talents,"",Talenti avanzati
Spell Resistance,"",Resistenza agli Incantesimi
Character name,"",Nome del Personaggio
Farms,"",Fattorie
(BARD),"",(BARDO)
INT - 12,"",INT - 12
Spell Save DC = 10 + INT + Spell Level,"",CD TS Incantesimo = 10 + INT + Liv. Incantesimo
Blades of Fire,"",Lame di Fuoco
Use any skill as if you were trained,"",Usa ogni abilità come se fossi addestrato
Elf,"",Elfo
gp,"",mo
Extracts|per day,"",Estratti|al giorno
Quivering Palm,"",Palmo tremante
Buff,"",Potenziamento
+ 2 + 2d6,"",+ 2 + 2d6
Shoulders,"",Spalle
CON,"",COS
AC Penalty,"",Penalità CA
INT,"",INT
d100,"",d100
Basic|Damage,"",Danno|Base
+1 per level,"",+1 per livello
Your base speed (measured in feet per six seconds),"",La tua velocità base (in m/r)
DEITY,"",DIVINITÀ
to attacks of opportunity,"",agli attacchi di opportunità
Caster Levels,"",Liv. da Incantatore
Area / Target,"",Area / Bersaglio
Worn Items,"",Oggetti Indossati
Sneak|Attack|Trick,"",Trucco|Attacco|Furtivo
• Confused,"",• Confuso
UPKEEP,"",MANTENIMENTO
WITCH,"",FATTUCCHIERE
Psychokinetic burst,"",Esplosione psicocinetica
Maker’s call,"",Richiamo del Creatore
"Blindsight 30ft, Bonus feat","","Vista Ceca 9m, Talento bonus"
COMBAT ABILITIES,"",ABILITÀ DI COMBATTIMENTO
DEX,"",DES
Country,"",Paese
2d6 / 3d8,"",2d6 / 3d8
LEVELS,"",LIVELLI
Psychokinesis,"",Psicocinesi
Convert a confirmed critical hit to a standard hit,"",Converte un critico confermato in un colpo normale
SPLASH DAMAGE,"",Danno Spargimento
DEEDS,"",GESTA
Strength,"",Forza
AC BONUS,"",BONUS CA
From Level 3:,"",Dal Livello 3:
Cause an enemy to die of joy or sorrow,"",Provoca la morte di un nemico per gioia o tristezza
Cast any spell from the Wizard spell list,"",Lancia qualunque incantesimo dalla lista del Mago
Startling Shot,"",Colpo Sorprendente
LANGUAGES,"",LINGUAGGI
Ability Modifier = (Total Ability Score - 10) ÷ 2    (Round down),"",Modific. Caratt. = (Punteggio Caratt. - 10) ÷ 2 (per difetto)
Armour|Bonus,"",Bonus|Armatura
rks,"",grd
RONIN CHALLENGE ABILITY,"",ABILITÀ SFIDA del RONIN
Weapon Focus,"",Arma Focalizzata
15 Acrobatics,"",15 Acrobazia
PARTY INVENTORY,"",INVENTARIO DEL GRUPPO
Bombs Today,"",Bombe oggi
EQUIPMENT,"",EQUIPAGGIAMENTO
bp,"",pb
Mounted Speed,"",Velocità Cavalcatura
RONIN,"",RONIN
"When casting a spell and attempting a melee attack against the same target, choose one of:","","Quando si lancia un incantesimo e si attacca in mischia contro lo stesso bersaglio, scegli uno di questi:"
18 up,"",18 o più
CLASSES,"",CLASSI
Favoured class,"",Classe preferita
9ft,"","2,7 m"
Keen,"",Affilata
Creature Name,"",Nome della creatura
SUMMONER|LEVEL,"",LIVELLO|CONVOCATORE
Spell Failure,"",Fallimento Inc.
Half-elf,"",Mezzelfo
2d8,"",2d8
Ability Modifier =|    (Total Ability Score - 10) ÷ 2,"",Modificatore di Abilità =|(Punteggio di Abilità Totale - 10) / 2
Base attack bonus and saving throws,"",Bonus Attacco Base e Tiri Salvezza
Bonus applies when attacked with a light blade.,"",Il bonus si applica se attaccato con una lama leggera.
Base Save,"",Salvezza base
Linguistics,"",Linguistica
HIT POINTS & SKILL RANKS,"",PUNTI FERITA & GRADI ABILITA'
Can be dispelled,"",Può essere dissolto
4/day,"",4/gg
Breath weapon range doubles,"",Raddoppia il raggio dell'arma a soffio
Disguise,"",Camuffare
3d8,"",3d8
Arcane|Pool Cost,"",Costo|Riserva Arcana
Judgements|Today,"",Giudizi|Oggi
Hide,"",Nascondersi
"Lose DEX bonus to AC; -2 AC|-4 on STR and DEX skills, opposed Perception|50% miss chance when attacking|DC 10 Acrobatics to move more than half speed","","Perde bonus DES a CA; -2 CA|-4 a abilità su FOR, DES e prove opposte di|Percezione; 50% di mancare quando attacca|CD 10 su Acrobazia per muoversi a più di ½ velocità"
30 ft,"",9 m
Player,"",Giocatore
EXPERT|TRAINER,"",ADDESTRATORE|ESPERTO
d8 / 2d8,"",d8 / 2d8
Bonus Language:,"",Linguaggio bonus:
Expert Loading,"",Esperto nella Ricarica
DISTRACTION,"",DISTRAZIONE
Wisdom,"",Saggezza
FRIGHTENING TUNE,"",ACCORDO SPAVENTOSO
Stunning Shot,"",Colpo Stordente
(Round down),"",(Arrotondato per difetto)
Ki Pool (adamantine),"",Riserva Ki (di Adamantio)
